param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.6966666666666667,0.138001610296563,19,0.5333333333333333,0.9,0.8166666666666667,0.6166666666666667,0.6166666666666667,0.1260814666748047,0.001583433151245117
,10,0.7066666666666667,0.15797327481430382,14,0.6333333333333333,1.0,0.7333333333333334,0.6166666666666667,0.55,0.1267017364501953,0.0015595436096191406
,15,0.7166666666666667,0.10381607668264958,8,0.7166666666666667,0.9,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.1273322582244873,0.001543569564819336
,20,0.6766666666666666,0.05011098792790969,29,0.7166666666666667,0.7,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.12712173461914061,0.001539897918701172
,30,0.6966666666666667,0.13349989596333858,19,0.9,0.8,0.6333333333333333,0.6166666666666667,0.5333333333333333,0.12733378410339355,0.001548433303833008
,50,0.7466666666666667,0.09626352718795769,1,0.9,0.7166666666666667,0.8,0.6166666666666667,0.7,0.12696328163146972,0.0015476226806640625
,75,0.7366666666666666,0.13349989596333858,6,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.9,0.12635765075683594,0.001553964614868164
,100,0.74,0.13767917618708925,4,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.9166666666666667,0.12618155479431153,0.0015503406524658204
0.1,5,0.6966666666666667,0.138001610296563,19,0.5333333333333333,0.9,0.8166666666666667,0.6166666666666667,0.6166666666666667,0.12569074630737304,0.0015453338623046876
0.1,10,0.7066666666666667,0.15797327481430382,14,0.6333333333333333,1.0,0.7333333333333334,0.6166666666666667,0.55,0.12613816261291505,0.001556730270385742
0.1,15,0.7166666666666667,0.10381607668264958,8,0.7166666666666667,0.9,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.12648491859436034,0.0015440940856933593
0.1,20,0.6766666666666666,0.05011098792790969,29,0.7166666666666667,0.7,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.12795844078063964,0.0016486167907714844
0.1,30,0.6799999999999999,0.11025223605694151,27,0.8166666666666667,0.8,0.6333333333333333,0.6166666666666667,0.5333333333333333,0.12770276069641112,0.0015702247619628906
0.1,50,0.7466666666666667,0.09626352718795769,1,0.9,0.7166666666666667,0.8,0.6166666666666667,0.7,0.12751264572143556,0.0015745162963867188
0.1,75,0.7166666666666666,0.11352924243950936,12,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.8,0.12718920707702636,0.0015864372253417969
0.1,100,0.72,0.11614167593456232,7,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.8166666666666667,0.1273801803588867,0.0015882015228271484
0.2,5,0.6966666666666667,0.138001610296563,19,0.5333333333333333,0.9,0.8166666666666667,0.6166666666666667,0.6166666666666667,0.12715063095092774,0.001570749282836914
0.2,10,0.7066666666666667,0.15797327481430382,14,0.6333333333333333,1.0,0.7333333333333334,0.6166666666666667,0.55,0.12678208351135253,0.00157928466796875
0.2,15,0.7166666666666667,0.10381607668264958,8,0.7166666666666667,0.9,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.12630510330200195,0.001568174362182617
0.2,20,0.6766666666666666,0.05011098792790969,29,0.7166666666666667,0.7,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.1275869369506836,0.00158538818359375
0.2,30,0.6799999999999999,0.11025223605694151,27,0.8166666666666667,0.8,0.6333333333333333,0.6166666666666667,0.5333333333333333,0.12992300987243652,0.0015686511993408202
0.2,50,0.7466666666666667,0.09626352718795769,1,0.9,0.7166666666666667,0.8,0.6166666666666667,0.7,0.12592782974243164,0.0015706539154052735
0.2,75,0.6966666666666667,0.10561986345169906,19,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.7,0.12601137161254883,0.0015629291534423827
0.2,100,0.7166666666666666,0.11352924243950936,12,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.8,0.12613825798034667,0.0015770912170410157
0.5,5,0.6966666666666667,0.138001610296563,19,0.5333333333333333,0.9,0.8166666666666667,0.6166666666666667,0.6166666666666667,0.1260385036468506,0.0015717029571533203
0.5,10,0.7033333333333334,0.16138291249213607,17,0.6333333333333333,1.0,0.7333333333333334,0.6166666666666667,0.5333333333333333,0.12622618675231934,0.0015731334686279296
0.5,15,0.7166666666666667,0.10381607668264958,8,0.7166666666666667,0.9,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.12674970626831056,0.0016695499420166016
0.5,20,0.7366666666666667,0.1403962645910179,5,0.7166666666666667,1.0,0.7333333333333334,0.6166666666666667,0.6166666666666667,0.1262484073638916,0.0016016960144042969
0.5,30,0.6766666666666666,0.07195677714974301,29,0.7166666666666667,0.8,0.6333333333333333,0.6166666666666667,0.6166666666666667,0.1263143539428711,0.0015783309936523438
0.5,50,0.6966666666666667,0.07102425250887505,19,0.8166666666666667,0.7166666666666667,0.6333333333333333,0.6166666666666667,0.7,0.1260045051574707,0.0015765190124511718
0.5,75,0.7,0.11595018087284058,18,0.9,0.6333333333333333,0.55,0.7166666666666667,0.7,0.12632436752319337,0.0015681266784667968
0.5,100,0.6966666666666667,0.10561986345169906,19,0.9,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.7,0.12597031593322755,0.0015625953674316406
