feature_name,stage1_kw_score,stage1_selected,stage2_score,stage2_selected
chr16_68838368_69397102,0.008775,False,14.691606,True
chr16_54390012_68679377,0.29069,False,10.305558,True
chr12_36739877_67332062,0.312827,False,8.524337,True
chr16_68710277_68751390,0.586947,False,8.522522,True
chr16_69763173_88690571,0.010944,False,8.501201,True
chr15_22163893_32511475,0.003681,False,7.683026,True
chr16_28087_14817706,5.62024,False,7.557319,True
chr6_1535319_30010234,0.013292,False,7.523322,True
chr11_89400624_134432265,0.152096,False,7.329795,True
chr5_96637773_180644810,1.700488,False,7.311008,True
chr15_18657388_18683110,1.723636,False,7.30741,True
chr5_49619946_68850823,4.746456,False,7.155515,True
chr5_69274433_96603723,9.273307,False,7.1277,True
chr6_32766023_91964331,0.015898,False,7.088312,True
chr12_67337260_132389367,0.121859,False,7.033914,True
chr6_30021894_32519935,1.916736,False,6.656897,True
chr22_24263116_37678070,0.262248,False,6.575864,True
chr17_77535412_78653545,3.170016,False,6.244619,True
chr15_32523241_32594902,1.291443,False,6.096059,True
chr16_45058242_54336421,0.128256,False,5.761819,True
chr17_403833_446414,3.221598,False,5.530041,True
chr6_32732764_32738443,1.546467,False,5.371353,True
chr15_739595_18454050,3.274451,False,5.156499,True
chr22_37717564_49509094,0.120703,False,5.145102,True
chr6_92035339_170943103,3.026874,False,4.91652,True
chr16_54354643_54379834,0.740688,False,4.575066,True
chr15_20307869_21982746,0.009757,False,4.57142,True
chr23_96116_214107,0.850295,False,4.431366,True
chr10_115544_38563575,0.197804,False,4.351572,True
chr16_15039224_33875313,4.692121,False,4.211141,True
chr3_196908262_196937230,8.985281,False,4.085257,False
chr3_193476462_196656506,5.242818,False,3.971817,False
chr16_69417987_69744010,2.973427,False,3.787203,False
chr23_3229_45135,0.305311,False,3.769738,False
chr13_18194527_18354969,0.161188,False,3.738181,False
chr22_22725750_24228038,0.023171,False,3.726643,False
chr3_586636_75535753,3.041549,False,3.569772,False
chr6_32634044_32728487,0.055215,False,3.516957,False
chr17_984101_1003742,5.034703,False,3.317501,False
chr14_105654998_105839439,0.000576,False,3.212127,False
chr4_190887518_191165971,1.414006,False,3.137867,False
chr22_15433500_22665928,2.015511,False,2.989042,False
chr17_22399576_27351012,2.184217,False,2.978136,False
chr3_196947293_199383479,5.594385,False,2.963531,False
chr22_37683612_37705310,3.016886,False,2.923053,False
chr21_13334960_13435755,0.766061,False,2.863178,False
chr1_1676445_1703748,0.334517,False,2.81635,False
chr23_52844235_66511655,1.297797,False,2.78154,False
chr23_90837054_91203848,1.623331,False,2.722483,False
chr12_435020_9432943,2.954805,False,2.520955,False
chr14_105602756_105630089,0.031203,False,2.475899,False
chr15_18722595_20060061,0.576539,False,2.377446,False
chr17_1860983_1881747,0.049125,False,2.244524,False
chr1_72489681_72620747,3.216503,False,2.215683,False
chr23_2702388_2969155,0.000359,False,2.127813,False
chr3_164112881_193467200,5.242818,False,2.100796,False
chr1_120313797_120737345,1.031158,False,2.066356,False
chr19_32545047_34430432,1.847054,False,2.060975,False
chr20_8747_12478772,0.707792,False,2.053304,False
chr17_20569693_20596699,0.326766,False,2.04973,False
