param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,5,0.4,0.09006170724070865,185,0.2833333333333333,0.45,0.4666666666666667,0.3,0.5,0.003292417526245117,0.0013790130615234375
0.001,0.1,10,0.44000000000000006,0.092255683353987,169,0.2833333333333333,0.55,0.4666666666666667,0.4,0.5,0.00317997932434082,0.0013737201690673829
0.001,0.1,20,0.45,0.09368979548370134,153,0.55,0.3833333333333333,0.5166666666666667,0.3,0.5,0.003169679641723633,0.001388692855834961
0.001,0.1,50,0.5966666666666667,0.060918889608323555,134,0.48333333333333334,0.65,0.6,0.65,0.6000000000000001,0.003269481658935547,0.0013916492462158203
0.001,0.3,5,0.4,0.09006170724070865,185,0.2833333333333333,0.45,0.4666666666666667,0.3,0.5,0.0032224178314208983,0.0014036178588867187
0.001,0.3,10,0.44000000000000006,0.092255683353987,169,0.2833333333333333,0.55,0.4666666666666667,0.4,0.5,0.0032097339630126954,0.001375722885131836
0.001,0.3,20,0.45,0.09368979548370134,153,0.55,0.3833333333333333,0.5166666666666667,0.3,0.5,0.003189373016357422,0.0013822555541992188
0.001,0.3,50,0.5966666666666667,0.060918889608323555,134,0.48333333333333334,0.65,0.6,0.65,0.6000000000000001,0.0032696247100830076,0.0014627456665039062
0.001,0.5,5,0.4,0.09006170724070865,185,0.2833333333333333,0.45,0.4666666666666667,0.3,0.5,0.0032128334045410157,0.0013717174530029296
0.001,0.5,10,0.44000000000000006,0.092255683353987,169,0.2833333333333333,0.55,0.4666666666666667,0.4,0.5,0.003178262710571289,0.0013876914978027343
0.001,0.5,20,0.45,0.09368979548370134,153,0.55,0.3833333333333333,0.5166666666666667,0.3,0.5,0.0032082557678222655,0.0013838768005371093
0.001,0.5,50,0.5966666666666667,0.060918889608323555,134,0.48333333333333334,0.65,0.6,0.65,0.6000000000000001,0.003307008743286133,0.0013949871063232422
0.001,0.7,5,0.4,0.09006170724070865,185,0.2833333333333333,0.45,0.4666666666666667,0.3,0.5,0.0032013416290283202,0.0013936996459960938
0.001,0.7,10,0.44000000000000006,0.092255683353987,169,0.2833333333333333,0.55,0.4666666666666667,0.4,0.5,0.0031972408294677736,0.0013854503631591797
0.001,0.7,20,0.45,0.09368979548370134,153,0.55,0.3833333333333333,0.5166666666666667,0.3,0.5,0.003220987319946289,0.0013837814331054688
0.001,0.7,50,0.5966666666666667,0.060918889608323555,134,0.48333333333333334,0.65,0.6,0.65,0.6000000000000001,0.0033289909362792967,0.0013875484466552735
0.001,0.9,5,0.4,0.09006170724070865,185,0.2833333333333333,0.45,0.4666666666666667,0.3,0.5,0.003200340270996094,0.001398611068725586
0.001,0.9,10,0.44000000000000006,0.092255683353987,169,0.2833333333333333,0.55,0.4666666666666667,0.4,0.5,0.003202533721923828,0.0013868331909179688
0.001,0.9,20,0.45,0.09368979548370134,153,0.55,0.3833333333333333,0.5166666666666667,0.3,0.5,0.0031969547271728516,0.0013846397399902345
0.001,0.9,50,0.5966666666666667,0.060918889608323555,134,0.48333333333333334,0.65,0.6,0.65,0.6000000000000001,0.003311014175415039,0.0014001846313476563
