Sample	Array.129	Array.49	Array.16	Array.143	Array.4	Array.76	Array.6	Array.79	Array.19	Array.106	Array.110	Array.73	Array.17	Array.138	Array.105	Array.148	Array.42	Array.55	Array.125	Array.152	Array.68	Array.51	Array.144	Array.78	Array.18	Array.75	Array.139	Array.72	Array.21	Array.53	Array.10	Array.130	Array.34	Array.67	Array.36	Array.65	Array.48	Array.39	Array.86	Array.124	Array.27	Array.95	Array.98	Array.33	Array.149	Array.101	Array.85	Array.56	Array.8	Array.141	Array.43	Array.52	Array.23	Array.94	Array.142	Array.37	Array.82	Array.2	Array.117	Array.60	Array.137	Array.7	Array.59	Array.89	Array.35	Array.123	Array.100	Array.134	Array.24	Array.22	Array.146	Array.62	Array.118	Array.154	Array.112	Array.69	Array.90	Array.99	Array.57	Array.114	Array.5	Array.113	Array.25	Array.102	Array.159	Array.88	Array.50	Array.153	Array.38	Array.104	Array.145	Array.31	Array.135	Array.111	Array.71	Array.47	Array.107	Array.64	Array.30	Array.93
Array.129	0.0	0.5857445306986592	0.5522230063514467	0.5719830628087509	0.6164431898376852	0.45871559633027525	0.4837685250529287	0.47953422724064926	0.48941425546930134	0.6122088920254057	0.5172900494001411	0.47318278052223006	0.4590684544812985	0.5469301340860974	0.5345800988002822	0.6524347212420607	0.5684544812985179	0.5956245589273113	0.48623853211009177	0.4788285109386027	0.5208186309103741	0.6721947776993649	0.5384615384615384	0.4911785462244178	0.5137614678899083	0.4954128440366973	0.5010585744530699	0.5254057868736768	0.5384615384615384	0.49858856739590685	0.5719830628087509	0.5370501058574453	0.5172900494001411	0.5719830628087509	0.4527170077628793	0.5688073394495413	0.565984474241355	0.5769230769230769	0.4417784050811574	0.6005645730416372	0.5151729004940014	0.5899788285109386	0.6277346506704304	0.5793930839802399	0.563514467184192	0.6901905434015526	0.5211714890613973	0.5472829922371206	0.5508115737473536	0.5190543401552575	0.5539872971065631	0.5137614678899083	0.5758645024700071	0.5042342978122795	0.5229357798165137	0.49682427664079043	0.6457304163726182	0.621030345800988	0.5243472124206069	0.4964714184897671	0.5472829922371206	0.5472829922371206	0.625970359915314	0.5194071983062809	0.5176429075511644	0.565984474241355	0.4872971065631616	0.6482004234297812	0.6679604798870854	0.586803105151729	0.4700070571630205	0.7600564573041637	0.6143260409315455	0.6714890613973182	0.5458715596330275	0.6122088920254057	0.5628087508821453	0.5144671841919548	0.6062103034580099	0.5169371912491179	0.5942131263232181	0.6474947071277346	0.6277346506704304	0.660197600564573	0.5684544812985179	0.5289343683839096	0.6778405081157375	0.5758645024700071	0.49223712067748765	0.48306280875088214	0.6559633027522935	0.6986591390261115	0.6781933662667607	0.6316160903316866	0.6047988708539167	0.5405786873676782	0.5031757233592096	0.5638673253352152	0.6062103034580099	0.6139731827805223
Array.49	0.5857445306986592	0.0	0.47953422724064926	0.5384615384615384	0.5963302752293578	0.5289343683839096	0.5148200423429781	0.5349329569513056	0.41566690190543404	0.5691601976005646	0.449894142554693	0.47706422018348627	0.5402258292166549	0.5691601976005646	0.49258997882851097	0.6467889908256881	0.5490472829922372	0.6220889202540578	0.442484121383204	0.544107268877911	0.40296400846859565	0.6898376852505292	0.46153846153846156	0.42836979534227243	0.5222300635144672	0.5589273112208892	0.41813690896259703	0.45306986591390264	0.5610444601270289	0.5610444601270289	0.4625970359915314	0.44954128440366975	0.5642201834862385	0.5613973182780522	0.49223712067748765	0.5726887791107974	0.5624558927311221	0.40860973888496827	0.4763585038814397	0.6859562455892732	0.39273112208892025	0.6686661961891319	0.6309103740296401	0.5719830628087509	0.4851799576570219	0.7681721947776994	0.5275229357798165	0.5811573747353563	0.49223712067748765	0.4534227240649259	0.43577981651376146	0.48235709244883557	0.5942131263232181	0.5321100917431193	0.6340860973888497	0.4516584333098095	0.6115031757233592	0.60515172900494	0.4971771347918137	0.42731122088920254	0.49964714184897674	0.5172900494001411	0.5127028934368384	0.4446012702893437	0.5059985885673959	0.563514467184192	0.44283697953422724	0.5751587861679605	0.6351446718419196	0.4618913196894848	0.4470712773465067	0.6746647847565279	0.5363443895553988	0.7275935074100212	0.5631616090331687	0.5081157374735357	0.48623853211009177	0.5	0.518348623853211	0.5169371912491179	0.5582215949188426	0.6016231474947071	0.5656316160903316	0.4940014114326041	0.5275229357798165	0.6623147494707128	0.7208892025405786	0.596683133380381	0.6118560338743825	0.44495412844036697	0.5896259703599153	0.673606210303458	0.5871559633027523	0.6612561750176429	0.5882145377558221	0.479181369089626	0.46859562455892734	0.5116443189837685	0.5518701482004235	0.6739590684544813
Array.16	0.5522230063514467	0.47953422724064926	0.0	0.48235709244883557	0.4752999294283698	0.4216654904728299	0.4901199717713479	0.46471418489767113	0.3570924488355681	0.49153140437544107	0.4382498235709245	0.4287226534932957	0.4844742413549753	0.5345800988002822	0.4590684544812985	0.6047988708539167	0.5748059280169372	0.5730416372618208	0.47141848976711365	0.5359915314043754	0.39731827805222303	0.7268877911079746	0.46683133380381087	0.3757939308398024	0.46471418489767113	0.5067043048694425	0.41284403669724773	0.4580098800282287	0.5610444601270289	0.5984474241354976	0.4774170783345095	0.38390966831333806	0.5077628793225123	0.42942836979534227	0.4820042342978123	0.6079745942131263	0.5924488355681016	0.41778405081157377	0.449894142554693	0.6746647847565279	0.4562455892731122	0.6242060691601976	0.6220889202540578	0.49964714184897674	0.4971771347918137	0.7194777699364855	0.4654199011997177	0.49047282992237123	0.5374029640084685	0.47071277346506707	0.5624558927311221	0.5010585744530699	0.48059280169371915	0.5860973888496824	0.5557515878616796	0.4618913196894848	0.6047988708539167	0.5695130557515878	0.4851799576570219	0.4964714184897671	0.47318278052223006	0.49682427664079043	0.5998588567395907	0.463302752293578	0.5084685956245589	0.5127028934368384	0.468242766407904	0.536697247706422	0.5896259703599153	0.5356386732533521	0.47106563161609033	0.6958362738179252	0.4745942131263232	0.7402964008468595	0.4654199011997177	0.5328158080451658	0.39943542695836276	0.46577275935074103	0.5853916725476358	0.5405786873676782	0.5381086803105152	0.6238532110091743	0.5430486944248412	0.5165843330980946	0.5035285815102328	0.5215243472124206	0.6891319689484827	0.5469301340860974	0.4820042342978123	0.4661256175017643	0.5490472829922372	0.7417078334509527	0.6707833450952717	0.6693719124911786	0.5271700776287932	0.5098800282286521	0.48659139026111503	0.4936485532815808	0.5384615384615384	0.6609033168666196
Array.143	0.5719830628087509	0.5384615384615384	0.48235709244883557	0.0	0.6146788990825688	0.5501058574453069	0.5952717007762879	0.5702187720536345	0.5359915314043754	0.5391672547635851	0.589273112208892	0.5543401552575864	0.545165843330981	0.6517290049400141	0.4820042342978123	0.5381086803105152	0.6690190543401553	0.5151729004940014	0.6104446012702893	0.5515172900494001	0.5444601270289343	0.5712773465067043	0.5920959774170783	0.44495412844036697	0.5670430486944248	0.5681016231474947	0.47600564573041637	0.48623853211009177	0.5123500352858151	0.6979534227240649	0.615031757233592	0.4947071277346507	0.5906845448129852	0.6397318278052223	0.5956245589273113	0.6069160197600565	0.5338743824982357	0.5846859562455893	0.607621736062103	0.5148200423429781	0.5719830628087509	0.5871559633027523	0.6594918842625265	0.5261115031757233	0.5744530698659139	0.7050105857445307	0.581863091037403	0.6379675370501059	0.57833450952717	0.5705716302046577	0.6570218772053634	0.6157374735356387	0.4880028228652082	0.6242060691601976	0.5737473535638673	0.6033874382498235	0.49964714184897674	0.6160903316866619	0.6093860268172194	0.5977417078334509	0.5846859562455893	0.5546930134086098	0.7155963302752294	0.5963302752293578	0.621030345800988	0.5670430486944248	0.6072688779110798	0.5825688073394495	0.6799576570218772	0.6284403669724771	0.5910374029640084	0.5800988002822866	0.5095271700776288	0.5712773465067043	0.6474947071277346	0.6100917431192661	0.5959774170783345	0.6118560338743825	0.6330275229357798	0.6217360621030346	0.5998588567395907	0.6538461538461539	0.6326746647847565	0.6023288637967537	0.6157374735356387	0.5762173606210304	0.5779816513761468	0.6227946365561045	0.6178546224417784	0.60515172900494	0.615031757233592	0.623500352858151	0.5638673253352152	0.5388143966125617	0.5508115737473536	0.6072688779110798	0.60515172900494	0.6587861679604798	0.5691601976005646	0.6340860973888497
Array.4	0.6164431898376852	0.5963302752293578	0.4752999294283698	0.6146788990825688	0.0	0.47318278052223006	0.5081157374735357	0.5250529287226535	0.45518701482004237	0.5557515878616796	0.4876499647141849	0.5070571630204658	0.510938602681722	0.5596330275229358	0.55257586450247	0.5621030345800988	0.6563161609033169	0.5776287932251235	0.5035285815102328	0.5321100917431193	0.4784756527875794	0.7882851093860268	0.42201834862385323	0.4671841919548342	0.49788285109386027	0.49505998588567396	0.4700070571630205	0.5381086803105152	0.6160903316866619	0.6157374735356387	0.6323218066337333	0.504940014114326	0.5388143966125617	0.43683839096683136	0.5504587155963303	0.6563161609033169	0.581863091037403	0.5123500352858151	0.5402258292166549	0.7155963302752294	0.55257586450247	0.6683133380381087	0.7081863091037403	0.6005645730416372	0.629498941425547	0.6866619618913197	0.4040225829216655	0.5236414961185604	0.5652787579393084	0.5007057163020465	0.5712773465067043	0.5434015525758645	0.6376146788990825	0.6397318278052223	0.6541990119971771	0.5236414961185604	0.6192660550458715	0.5726887791107974	0.5289343683839096	0.5755116443189837	0.44001411432604093	0.5504587155963303	0.5486944248412138	0.5042342978122795	0.5755116443189837	0.5631616090331687	0.4992942836979534	0.6534932956951306	0.5702187720536345	0.5317572335920959	0.523288637967537	0.7575864502470007	0.6139731827805223	0.7900494001411432	0.449894142554693	0.46400846859562456	0.4671841919548342	0.5321100917431193	0.6023288637967537	0.5243472124206069	0.5374029640084685	0.607621736062103	0.4947071277346507	0.5014114326040932	0.536697247706422	0.5688073394495413	0.6961891319689485	0.5582215949188426	0.502470007057163	0.5063514467184191	0.5543401552575864	0.7939308398023994	0.68454481298518	0.7039520112914608	0.479181369089626	0.5589273112208892	0.5673959068454482	0.5973888496824277	0.5931545518701482	0.6563161609033169
Array.76	0.45871559633027525	0.5289343683839096	0.4216654904728299	0.5501058574453069	0.47318278052223006	0.0	0.45236414961185606	0.44318983768525055	0.43577981651376146	0.5913902611150318	0.3934368383909668	0.374029640084686	0.4936485532815808	0.5621030345800988	0.48235709244883557	0.607621736062103	0.5755116443189837	0.5663373323923783	0.4206069160197601	0.5247000705716302	0.46153846153846156	0.7163020465772759	0.4350741002117149	0.37085391672547635	0.42025405786873676	0.4382498235709245	0.43966125617501767	0.47035991531404375	0.5624558927311221	0.5119971771347918	0.41284403669724773	0.43366266760762173	0.4435426958362738	0.46683133380381087	0.4326040931545519	0.5455187014820042	0.5010585744530699	0.4809456598447424	0.3916725476358504	0.6905434015525759	0.4407198306280875	0.5956245589273113	0.6273817925194072	0.5501058574453069	0.5127028934368384	0.6898376852505292	0.44318983768525055	0.4724770642201835	0.4446012702893437	0.4280169371912491	0.5211714890613973	0.5088214537755822	0.5038814396612562	0.5017642907551164	0.611150317572336	0.40296400846859565	0.5945659844742414	0.5497529992942837	0.4382498235709245	0.4350741002117149	0.38673253352152437	0.41284403669724773	0.5374029640084685	0.4089625970359915	0.43754410726887794	0.4901199717713479	0.41778405081157377	0.6566690190543402	0.5871559633027523	0.5035285815102328	0.43930839802399435	0.7681721947776994	0.5299929428369795	0.7191249117854622	0.4820042342978123	0.5289343683839096	0.48588567395906845	0.4505998588567396	0.5278757939308398	0.3944954128440367	0.5151729004940014	0.5469301340860974	0.5098800282286521	0.5250529287226535	0.4262526464361327	0.5310515172900494	0.7184191954834157	0.5434015525758645	0.39908256880733944	0.4230769230769231	0.5642201834862385	0.7649964714184898	0.68454481298518	0.6976005645730416	0.48306280875088214	0.5031757233592096	0.374029640084686	0.5264643613267467	0.5822159491884262	0.6005645730416372
Array.6	0.4837685250529287	0.5148200423429781	0.4901199717713479	0.5952717007762879	0.5081157374735357	0.45236414961185606	0.0	0.4135497529992943	0.4071983062808751	0.5462244177840508	0.31227946365561043	0.2985179957657022	0.4124911785462244	0.5359915314043754	0.37155963302752293	0.5970359915314044	0.5578687367678193	0.5723359209597741	0.2512350035285815	0.5208186309103741	0.38637967537050105	0.6732533521524348	0.34262526464361326	0.38285109386026817	0.40261115031757233	0.5511644318983768	0.34227240649259	0.3832039520112915	0.4318983768525053	0.4350741002117149	0.4654199011997177	0.3796753705010586	0.4389555398729711	0.4163726182074806	0.381439661256175	0.5194071983062809	0.5317572335920959	0.3101623147494707	0.2755822159491884	0.6390261115031757	0.2755822159491884	0.5084685956245589	0.6044460127028934	0.5017642907551164	0.5628087508821453	0.5582215949188426	0.3779110797459421	0.5077628793225123	0.43577981651376146	0.2642907551164432	0.3969654199011997	0.47424135497529996	0.5229357798165137	0.36908962597035994	0.4763585038814397	0.2773465067043049	0.5194071983062809	0.5737473535638673	0.28687367678193365	0.2699364855328158	0.28052223006351446	0.43366266760762173	0.5504587155963303	0.23888496824276642	0.32815808045165845	0.48235709244883557	0.25229357798165136	0.6534932956951306	0.5613973182780522	0.34262526464361326	0.276287932251235	0.6870148200423429	0.4580098800282287	0.7307692307692307	0.4470712773465067	0.47776993648553284	0.4943542695836274	0.37367678193366266	0.381439661256175	0.5310515172900494	0.4629498941425547	0.5889202540578687	0.5497529992942837	0.40261115031757233	0.5208186309103741	0.5617501764290755	0.625970359915314	0.589273112208892	0.41460832745236414	0.255469301340861	0.6499647141848977	0.6489061397318278	0.5571630204657727	0.6164431898376852	0.4407198306280875	0.44565984474241355	0.4103740296400847	0.4880028228652082	0.431545518701482	0.504940014114326
Array.79	0.47953422724064926	0.5349329569513056	0.46471418489767113	0.5702187720536345	0.5250529287226535	0.44318983768525055	0.4135497529992943	0.0	0.4216654904728299	0.4855328158080452	0.3779110797459421	0.38073394495412843	0.4199011997177135	0.5628087508821453	0.449894142554693	0.5977417078334509	0.5906845448129852	0.6178546224417784	0.3574453069865914	0.47671136203246295	0.40296400846859565	0.7110091743119266	0.410726887791108	0.41107974594213126	0.4717713479181369	0.563514467184192	0.29428369795342274	0.45518701482004237	0.5102328863796753	0.47494707127734653	0.4661256175017643	0.41848976711362035	0.5222300635144672	0.44565984474241355	0.4015525758645025	0.46047988708539167	0.5726887791107974	0.38002822865208186	0.30275229357798167	0.6520818630910374	0.3726182074805928	0.544107268877911	0.5596330275229358	0.5391672547635851	0.5864502470007057	0.6227946365561045	0.4100211714890614	0.41284403669724773	0.46753705010585744	0.3507410021171489	0.47318278052223006	0.4954128440366973	0.5518701482004235	0.5081157374735357	0.4752999294283698	0.34544812985179957	0.5920959774170783	0.5758645024700071	0.3934368383909668	0.38990825688073394	0.4100211714890614	0.46753705010585744	0.6125617501764291	0.3412138320395201	0.38073394495412843	0.5289343683839096	0.36097388849682427	0.6107974594213126	0.641848976711362	0.48941425546930134	0.34333098094565984	0.689484827099506	0.5370501058574453	0.7522935779816514	0.4872971065631616	0.48870853916725476	0.4798870853916726	0.44918842625264643	0.5684544812985179	0.5119971771347918	0.5561044460127029	0.6422018348623854	0.5582215949188426	0.5112914608327452	0.5592801693719125	0.5853916725476358	0.6721947776993649	0.5903316866619619	0.44954128440366975	0.3532110091743119	0.6503175723359209	0.7007762879322512	0.6612561750176429	0.678546224417784	0.5938602681721947	0.5155257586450247	0.4308398023994354	0.547635850388144	0.5437544107268878	0.5896259703599153
Array.19	0.48941425546930134	0.41566690190543404	0.3570924488355681	0.5359915314043754	0.45518701482004237	0.43577981651376146	0.4071983062808751	0.4216654904728299	0.0	0.5144671841919548	0.3285109386026817	0.2861679604798871	0.41778405081157377	0.5091743119266054	0.3895553987297107	0.5695130557515878	0.5370501058574453	0.5751587861679605	0.3302752293577982	0.4745942131263232	0.28087508821453777	0.7568807339449541	0.36520818630910373	0.3637967537050106	0.37155963302752293	0.5084685956245589	0.331333803810868	0.3793225123500353	0.4908256880733945	0.5656316160903316	0.48235709244883557	0.29357798165137616	0.3987297106563162	0.44389555398729713	0.42942836979534227	0.6132674664784756	0.5388143966125617	0.3221594918842625	0.33803810868031053	0.6429075511644319	0.35250529287226534	0.5589273112208892	0.589273112208892	0.49964714184897674	0.5423429781227946	0.6429075511644319	0.3952011291460833	0.4901199717713479	0.4569513055751588	0.35285815102328866	0.44389555398729713	0.4756527875793931	0.4992942836979534	0.47388849682427664	0.5529287226534932	0.3503881439661256	0.5624558927311221	0.534227240649259	0.40755116443189837	0.39202540578687367	0.4153140437544107	0.41284403669724773	0.5141143260409315	0.3295695130557516	0.42131263232180666	0.5084685956245589	0.32815808045165845	0.5762173606210304	0.5666901905434015	0.4195483415666902	0.3327452364149612	0.7053634438955539	0.4326040931545519	0.7537050105857446	0.47494707127734653	0.504940014114326	0.32533521524347214	0.39026111503175726	0.48694424841213835	0.5116443189837685	0.5134086097388849	0.5596330275229358	0.5102328863796753	0.4544812985179958	0.46224417784050814	0.5557515878616796	0.6908962597035991	0.5338743824982357	0.4191954834156669	0.3292166549047283	0.573394495412844	0.6884262526464361	0.559985885673959	0.639378969654199	0.5179957657021877	0.4463655610444601	0.4096683133380381	0.4717713479181369	0.48023994354269584	0.5684544812985179
Array.106	0.6122088920254057	0.5691601976005646	0.49153140437544107	0.5391672547635851	0.5557515878616796	0.5913902611150318	0.5462244177840508	0.4855328158080452	0.5144671841919548	0.0	0.49047282992237123	0.5296400846859562	0.5381086803105152	0.5007057163020465	0.5335215243472125	0.6538461538461539	0.6040931545518702	0.5518701482004235	0.5878616796047988	0.5836273817925194	0.5592801693719125	0.6658433309809456	0.5409315455187015	0.5370501058574453	0.5578687367678193	0.6238532110091743	0.4745942131263232	0.5582215949188426	0.5448129851799577	0.6898376852505292	0.6305575158786167	0.5800988002822866	0.5924488355681016	0.5924488355681016	0.6055045871559633	0.5815102328863797	0.5875088214537756	0.5529287226534932	0.5610444601270289	0.5829216654904729	0.5776287932251235	0.5144671841919548	0.4696541990119972	0.5875088214537756	0.5596330275229358	0.5254057868736768	0.5853916725476358	0.6213832039520113	0.5462244177840508	0.55257586450247	0.5959774170783345	0.6238532110091743	0.5102328863796753	0.6040931545518702	0.4258997882851094	0.6118560338743825	0.6436132674664785	0.6570218772053634	0.6005645730416372	0.6146788990825688	0.5571630204657727	0.6503175723359209	0.7459421312632322	0.55257586450247	0.6467889908256881	0.5723359209597741	0.5853916725476358	0.45483415666901905	0.7561750176429075	0.5705716302046577	0.5723359209597741	0.5988002822865208	0.5172900494001411	0.6107974594213126	0.5871559633027523	0.5628087508821453	0.5314043754410727	0.6072688779110798	0.6291460832745236	0.6541990119971771	0.6058574453069866	0.7275935074100212	0.6146788990825688	0.5748059280169372	0.5906845448129852	0.5529287226534932	0.6009174311926605	0.5681016231474947	0.5853916725476358	0.592801693719125	0.682074805928017	0.6863091037402964	0.6386732533521524	0.5765702187720536	0.629498941425547	0.5878616796047988	0.5434015525758645	0.6100917431192661	0.5261115031757233	0.5896259703599153
