param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.39,0.06463573143221772,185
0.001,0.1,10,0.58,0.10821788720498617,153
0.001,0.1,20,0.5,0.08692269873603531,169
0.001,0.1,50,0.6166666666666668,0.10055402085998903,136
0.001,0.3,5,0.39,0.06463573143221772,185
0.001,0.3,10,0.58,0.10821788720498617,153
0.001,0.3,20,0.5,0.08692269873603531,169
0.001,0.3,50,0.6166666666666668,0.10055402085998903,136
0.001,0.5,5,0.39,0.06463573143221772,185
0.001,0.5,10,0.58,0.10821788720498617,153
0.001,0.5,20,0.5,0.08692269873603531,169
0.001,0.5,50,0.6166666666666668,0.10055402085998903,136
0.001,0.7,5,0.39,0.06463573143221772,185
0.001,0.7,10,0.58,0.10821788720498617,153
0.001,0.7,20,0.5,0.08692269873603531,169
0.001,0.7,50,0.6166666666666668,0.10055402085998903,136
0.001,0.9,5,0.39,0.06463573143221772,185
0.001,0.9,10,0.58,0.10821788720498617,153
0.001,0.9,20,0.5,0.08692269873603531,169
0.001,0.9,50,0.6166666666666668,0.10055402085998903,136
0.00359381,0.1,5,0.39,0.06463573143221772,185
0.00359381,0.1,10,0.58,0.10821788720498617,153
0.00359381,0.1,20,0.5,0.08692269873603531,169
0.00359381,0.1,50,0.6166666666666668,0.10055402085998903,136
0.00359381,0.3,5,0.39,0.06463573143221772,185
0.00359381,0.3,10,0.58,0.10821788720498617,153
0.00359381,0.3,20,0.5,0.08692269873603531,169
0.00359381,0.3,50,0.6166666666666668,0.10055402085998903,136
0.00359381,0.5,5,0.39,0.06463573143221772,185
0.00359381,0.5,10,0.58,0.10821788720498617,153
0.00359381,0.5,20,0.5,0.08692269873603531,169
0.00359381,0.5,50,0.6166666666666668,0.10055402085998903,136
0.00359381,0.7,5,0.39,0.06463573143221772,185
0.00359381,0.7,10,0.58,0.10821788720498617,153
0.00359381,0.7,20,0.5,0.08692269873603531,169
0.00359381,0.7,50,0.6166666666666668,0.10055402085998903,136
0.00359381,0.9,5,0.39,0.06463573143221772,185
0.00359381,0.9,10,0.58,0.10821788720498617,153
0.00359381,0.9,20,0.5,0.08692269873603531,169
0.00359381,0.9,50,0.6166666666666668,0.10055402085998903,136
0.0129155,0.1,5,0.7366666666666667,0.11125546178852423,88
0.0129155,0.1,10,0.7533333333333333,0.09392668535736916,65
0.0129155,0.1,20,0.7333333333333334,0.16090024514862894,90
0.0129155,0.1,50,0.7533333333333333,0.12445436468396313,65
0.0129155,0.3,5,0.39,0.06463573143221772,185
0.0129155,0.3,10,0.58,0.10821788720498617,153
0.0129155,0.3,20,0.5,0.08692269873603531,169
0.0129155,0.3,50,0.6166666666666668,0.10055402085998903,136
0.0129155,0.5,5,0.39,0.06463573143221772,185
0.0129155,0.5,10,0.58,0.10821788720498617,153
0.0129155,0.5,20,0.5,0.08692269873603531,169
0.0129155,0.5,50,0.6166666666666668,0.10055402085998903,136
0.0129155,0.7,5,0.39,0.06463573143221772,185
0.0129155,0.7,10,0.58,0.10821788720498617,153
0.0129155,0.7,20,0.5,0.08692269873603531,169
0.0129155,0.7,50,0.6166666666666668,0.10055402085998903,136
0.0129155,0.9,5,0.39,0.06463573143221772,185
0.0129155,0.9,10,0.58,0.10821788720498617,153
0.0129155,0.9,20,0.5,0.08692269873603531,169
0.0129155,0.9,50,0.6166666666666668,0.10055402085998903,136
0.0464159,0.1,5,0.7300000000000001,0.08844332774281068,96
0.0464159,0.1,10,0.7533333333333333,0.1554205763583302,65
0.0464159,0.1,20,0.79,0.11860297916438134,33
0.0464159,0.1,50,0.75,0.07958224257542214,80
0.0464159,0.3,5,0.7333333333333334,0.1173787790777267,90
0.0464159,0.3,10,0.7566666666666666,0.07195677714974302,61
0.0464159,0.3,20,0.8300000000000001,0.0635959467611297,8
0.0464159,0.3,50,0.8133333333333332,0.10402991022884824,13
0.0464159,0.5,5,0.6833333333333333,0.11498792207106892,119
0.0464159,0.5,10,0.6233333333333333,0.10413666234542206,135
0.0464159,0.5,20,0.6566666666666668,0.12631530214330944,130
0.0464159,0.5,50,0.7733333333333333,0.0703957069398096,53
0.0464159,0.7,5,0.39,0.06463573143221772,185
0.0464159,0.7,10,0.58,0.10821788720498617,153
0.0464159,0.7,20,0.5,0.08692269873603531,169
0.0464159,0.7,50,0.6166666666666668,0.10055402085998903,136
0.0464159,0.9,5,0.39,0.06463573143221772,185
0.0464159,0.9,10,0.58,0.10821788720498617,153
0.0464159,0.9,20,0.5,0.08692269873603531,169
0.0464159,0.9,50,0.6166666666666668,0.10055402085998903,136
0.16681,0.1,5,0.7033333333333334,0.13960261060914614,113
0.16681,0.1,10,0.78,0.07483314773547886,42
0.16681,0.1,20,0.8099999999999999,0.06377042156569666,17
0.16681,0.1,50,0.7333333333333334,0.07226494462892932,90
