param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,5,0.49000000000000005,0.08856886837057616,185,0.55,0.6166666666666667,0.4,0.3833333333333333,0.5,0.0032475471496582033,0.0013667583465576173
0.001,0.1,10,0.5866666666666667,0.10295630140987,149,0.6,0.7166666666666667,0.4,0.6166666666666667,0.6,0.003203725814819336,0.0013585567474365234
0.001,0.1,20,0.5266666666666666,0.0928559218478941,168,0.6333333333333333,0.6333333333333333,0.4,0.4666666666666667,0.5,0.0031840324401855467,0.0013574123382568359
0.001,0.1,50,0.6433333333333333,0.07039570693980955,127,0.6333333333333333,0.5166666666666667,0.65,0.7166666666666667,0.7,0.0031911849975585936,0.0013856887817382812
0.001,0.3,5,0.49000000000000005,0.08856886837057616,185,0.55,0.6166666666666667,0.4,0.3833333333333333,0.5,0.003238964080810547,0.001371479034423828
0.001,0.3,10,0.5866666666666667,0.10295630140987,149,0.6,0.7166666666666667,0.4,0.6166666666666667,0.6,0.0032181739807128906,0.001367950439453125
0.001,0.3,20,0.5266666666666666,0.0928559218478941,168,0.6333333333333333,0.6333333333333333,0.4,0.4666666666666667,0.5,0.0031890392303466795,0.0013788223266601562
0.001,0.3,50,0.6433333333333333,0.07039570693980955,127,0.6333333333333333,0.5166666666666667,0.65,0.7166666666666667,0.7,0.0032099246978759765,0.0013735294342041016
0.001,0.5,5,0.49000000000000005,0.08856886837057616,185,0.55,0.6166666666666667,0.4,0.3833333333333333,0.5,0.0031398773193359376,0.0013801097869873048
0.001,0.5,10,0.5866666666666667,0.10295630140987,149,0.6,0.7166666666666667,0.4,0.6166666666666667,0.6,0.003233194351196289,0.0013747215270996094
0.001,0.5,20,0.5266666666666666,0.0928559218478941,168,0.6333333333333333,0.6333333333333333,0.4,0.4666666666666667,0.5,0.0031938076019287108,0.0013866901397705078
