,HER2+,HR+,Triple Neg,importance
chr17:35076296-35282086,1.5603164684613955,0.0,0.0,1.5603164684613955
chr12:36739877-67332062,0.0,0.31122464973169706,-0.07359940315598117,0.38482405288767824
chr16:68838368-69397102,0.0,-0.06940299180303704,0.2365980871189407,0.30600107892197775
chr17:41011530-41494331,-0.1681142157910058,0.0,0.0,0.1681142157910058
chr6:32766023-91964331,0.0,-0.1505154582739771,0.0,0.1505154582739771
chr5:96637773-180644810,0.0,0.113390453199945,0.0,0.113390453199945
chr22:37717564-49509094,0.0,-0.0385203120166879,0.0,0.0385203120166879
chr1:3149648-3157982,0.0,0.0,0.0,0.0
chr1:3166706-16531740,0.0,0.0,0.0,0.0
chr1:16551324-16997273,0.0,0.0,0.0,0.0
chr1:17030134-22668805,0.0,0.0,0.0,0.0
chr1:22674759-25318800,0.0,0.0,0.0,0.0
chr1:25354765-34166798,0.0,0.0,0.0,0.0
chr1:34172947-37578554,0.0,0.0,0.0,0.0
chr17:42975134-43019545,0.0,0.0,0.0,0.0
chr2:132210961-132323628,0.0,0.0,0.0,0.0
chr22:22725750-24228038,0.0,0.0,0.0,0.0
chr21:13660680-14258259,0.0,0.0,0.0,0.0
chr1:145820605-146634734,0.0,0.0,0.0,0.0
chr23:152994680-154492924,0.0,0.0,0.0,0.0
