,HER2+,HR+,Triple Neg,importance
chr17:35076296-35282086,1.3816846342861147,0.0,0.0,1.3816846342861147
chr16:68838368-69397102,0.0,-0.16623482296169426,0.08354007445544272,0.249774897417137
chr15:22163893-32511475,0.0,0.08416517235144044,-0.11425879886162119,0.19842397121306163
chr17:41011530-41494331,-0.18970056650677863,0.0,0.0,0.18970056650677863
chr12:36739877-67332062,0.0,0.1473061110490172,-0.020613368045091684,0.16791947909410887
chr5:96637773-180644810,0.0,0.13683423524679317,0.0,0.13683423524679317
chr17:42161364-42873571,-0.11684610262085561,0.0,0.0,0.11684610262085561
chr16:28087-14817706,0.0,0.10967399983273597,0.0,0.10967399983273597
chr22:24263116-37678070,0.0,-0.06792054387564447,0.030234791582517215,0.09815533545816169
chr15:739595-18454050,0.0,0.0,-0.09406682369655435,0.09406682369655435
chr12:67337260-132389367,0.0,0.0,-0.07452341625859271,0.07452341625859271
chr6:1535319-30010234,0.0,-0.06483185077856567,0.0,0.06483185077856567
chr15:18657388-18683110,0.0,0.0,-0.059192234944938596,0.059192234944938596
chr2:131945577-132196569,0.0,0.0,0.05798024534736001,0.05798024534736001
chr22:37717564-49509094,0.0,-0.04602028584726633,0.0,0.04602028584726633
chr17:403833-446414,0.0,0.0,0.03643580404176926,0.03643580404176926
chr11:89400624-134432265,0.0,-0.0343406092035915,0.0,0.0343406092035915
chr3:196908262-196937230,0.0,0.0,0.031707706545940934,0.031707706545940934
chr6:32766023-91964331,0.0,-0.016890786475830415,0.0,0.016890786475830415
chr17:77535412-78653545,0.0,0.0,0.01297089404962223,0.01297089404962223
