,HER2+,HR+,Triple Neg,importance
chr17:35076296-35282086,1.3839029705415669,0.0,0.0,1.3839029705415669
chr15:18657388-18683110,0.0,0.0,-0.21102338102849255,0.21102338102849255
chr16:68838368-69397102,0.0,-0.11094477306333132,0.09535672129763983,0.20630149436097117
chr12:36739877-67332062,0.0,0.1728665282087238,0.0,0.1728665282087238
chr5:96637773-180644810,0.0,0.17257409992203523,0.0,0.17257409992203523
chr17:42161364-42873571,-0.16279921604141112,0.0,0.0,0.16279921604141112
chr17:41011530-41494331,-0.15552639663482082,0.0,0.0,0.15552639663482082
chr15:22163893-32511475,0.0,0.035671272173642285,-0.10261454695264043,0.1382858191262827
chr11:89400624-134432265,0.0,-0.1120056487749452,0.0,0.1120056487749452
chr6:32732764-32738443,0.0,0.0,0.09957940391178668,0.09957940391178668
chr6:32766023-91964331,0.0,-0.07875523083688235,0.0,0.07875523083688235
chr12:67337260-132389367,0.0,0.0,-0.06184066169444965,0.06184066169444965
chr1:149369522-149394958,0.0,0.0,-0.058281301298822634,0.058281301298822634
chr22:24263116-37678070,0.0,-0.0560277400048976,0.0,0.0560277400048976
chr16:68710277-68751390,0.0,-0.05276376764667557,0.0,0.05276376764667557
chr5:69274433-96603723,0.0,0.05031207288124992,0.0,0.05031207288124992
chr22:37717564-49509094,0.0,-0.0055857194948028726,0.0,0.0055857194948028726
chr17:42975134-43019545,0.0,0.0,0.0,0.0
chr2:132210961-132323628,0.0,0.0,0.0,0.0
chr22:22725750-24228038,0.0,0.0,0.0,0.0
chr21:13660680-14258259,0.0,0.0,0.0,0.0
chr1:145820605-146634734,0.0,0.0,0.0,0.0
chr23:152994680-154492924,0.0,0.0,0.0,0.0
chr1:2927-372295,0.0,0.0,0.0,0.0
chr17:35286565-35427554,0.0,0.0,0.0,0.0
chr17:35444422-40926154,0.0,0.0,0.0,0.0
chr17:41527705-41706870,0.0,0.0,0.0,0.0
chr17:41983407-42049540,0.0,0.0,0.0,0.0
chr1:2664285-2665530,0.0,0.0,0.0,0.0
chr17:43036086-60196060,0.0,0.0,0.0,0.0
chr17:60204302-60347930,0.0,0.0,0.0,0.0
chr17:60360566-77432294,0.0,0.0,0.0,0.0
chr17:77442683-77503685,0.0,0.0,0.0,0.0
chr17:77535412-78653545,0.0,0.0,0.0,0.0
chr18:4316-76110964,0.0,0.0,0.0,0.0
chr19:8246-232080,0.0,0.0,0.0,0.0
chr19:232836-236846,0.0,0.0,0.0,0.0
chr19:239700-3342864,0.0,0.0,0.0,0.0
chr19:3363749-20383210,0.0,0.0,0.0,0.0
chr19:20422576-20493401,0.0,0.0,0.0,0.0
chr19:20552279-24157855,0.0,0.0,0.0,0.0
chr19:32545047-34430432,0.0,0.0,0.0,0.0
chr19:34467144-56795493,0.0,0.0,0.0,0.0
chr19:56816785-56859204,0.0,0.0,0.0,0.0
chr19:56864309-63784327,0.0,0.0,0.0,0.0
chr20:8747-12478772,0.0,0.0,0.0,0.0
chr20:12495273-28266113,0.0,0.0,0.0,0.0
chr20:29306447-40052114,0.0,0.0,0.0,0.0
chr20:40075620-62379059,0.0,0.0,0.0,0.0
chr21:9896630-10198129,0.0,0.0,0.0,0.0
