feature,importance
chr17:35076296-35282086,3.4203644183730324
chr22:37683612-37705310,0.9246183555329331
chr16:28087-14817706,0.9185289170918891
chr3:196908262-196937230,0.8983667433943419
chr5:69274433-96603723,0.8542477878392831
chr1:193480150-193527058,0.8163871555051871
chr17:41011530-41494331,0.7957373053349432
chr12:67337260-132389367,0.7737303347260087
chr16:68838368-69397102,0.7432429127142037
chr12:36739877-67332062,0.7323333195220432
chr6:92035339-170943103,0.721990556966737
chr1:199087690-199111062,0.7096974487322034
chr17:77442683-77503685,0.707906143686134
chr6:32732764-32738443,0.6748968533614061
chr1:149369522-149394958,0.6384878520689803
chr18:4316-76110964,0.5915651734201982
chr10:115544-38563575,0.5685065995456536
chr23:1672003-1706462,0.4920199378581591
chr17:42161364-42873571,0.4875071256020279
chr12:9528590-9585156,0.4672066127102685
chr15:22163893-32511475,0.45923146905090684
chr11:5742476-5762182,0.4587719211810334
chr6:32766023-91964331,0.44998221182865067
chr16:45058242-54336421,0.4379448287867612
chr23:3229-45135,0.4309082468190621
chr8:166452-6907624,0.4203577573672681
chr1:17030134-22668805,0.4143965804839847
chr16:68710277-68751390,0.4045353408085364
chr17:77535412-78653545,0.40005718553126246
chr11:89400624-134432265,0.3386245456791736
chr1:120313797-120737345,0.3337890324012893
chr14:105602756-105630089,0.328562770565501
chr22:22725750-24228038,0.2984374301313937
chr14:73071404-73092018,0.2929037876065546
chr3:75546791-75799957,0.2901175507031437
chr1:1676445-1703748,0.2847886496047722
chr5:49619946-68850823,0.2773444228624998
chr17:2361350-18868037,0.2704808271293499
chr3:95043863-126884366,0.2701689207439633
chr14:22022060-73047267,0.26782199893696823
chr5:96637773-180644810,0.2585683637193672
chr17:35444422-40926154,0.2562830921159222
chr1:16551324-16997273,0.25002102095466
chr8:28208003-35676140,0.23749611374013002
chr21:9896630-10198129,0.22821894614078195
chr20:29306447-40052114,0.22798598364044892
chr17:1542118-1560766,0.22744927737131265
chr8:63810-90816,0.21974951473821774
chr1:72489681-72620747,0.21003895595640065
chr23:91234699-91344716,0.20850059950091512
chr17:35286565-35427554,0.2078366326275406
chr1:109987805-120232261,0.20041891463888406
chr2:132210961-132323628,0.19306186857415059
chr14:105857193-105881279,0.18569527281913129
chr6:30021894-32519935,0.17905048187299266
chr1:244693374-245014643,0.1763526096589148
chr4:70334625-74719357,0.17393630900527968
chr1:149604744-158365270,0.1722122595210256
chr15:18657388-18683110,0.16603457855340056
chr1:149403519-149573806,0.1624920793340423
chr15:53166-592121,0.1607576911500011
chr8:7040596-8132139,0.15968208866947656
chr17:22315936-22324326,0.15414802309254239
chr17:1859252-1859812,0.15224078301831356
chr16:15039224-33875313,0.14996801605100663
chr15:18722595-20060061,0.14841106468311213
chr3:193476462-196656506,0.13195078656247783
chr22:246150-15013982,0.13156443223912828
chr1:149579637-149598429,0.1291037701112179
chr5:763494-878290,0.12778872113418704
chr8:16373516-28182114,0.1276160390788059
chr5:75149-745859,0.12672182719424407
chr4:69215734-69311985,0.12603365586938978
chr14:73106558-105584008,0.12362836219117512
chr21:13334960-13435755,0.12226070726175464
chr11:68972488-70505018,0.12130427785622754
chr14:19268776-19490630,0.12001164109181732
chr3:164112881-193467200,0.1173057972777808
chr19:8246-232080,0.1168588388058959
chr11:70562838-89296560,0.11263939966596939
chr2:91057159-91321476,0.11102715766072146
chr11:56304321-58626432,0.11056979880623587
chr2:231862922-242784096,0.10262844905802222
chr1:245054641-245121447,0.09685109148603688
chr15:32523241-32594902,0.09656906783746395
chr19:3363749-20383210,0.09418206512468626
chr8:39356595-39505256,0.08776777238400914
chr6:1535319-30010234,0.08746123996837034
chr23:92209094-152935130,0.08368021773913999
chr22:15433500-22665928,0.07821176543307705
chr17:403833-446414,0.07664087787747913
chr17:1703729-1713758,0.0757062532746693
chr3:163997236-164023510,0.07556366510032055
chr13:5179-123882,0.07546484545718155
chr2:131945577-132196569,0.07479302127112021
chr11:58634869-68684682,0.07448718758338618
chr2:8972669-89953713,0.07339569498220111
chr8:12511855-16315130,0.07339518964419976
chr3:164038925-164101784,0.07304608086611887
chr21:13461550-13635227,0.0722392125857901
chr10:46396163-135395562,0.07216926844280237
chr11:70519863-70552702,0.07029872314935169
chr14:105907191-106349756,0.0659882493705705
chr11:5777496-7757329,0.06444357721616005
chr2:131792734-131931782,0.06419866941634887
chr17:41983407-42049540,0.05981454524477608
chr15:739595-18454050,0.05680133731057801
chr17:22399576-27351012,0.05634514830872597
chr16:54390012-68679377,0.05544210435813807
chr17:1890246-2286311,0.0550149532552558
chr19:239700-3342864,0.054981857122117804
chr1:141474904-145716245,0.05438297607634588
chr22:24263116-37678070,0.051343464611113734
chr1:120761983-120923696,0.050032628393548266
chr9:110114139-138397892,0.04957858074935922
chr4:190887518-191165971,0.048775577266594455
chr16:69417987-69744010,0.04610548768546319
chr1:3125822-3137481,0.04475620519146118
chr23:89001120-90763396,0.04435757406481617
chr17:19083766-20521986,0.042575105291199684
chr19:56864309-63784327,0.04165448803545007
