,HER2+,HR+,Triple Neg,importance
chr1:2927-372295,0.0,0.0,0.0,0.0
chr1:471671-1590570,0.0,0.0,0.0,0.0
chr1:1676445-1703748,0.0,-0.018280497432393024,0.028262448413643032,0.046542945846036056
chr1:1738295-2580342,0.0,0.0,0.0,0.0
chr1:2611444-2645074,0.0,0.0,0.0,0.0
chr1:2664285-2665530,0.0,0.0,0.0,0.0
chr1:2672694-2856899,0.0,0.0,0.0,0.0
chr1:2870100-2901629,0.0,0.0,0.0,0.0
chr1:2903052-3112977,0.0,0.0,0.0,0.0
chr1:3125822-3137481,0.0,0.0,0.0,0.0
chr1:3149648-3157982,0.0,-0.015979904634581304,0.038376948841771744,0.05435685347635305
chr1:3166706-16531740,0.0,0.003181303149970667,0.0,0.003181303149970667
chr1:16551324-16997273,-0.013860282037375288,0.07629022208776472,0.0,0.09015050412514
chr1:17030134-22668805,0.0,0.06830434968530744,-0.018693527483690398,0.08699787716899783
chr1:22674759-25318800,0.0,0.0,0.0,0.0
chr1:25354765-34166798,0.0,0.0,0.0,0.0
chr1:34172947-37578554,0.0,0.0,0.0,0.0
chr1:37599215-72473289,0.0,0.0,0.0,0.0
chr1:72489681-72620747,0.06308688707961789,-0.03681728860963036,0.0,0.09990417568924825
chr1:72661597-109968401,0.0,-0.025475145944292135,0.018487349823643497,0.043962495767935636
chr1:109987805-120232261,-0.009899942322598396,0.0,0.0,0.009899942322598396
chr1:120313797-120737345,-0.09372295981514653,0.0,0.08785623261160433,0.18157919242675086
chr1:120761983-120923696,-0.02111193047163338,0.0,0.0,0.02111193047163338
chr1:141474904-145716245,0.0,0.0,0.0,0.0
chr1:145820605-146634734,0.0,0.07941722718465745,-0.007807983088529446,0.0872252102731869
chr1:146661770-149362629,0.0,0.0,0.0,0.0
chr1:149369522-149394958,0.0,0.03534565491576828,-0.09008367667494534,0.12542933159071362
chr1:149403519-149573806,0.0,0.0,0.0,0.0
chr1:149579637-149598429,0.0,0.0,0.0,0.0
chr1:149604744-158365270,0.0,0.0,0.0,0.0
chr1:158378189-186274119,0.0,0.0,0.0,0.0
chr1:186293872-193443252,0.0,0.0,0.0,0.0
chr1:193480150-193527058,0.0,0.0,0.0,0.0
chr1:193556792-199054142,0.0,0.0,0.0,0.0
chr1:199087690-199111062,0.0,-0.10178684201096345,0.06421962476033945,0.1660064667713029
chr1:199135441-244676774,0.0,0.0,0.0,0.0
chr1:244693374-245014643,0.0,0.0,0.0,0.0
chr1:245054641-245121447,0.0,0.0,0.015241129746503946,0.015241129746503946
chr1:245134410-245433846,0.0,0.0,0.0,0.0
chr2:712-125634,0.0,0.0,0.0,0.0
chr2:143031-8963807,0.0,0.0,0.0,0.0
chr2:8972669-89953713,0.0,0.0,0.0,0.0
chr2:91057159-91321476,0.0,0.0,0.011762831245115568,0.011762831245115568
chr2:91494116-130410215,0.0,0.0,0.0,0.0
chr2:130427665-130453073,0.0,0.0,0.014512068414611817,0.014512068414611817
chr2:130458581-131785093,0.0,-0.007156757396581601,0.025544670442093076,0.032701427838674677
chr2:131792734-131931782,0.0,0.0,0.0006335962955243883,0.0006335962955243883
chr2:131945577-132196569,0.0,0.0,0.018987072641028172,0.018987072641028172
chr2:132210961-132323628,0.0,0.0,0.0,0.0
chr2:132327604-132947789,0.0,0.0,0.0,0.0
