,HER2+,HR+,Triple Neg,importance
chr1:2927-372295,0.0,-0.02908221827366512,0.0,0.02908221827366512
chr1:471671-1590570,0.0,0.0,0.0,0.0
chr1:1676445-1703748,0.0,-0.05616244647648757,0.2286262031282846,0.2847886496047722
chr1:1738295-2580342,0.0,0.0,0.0,0.0
chr1:2611444-2645074,0.0,0.0,0.0,0.0
chr1:2664285-2665530,0.0,0.008710657508289638,-0.02527218891815813,0.03398284642644777
chr1:2672694-2856899,0.0,0.0,0.0,0.0
chr1:2870100-2901629,0.0,0.0,0.0,0.0
chr1:2903052-3112977,0.0,0.0,0.0,0.0
chr1:3125822-3137481,0.0,0.04475620519146118,0.0,0.04475620519146118
chr1:3149648-3157982,0.0,0.0,0.0,0.0
chr1:3166706-16531740,0.0,0.0076233013188432616,0.0,0.0076233013188432616
chr1:16551324-16997273,-0.11852248847450571,0.1314985324801543,0.0,0.25002102095466
chr1:17030134-22668805,0.0,0.2327410460883888,-0.1816555343955959,0.4143965804839847
chr1:22674759-25318800,0.0,0.0,0.0,0.0
chr1:25354765-34166798,0.0,0.0,0.0,0.0
chr1:34172947-37578554,0.0,0.0,0.0,0.0
chr1:37599215-72473289,0.0,0.0,0.0,0.0
chr1:72489681-72620747,0.1382655541693734,0.0,-0.07177340178702725,0.21003895595640065
chr1:72661597-109968401,0.0,0.0,0.0,0.0
chr1:109987805-120232261,-0.10957767679622132,0.0,0.09084123784266275,0.20041891463888406
chr1:120313797-120737345,-0.2319734295084331,0.0,0.10181560289285621,0.3337890324012893
chr1:120761983-120923696,-0.050032628393548266,0.0,0.0,0.050032628393548266
chr1:141474904-145716245,-0.05438297607634588,0.0,0.0,0.05438297607634588
chr1:145820605-146634734,0.0,0.0,0.0,0.0
chr1:146661770-149362629,0.0,0.0,0.0,0.0
chr1:149369522-149394958,0.0,0.31628884074036484,-0.3221990113286155,0.6384878520689803
chr1:149403519-149573806,0.0,-0.1624920793340423,0.0,0.1624920793340423
chr1:149579637-149598429,0.0,0.008170999672661985,-0.12093277043855592,0.1291037701112179
chr1:149604744-158365270,0.0,-0.1722122595210256,0.0,0.1722122595210256
chr1:158378189-186274119,0.0,0.0,0.0,0.0
chr1:186293872-193443252,0.0,0.0,0.0,0.0
chr1:193480150-193527058,0.0,0.2899407736678357,-0.5264463818373515,0.8163871555051871
chr1:193556792-199054142,0.0,0.0,0.0,0.0
chr1:199087690-199111062,0.0,-0.40039838252061893,0.30929906621158443,0.7096974487322034
chr1:199135441-244676774,0.0,0.0,0.0,0.0
chr1:244693374-245014643,-0.14352246410559003,0.03283014555332479,0.0,0.1763526096589148
chr1:245054641-245121447,0.0,-0.01148302684096706,0.08536806464506982,0.09685109148603688
chr1:245134410-245433846,0.0,0.0,0.0,0.0
chr2:712-125634,0.0,0.0,0.0,0.0
chr2:143031-8963807,0.0,0.0,0.0,0.0
chr2:8972669-89953713,0.0,-0.04258397795733468,0.030811717024866427,0.07339569498220111
chr2:91057159-91321476,0.0,-0.019436415598062747,0.09159074206265871,0.11102715766072146
chr2:91494116-130410215,0.0,0.0,0.0,0.0
chr2:130427665-130453073,0.0,0.0,0.0,0.0
chr2:130458581-131785093,0.0,0.0,0.0,0.0
chr2:131792734-131931782,0.0,0.06419866941634887,0.0,0.06419866941634887
chr2:131945577-132196569,0.0,0.0,0.07479302127112021,0.07479302127112021
chr2:132210961-132323628,-0.19287693554048307,0.00018493303366751688,0.0,0.19306186857415059
chr2:132327604-132947789,0.0,0.0,0.0,0.0
chr2:132974227-231853847,0.0,0.0,0.0,0.0
chr2:231862922-242784096,0.0,0.10262844905802222,0.0,0.10262844905802222
chr3:39066-478718,0.0,0.0,0.0,0.0
chr3:515536-574415,0.0,0.0,0.0,0.0
chr3:586636-75535753,0.0,0.0,0.0,0.0
chr3:75546791-75799957,0.0,0.12287333359503261,-0.16724421710811108,0.2901175507031437
chr3:75845446-90391698,0.0,0.0,0.0,0.0
chr3:95043863-126884366,-0.12700384717206523,0.0,0.1431650735718981,0.2701689207439633
chr3:127015333-163987465,0.0,0.0,0.0,0.0
chr3:163997236-164023510,0.0,0.0,0.07556366510032055,0.07556366510032055
chr3:164038925-164101784,-0.07304608086611887,0.0,0.0,0.07304608086611887
chr3:164112881-193467200,0.0,0.0,0.1173057972777808,0.1173057972777808
chr3:193476462-196656506,-0.0025373032679429927,0.0,0.12941348329453484,0.13195078656247783
chr3:196908262-196937230,-0.13820638013470227,-0.11181856841137704,0.6483417948482626,0.8983667433943419
chr3:196947293-199383479,0.0,0.0,0.0,0.0
chr4:5224-49422736,0.0,0.0,0.0,0.0
chr4:52530029-69042487,0.0,0.0,0.0,0.0
chr4:69215734-69311985,0.0,-0.12603365586938978,0.0,0.12603365586938978
chr4:69789443-70305861,0.0,0.0,0.0,0.0
chr4:70334625-74719357,0.0,0.0,0.17393630900527968,0.17393630900527968
chr4:74730754-93211181,0.0,0.0,0.0,0.0
chr4:93240865-190844427,0.0,0.0,0.0,0.0
chr4:190887518-191165971,0.0,0.0,-0.048775577266594455,0.048775577266594455
chr4:191191940-191311992,0.0,0.0,0.0,0.0
chr5:75149-745859,0.0,0.0,-0.12672182719424407,0.12672182719424407
chr5:763494-878290,0.12778872113418704,0.0,0.0,0.12778872113418704
chr5:916822-21966989,0.0,0.0,0.0,0.0
chr5:21979223-32203336,0.0,0.0,0.0,0.0
chr5:32209048-45938397,0.0,0.0,0.0,0.0
chr5:49619946-68850823,0.0,0.0811258336823793,-0.19621858918012047,0.2773444228624998
chr5:69274433-96603723,0.0,0.4709868490440259,-0.3832609387952573,0.8542477878392831
chr5:96637773-180644810,0.0,0.0009541527440129121,-0.2576142109753543,0.2585683637193672
chr6:5839-154410,0.0,0.0,0.0,0.0
chr6:204528-634345,0.0,0.0,0.0,0.0
chr6:655129-1435871,0.0,0.0,0.0,0.0
chr6:1436117-1512043,0.0,0.0,0.0,0.0
chr6:1535319-30010234,0.0,-0.08746123996837034,0.0,0.08746123996837034
chr6:30021894-32519935,0.0,-0.01990988610622546,0.1591405957667672,0.17905048187299266
chr6:32586131-32600962,0.0,0.0,0.0,0.0
chr6:32605300-32629848,0.0,0.0,0.0,0.0
chr6:32634044-32728487,0.0,-0.03458398621847988,0.0,0.03458398621847988
chr6:32732764-32738443,0.0,-0.25735400599568653,0.4175428473657196,0.6748968533614061
chr6:32766023-91964331,0.0,-0.37135366382503054,0.07862854800362012,0.44998221182865067
chr6:92035339-170943103,0.22175961523918597,-0.500230941727551,0.0,0.721990556966737
chr7:140213-38060725,0.0,0.0,0.0,0.0
chr7:38065862-61275990,0.0,0.0,0.0,0.0
chr7:61474815-141189966,0.0,0.0,0.0,0.0
chr7:141214728-141245219,0.0,0.0,0.0,0.0
chr7:141259727-141549648,0.0,0.0,0.0,0.0
chr7:141555761-141947816,0.0,0.0,0.0,0.0
chr7:141965869-141978333,0.0,-8.098610606433889e-06,0.0,8.098610606433889e-06
chr7:141989305-143302267,0.0,0.0,0.0,0.0
chr7:143321677-143391065,0.0,0.03894534536347389,0.0,0.03894534536347389
chr7:143526118-158617983,0.0,0.0,0.0,0.0
chr8:63810-90816,-0.09702989010867356,0.0,0.12271962462954417,0.21974951473821774
chr8:166452-6907624,-0.17002220802695936,0.0,0.2503355493403087,0.4203577573672681
chr8:7040596-8132139,0.0,0.0,0.15968208866947656,0.15968208866947656
chr8:8148437-12448374,0.0,0.0,0.0,0.0
chr8:12511855-16315130,0.0,0.0,0.07339518964419976,0.07339518964419976
chr8:16373516-28182114,-0.08501025325547383,0.0,0.04260578582333206,0.1276160390788059
chr8:28208003-35676140,0.0,0.23749611374013002,0.0,0.23749611374013002
chr8:35694285-39333915,0.0,0.019914099032953943,0.0,0.019914099032953943
chr8:39356595-39505256,0.0,0.0,-0.08776777238400914,0.08776777238400914
chr8:39535655-43515874,-0.0066217481935757164,0.0,0.0,0.0066217481935757164
chr8:47575650-146264846,0.0,0.0,0.0,0.0
chr9:153131-40520747,0.0,0.0,0.0,0.0
chr9:42913008-110081531,0.0,0.0,0.0,0.0
chr9:110086022-110108926,0.0,0.0,0.0,0.0
chr9:110114139-138397892,0.04957858074935922,0.0,0.0,0.04957858074935922
chr10:115544-38563575,0.0,-0.33519247231403265,0.23331412723162095,0.5685065995456536
chr10:38596435-42057554,0.0,0.0,0.0,0.0
chr10:42150759-46371243,0.0,0.0,0.0,0.0
chr10:46396163-135395562,0.0,0.0,-0.07216926844280237,0.07216926844280237
chr11:182372-5733442,0.0,0.0,0.0,0.0
chr11:5742476-5762182,0.0,0.10652103569517518,-0.3522508854858582,0.4587719211810334
chr11:5777496-7757329,0.0,0.0,-0.06444357721616005,0.06444357721616005
chr11:7762277-7797993,0.0,0.0,0.0,0.0
chr11:7803570-50337734,0.0,0.007214931475002237,0.0,0.007214931475002237
chr11:51244499-55118214,0.0,0.0,0.0,0.0
chr11:55124730-55194990,0.0,0.0,0.0,0.0
chr11:55200744-55207305,0.0,0.0,0.0,0.0
chr11:55225136-56294614,0.0,0.0,0.0,0.0
chr11:56304321-58626432,0.0,-0.11056979880623587,0.0,0.11056979880623587
chr11:58634869-68684682,0.07448718758338618,0.0,0.0,0.07448718758338618
chr11:68740184-68943548,0.0,0.0,0.0,0.0
chr11:68972488-70505018,0.0,0.12130427785622754,0.0,0.12130427785622754
chr11:70519863-70552702,0.0,0.0,-0.07029872314935169,0.07029872314935169
chr11:70562838-89296560,0.0,0.0,0.11263939966596939,0.11263939966596939
chr11:89400624-134432265,0.0,-0.2530454974196466,0.08557904825952699,0.3386245456791736
chr12:33854-397918,0.0,-0.02516996802004558,0.0,0.02516996802004558
chr12:412868-427816,0.0,0.0,0.0,0.0
chr12:435020-9432943,0.0,0.0,0.0,0.0
chr12:9528590-9585156,0.0,0.2221414667012921,-0.2450651460089764,0.4672066127102685
chr12:9633884-10453531,0.0,0.0,0.0,0.0
chr12:10464018-10484956,0.0,0.0,0.0,0.0
chr12:10497371-11375835,0.0,0.0,0.0,0.0
chr12:11404653-11430887,0.0,0.0,-0.020853013860662198,0.020853013860662198
chr12:11466807-34647417,0.0,0.0,0.0,0.0
chr12:36160215-36244407,0.0,0.0,0.0,0.0
chr12:36739877-67332062,0.0,0.40423059493136,-0.32810272459068324,0.7323333195220432
chr12:67337260-132389367,0.0,0.2887153234487188,-0.48501501127728985,0.7737303347260087
chr13:5179-123882,0.0,0.07546484545718155,0.0,0.07546484545718155
chr13:18194527-18354969,0.0,0.0,0.0,0.0
chr13:18402053-56673183,0.0,0.0,0.0,0.0
chr13:56770498-114123862,0.014239492224512084,0.0,0.0,0.014239492224512084
chr14:18149473-19216369,-0.04006313778917624,0.0,0.0,0.04006313778917624
chr14:19268776-19490630,-0.01590846984897717,0.10410317124284015,0.0,0.12001164109181732
