feature,importance
chr17:35076296-35282086,2.6028890082853766
chr16:68838368-69397102,0.7130816133721369
chr12:36739877-67332062,0.6218302778970778
chr22:37683612-37705310,0.5265243897493114
chr17:41011530-41494331,0.5114836873657432
chr23:3229-45135,0.5070751060251932
chr6:32766023-91964331,0.48538935146175727
chr17:42161364-42873571,0.4619174595697889
chr15:32523241-32594902,0.4196397820512703
chr19:56816785-56859204,0.41562660160985543
chr5:96637773-180644810,0.4114163540003377
chr16:28087-14817706,0.40439800094530315
chr12:67337260-132389367,0.37552176940348025
chr3:196908262-196937230,0.36421493024630713
chr22:15433500-22665928,0.33486212931018244
chr15:22163893-32511475,0.324677128676659
chr1:149369522-149394958,0.30429026766406475
chr1:17030134-22668805,0.29371607106088016
chr16:54390012-68679377,0.2812792410877747
chr6:92035339-170943103,0.2785016867908683
chr20:8747-12478772,0.27534068740643747
chr17:77442683-77503685,0.2548416877207099
chr20:29306447-40052114,0.24827538561433407
chr12:9528590-9585156,0.23612840700644278
chr10:115544-38563575,0.22905325426141632
chr16:14956177-14988855,0.22645222646949437
chr1:199087690-199111062,0.2252467962208028
chr5:763494-878290,0.22266510611047988
chr16:68710277-68751390,0.22158859540178422
chr8:39535655-43515874,0.22144075952132505
chr11:89400624-134432265,0.21745132710514728
chr17:35444422-40926154,0.217202069902021
chr15:20307869-21982746,0.21377568875438602
chr17:35286565-35427554,0.20909130209605645
chr15:18657388-18683110,0.2063738961159297
chr16:15039224-33875313,0.2014036805797986
chr16:69417987-69744010,0.2000926768996138
chr23:1672003-1706462,0.18741511789146678
chr1:16551324-16997273,0.1737689082822019
chr14:105602756-105630089,0.16813515725089445
chr3:586636-75535753,0.16575199355152093
chr1:72489681-72620747,0.16560215263021522
chr16:45058242-54336421,0.16166653378908297
chr22:15270151-15403609,0.1612139350587913
chr1:149579637-149598429,0.15991795258967836
chr13:18194527-18354969,0.1555600006771357
chr7:143321677-143391065,0.15281749989742216
chr1:2870100-2901629,0.14691144492014566
chr6:32732764-32738443,0.14579406450803617
chr3:193476462-196656506,0.1374309672579086
chr1:244693374-245014643,0.1332603259892283
chr8:16373516-28182114,0.1329255874277562
