feature,importance
chr17:35076296-35282086,1.1314113459818822
chr17:41011530-41494331,0.32817278381298787
chr16:28087-14817706,0.3145367585539304
chr5:69274433-96603723,0.2962432971178436
chr12:36739877-67332062,0.29405158800811765
chr6:92035339-170943103,0.2842469112845871
chr12:67337260-132389367,0.27820389227216247
chr16:68838368-69397102,0.2649095943117403
chr17:42161364-42873571,0.2410554266245617
chr3:196908262-196937230,0.23319233635957248
chr17:77442683-77503685,0.22348804703581648
chr22:37683612-37705310,0.2227937221351455
chr6:32732764-32738443,0.21723338823486898
chr1:149369522-149394958,0.19833302023318572
chr15:22163893-32511475,0.1843748795681926
chr5:96637773-180644810,0.17175752803477828
chr10:115544-38563575,0.17032143773335645
chr18:4316-76110964,0.16665618669235016
chr8:166452-6907624,0.1656436093221626
chr3:95043863-126884366,0.15001153390427277
chr17:1542118-1560766,0.1441191043712268
chr1:193480150-193527058,0.1428111076592282
chr1:199087690-199111062,0.1409281957156474
chr22:22725750-24228038,0.1385036885466706
chr6:32766023-91964331,0.13787917684847736
chr5:49619946-68850823,0.1362440215275034
chr23:3229-45135,0.1323088895534835
chr11:89400624-134432265,0.12792425620945022
chr1:1676445-1703748,0.12717958960790962
chr16:45058242-54336421,0.12360735141621887
chr1:16551324-16997273,0.12035633842682544
chr17:77535412-78653545,0.1188981904823283
chr17:35444422-40926154,0.11763751503362785
chr21:9896630-10198129,0.11554196069331144
chr8:63810-90816,0.10949587539812261
chr23:1672003-1706462,0.10785081288397855
chr2:8972669-89953713,0.10676653989471463
chr1:120313797-120737345,0.10464979438468033
chr3:193476462-196656506,0.10240340390734537
chr14:105602756-105630089,0.10173646381805972
chr22:24263116-37678070,0.09799393130313272
chr1:17030134-22668805,0.09748826210171749
chr6:30021894-32519935,0.09506391498942167
chr16:68710277-68751390,0.09430677729310179
chr17:22399576-27351012,0.09175981172751863
chr15:18722595-20060061,0.08832390312407846
chr16:15039224-33875313,0.08775758186151988
chr23:91234699-91344716,0.08697110634724992
chr23:92209094-152935130,0.08122140634433936
chr15:18657388-18683110,0.08117165242260335
chr17:1703729-1713758,0.08017034878180795
chr17:35286565-35427554,0.07952428567934267
chr3:164112881-193467200,0.07895954827710414
chr4:190887518-191165971,0.07851846569201489
chr17:2361350-18868037,0.0768038276949616
chr4:70334625-74719357,0.07335296643154536
chr16:69417987-69744010,0.07332059077285073
chr21:13334960-13435755,0.0725960366254839
chr3:75546791-75799957,0.07241997412623757
chr8:28208003-35676140,0.0720758287111253
chr14:73071404-73092018,0.07136377237474721
chr1:109987805-120232261,0.0709794087514999
chr15:32523241-32594902,0.07063416774919862
chr1:72489681-72620747,0.07019228838455954
chr12:9528590-9585156,0.06937300707479474
chr17:1859252-1859812,0.06810252564942929
chr11:5742476-5762182,0.06672984485941663
chr8:16373516-28182114,0.06639367365732263
chr5:763494-878290,0.06560908912126277
chr17:22315936-22324326,0.0652740701349393
chr1:244693374-245014643,0.0650452643360985
chr2:132210961-132323628,0.06443318728908773
chr15:739595-18454050,0.06366600488687196
chr6:1535319-30010234,0.06306793712986634
chr20:29306447-40052114,0.060902276229563
chr14:19268776-19490630,0.0592476297311438
chr19:232836-236846,0.05649423186257638
chr11:7803570-50337734,0.05571998636921611
chr17:41983407-42049540,0.05397602261399417
chr1:149604744-158365270,0.05226260355614728
chr14:22022060-73047267,0.05165324480631225
chr14:73106558-105584008,0.0514730477487608
chr11:58634869-68684682,0.04898352706441785
chr17:984101-1003742,0.0474932751135617
chr1:149403519-149573806,0.04684069437435482
chr2:91057159-91321476,0.04648517407845069
chr7:141965869-141978333,0.046104543372026845
chr19:56864309-63784327,0.04574793745473639
chr11:68972488-70505018,0.045704934271135034
chr15:53166-592121,0.04565960772564841
chr1:245054641-245121447,0.045517101948030575
chr2:131945577-132196569,0.045200961863021125
chr11:5777496-7757329,0.04369620140708723
chr16:69763173-88690571,0.04249805191453485
chr11:70562838-89296560,0.04102116260759706
chr8:7040596-8132139,0.04099015156901982
chr22:15433500-22665928,0.04028937360428506
chr11:56304321-58626432,0.04026933053941386
chr23:26537079-26627128,0.039974624459292764
chr17:403833-446414,0.03979600936548315
chr1:2927-372295,0.03751015477536425
chr3:164038925-164101784,0.036718462415598785
chr20:40075620-62379059,0.036569138699281675
chr17:1890246-2286311,0.036198816684878725
chr16:54390012-68679377,0.035742396610461184
chr1:141474904-145716245,0.03363498177189879
chr22:37717564-49509094,0.0332621079805548
chr21:13461550-13635227,0.033053006027637485
chr4:69215734-69311985,0.03139051137245044
chr6:5839-154410,0.02989242906430522
chr2:132974227-231853847,0.029871159396200934
chr7:141214728-141245219,0.02868132034486358
chr6:1436117-1512043,0.028263967021646092
chr19:8246-232080,0.02801608080249829
chr8:12511855-16315130,0.0272483103083698
chr14:105654998-105839439,0.027230776372712685
chr3:163997236-164023510,0.027193485498061165
chr9:110114139-138397892,0.026959615645755212
chr5:75149-745859,0.026651854738979287
chr14:105907191-106349756,0.025281257760888312
chr14:105857193-105881279,0.025206198076534073
chr8:39535655-43515874,0.025190985171120367
chr21:14294323-14314039,0.024528240069129233
chr8:35694285-39333915,0.024031291228247625
chr17:21627596-22142513,0.02066143909223486
chr19:34467144-56795493,0.020296839233466243
chr4:93240865-190844427,0.018850742565800518
chr3:127015333-163987465,0.01864340951287797
chr23:89001120-90763396,0.018328529107671566
chr22:246150-15013982,0.017227659379042755
chr19:3363749-20383210,0.01418241931365116
chr4:5224-49422736,0.013338398458943109
chr2:231862922-242784096,0.01307711696411552
chr12:11404653-11430887,0.010375333840123426
chr1:2664285-2665530,0.009995088586034784
chr8:39356595-39505256,0.009391629742534375
chr21:13660680-14258259,0.009171036030197236
chr11:70519863-70552702,0.00904164840325987
chr21:14334542-46914686,0.008355785641488415
chr7:143526118-158617983,0.007616777406996326
chr17:27364248-27450834,0.007426481804279455
chr6:32634044-32728487,0.007238661426588059
chr11:7762277-7797993,0.0068389044200702735
chr11:55225136-56294614,0.006624864927284303
chr8:8148437-12448374,0.006210449894239343
chr2:131792734-131931782,0.006037946994873136
chr15:20307869-21982746,0.006026211056722397
chr17:41527705-41706870,0.005529255200357542
chr4:52530029-69042487,0.004847545358213093
chr11:182372-5733442,0.004130891673785024
chr17:60360566-77432294,0.004034475665345933
chr23:52844235-66511655,0.003988225500924854
chr17:19083766-20521986,0.0033925484758860177
chr17:1008443-1536140,0.0028928045020140355
chr17:465054-974692,0.0028928045020140355
chr1:120761983-120923696,0.002888951735977422
chr12:36160215-36244407,0.0026975473989996157
chr19:239700-3342864,0.00210066624404288
chr11:51244499-55118214,0.0014891569420449147
chr1:199135441-244676774,0.0
chr1:193556792-199054142,0.0
chr1:2672694-2856899,0.0
chr1:2870100-2901629,0.0
chr1:186293872-193443252,0.0
chr1:158378189-186274119,0.0
chr1:149579637-149598429,0.0
chr1:146661770-149362629,0.0
chr1:145820605-146634734,0.0
chr1:72661597-109968401,0.0
chr1:22674759-25318800,0.0
chr1:37599215-72473289,0.0
chr1:34172947-37578554,0.0
chr1:25354765-34166798,0.0
chr1:3149648-3157982,0.0
chr1:3166706-16531740,0.0
chr1:3125822-3137481,0.0
chr1:2903052-3112977,0.0
chr13:18402053-56673183,0.0
chr13:18194527-18354969,0.0
chr13:5179-123882,0.0
chr12:11466807-34647417,0.0
chr12:10464018-10484956,0.0
chr12:10497371-11375835,0.0
chr12:435020-9432943,0.0
chr12:9633884-10453531,0.0
chr11:68740184-68943548,0.0
chr7:143321677-143391065,0.0
chr9:42913008-110081531,0.0
chr8:47575650-146264846,0.0
chr7:141989305-143302267,0.0
chr14:19505698-22000194,0.0
chr14:18149473-19216369,0.0
chr13:56770498-114123862,0.0
chr23:959048-1398694,0.0
chr23:422315-524509,0.0
chr23:354639-385792,0.0
chr23:2702388-2969155,0.0
chr12:33854-397918,0.0
chr12:412868-427816,0.0
chr23:2979705-26516197,0.0
chr20:8747-12478772,0.0
chr22:134662-241255,0.0
chr22:15270151-15403609,0.0
chr22:22672513-22714749,0.0
chr23:96116-214107,0.0
chr23:268930-343473,0.0
chr19:56816785-56859204,0.0
chr20:12495273-28266113,0.0
chr19:32545047-34430432,0.0
chr6:32605300-32629848,0.0
chr6:32586131-32600962,0.0
chr6:655129-1435871,0.0
chr6:204528-634345,0.0
chr5:21979223-32203336,0.0
chr5:32209048-45938397,0.0
chr5:916822-21966989,0.0
chr4:191191940-191311992,0.0
chr11:55124730-55194990,0.0
chr4:74730754-93211181,0.0
chr11:55200744-55207305,0.0
chr9:153131-40520747,0.0
chr9:110086022-110108926,0.0
chr10:38596435-42057554,0.0
chr10:42150759-46371243,0.0
chr10:46396163-135395562,0.0
chr17:1562322-1703117,0.0
chr17:451258-461603,0.0
chr16:54354643-54379834,0.0
chr17:1718892-1845756,0.0
chr2:143031-8963807,0.0
chr17:1860983-1881747,0.0
chr7:141259727-141549648,0.0
chr7:140213-38060725,0.0
chr15:32605086-100282819,0.0
chr15:22038880-22138119,0.0
chr16:14956177-14988855,0.0
chr16:34095229-34976429,0.0
chr17:10999-390571,0.0
chr7:141555761-141947816,0.0
chr7:61474815-141189966,0.0
chr7:38065862-61275990,0.0
chr3:75845446-90391698,0.0
chr3:586636-75535753,0.0
chr3:515536-574415,0.0
chr3:39066-478718,0.0
chr2:132327604-132947789,0.0
chr2:91494116-130410215,0.0
chr2:130427665-130453073,0.0
chr2:130458581-131785093,0.0
chr2:712-125634,0.0
chr1:245134410-245433846,0.0
chr17:2286862-2330659,0.0
chr17:20618474-21442476,0.0
chr17:20569693-20596699,0.0
chr17:2333732-2343255,0.0
chr4:69789443-70305861,0.0
chr3:196947293-199383479,0.0
chr17:60204302-60347930,0.0
chr17:43036086-60196060,0.0
chr17:42975134-43019545,0.0
chr17:27463558-35067992,0.0
chr19:20552279-24157855,0.0
chr1:2611444-2645074,0.0
chr23:26666781-52769796,0.0
chr19:20422576-20493401,0.0
chr23:52775986-52832444,0.0
