,HER2+,HR+,Triple Neg,importance
chr17:35076296-35282086,3.0815477546806904,-0.01896544680019724,0.0,3.100513201480888
chr12:36739877-67332062,0.0,0.6251486035077516,-0.27621092482354465,0.9013595283312963
chr16:68838368-69397102,0.0,-0.18411945381804729,0.6455146294548525,0.8296340832728998
chr11:89400624-134432265,0.0,-0.5727751627136292,0.18604335699448535,0.7588185197081145
chr17:41011530-41494331,-0.7258485908739597,0.0,0.0,0.7258485908739597
chr15:22163893-32511475,0.0,0.4601827468707367,-0.0754665761267173,0.5356493229974539
chr1:149369522-149394958,0.0,0.22601141028409932,-0.30567843479264606,0.5316898450767453
chr15:18657388-18683110,0.0,0.0,-0.4381880831613036,0.4381880831613036
chr15:739595-18454050,0.0,0.0,-0.38666731932716886,0.38666731932716886
chr22:15433500-22665928,0.0,-0.3536349043975572,0.0,0.3536349043975572
chr3:39066-478718,0.0,0.3468018080714493,0.0,0.3468018080714493
chr16:28087-14817706,0.0,0.3230306220948619,0.0,0.3230306220948619
chr15:32523241-32594902,0.0,0.0,-0.3032478122793415,0.3032478122793415
chr1:72489681-72620747,0.0,0.0,-0.30182421336900006,0.30182421336900006
chr6:32766023-91964331,0.0,-0.2790478858878536,0.0,0.2790478858878536
chr5:96637773-180644810,0.0,0.18491417440435692,-0.06858366627320332,0.25349784067756026
chr1:199087690-199111062,0.0,-0.13702492611020095,0.11550915533983898,0.2525340814500399
chr17:42161364-42873571,-0.2388065119312298,0.0,0.0,0.2388065119312298
chr2:91057159-91321476,0.0,-0.15127757892118912,0.07877518609546272,0.23005276501665184
chr16:69417987-69744010,0.0,0.0,0.22979214215225213,0.22979214215225213
