,HER2+,HR+,Triple Neg,importance
chr17:35076296-35282086,2.386840269692421,-0.37022183563657785,-0.3456546436552587,3.1027167489842578
chr16:68838368-69397102,0.0,-0.3328141421596127,0.584020088682315,0.9168342308419277
chr12:36739877-67332062,0.0,0.370715851340388,-0.38812148693771953,0.7588373382781075
chr12:67337260-132389367,0.0,0.28426489515407477,-0.2927938971802732,0.577058792334348
chr17:41011530-41494331,-0.5617352539318151,0.0,0.0,0.5617352539318151
chr16:14956177-14988855,0.0,-0.5068463924419839,0.0,0.5068463924419839
chr1:199087690-199111062,0.0,-0.22491097102987473,0.27954153170493445,0.5044525027348092
chr19:20422576-20493401,0.0,0.0,0.48557837722326586,0.48557837722326586
chr15:53166-592121,0.0,0.0940619823621789,-0.369484018489812,0.4635460008519909
chr6:32732764-32738443,0.0,-0.13038212230948154,0.26705886756210423,0.39744098987158577
chr5:96637773-180644810,0.0,0.32877444081822826,-0.042050828269317136,0.37082526908754543
chr14:105602756-105630089,0.0,0.031213339858939843,-0.3395950764575847,0.3708084163165245
chr15:18657388-18683110,0.0,0.0,-0.3616005643214586,0.3616005643214586
chr23:3229-45135,0.0,-0.26470569038786906,0.08196052502348997,0.346666215411359
chr11:89400624-134432265,0.0,-0.24657975201848706,0.0893058187496471,0.3358855707681342
chr17:77535412-78653545,0.0,0.0,0.32959691841619443,0.32959691841619443
chr22:37717564-49509094,0.0,-0.2827844844472104,0.04455694327533547,0.3273414277225459
chr15:32523241-32594902,0.0,0.01519805764789875,-0.30160748242606694,0.31680554007396566
chr16:28087-14817706,0.0,0.25939318555722424,0.0,0.25939318555722424
chr1:145820605-146634734,0.0,0.25518649916928104,0.0,0.25518649916928104
