param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.6333333333333333,0.10540925533894595,29,0.8333333333333333,0.5333333333333333,0.6333333333333333,0.5666666666666667,0.6000000000000001,0.12794098854064942,0.0015442371368408203
,10,0.6733333333333332,0.0934523051258412,25,0.8333333333333333,0.6333333333333333,0.55,0.65,0.7,0.12843451499938965,0.0015388011932373046
,15,0.72,0.11025223605694155,21,0.7333333333333334,0.7166666666666667,0.6333333333333333,0.9166666666666667,0.6,0.12897000312805176,0.001556062698364258
,20,0.7333333333333333,0.11205157542647742,16,0.9,0.7166666666666667,0.6333333333333333,0.8166666666666667,0.6,0.12844271659851075,0.001544189453125
,30,0.7533333333333334,0.11614167593456232,4,0.9,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.6,0.1287975788116455,0.0015455245971679687
,50,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.12846131324768068,0.0015395641326904296
,75,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.1282062530517578,0.0015456676483154297
,100,0.6966666666666668,0.07557189365836424,24,0.7166666666666667,0.6333333333333333,0.7166666666666667,0.8166666666666667,0.6,0.12817249298095704,0.0015457630157470702
0.1,5,0.6333333333333333,0.10540925533894595,29,0.8333333333333333,0.5333333333333333,0.6333333333333333,0.5666666666666667,0.6000000000000001,0.12796635627746583,0.0015465736389160157
0.1,10,0.6733333333333332,0.0934523051258412,25,0.8333333333333333,0.6333333333333333,0.55,0.65,0.7,0.12850890159606934,0.0015479087829589843
0.1,15,0.7233333333333334,0.11671427600007732,18,0.7333333333333334,0.7166666666666667,0.55,0.9166666666666667,0.7,0.12878818511962892,0.0015480995178222656
0.1,20,0.7333333333333333,0.11205157542647742,16,0.9,0.7166666666666667,0.6333333333333333,0.8166666666666667,0.6,0.12869877815246583,0.0015621662139892578
0.1,30,0.7533333333333334,0.11614167593456232,4,0.9,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.6,0.12861237525939942,0.0015460491180419923
0.1,50,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.12914681434631348,0.0015478134155273438
0.1,75,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.12903409004211425,0.0015539169311523438
0.1,100,0.7166666666666668,0.05868938953886337,22,0.7166666666666667,0.6333333333333333,0.7166666666666667,0.8166666666666667,0.7,0.12916946411132812,0.0015493869781494141
0.2,5,0.6333333333333333,0.10540925533894595,29,0.8333333333333333,0.5333333333333333,0.6333333333333333,0.5666666666666667,0.6000000000000001,0.12865357398986815,0.0015392780303955078
0.2,10,0.6733333333333332,0.0934523051258412,25,0.8333333333333333,0.6333333333333333,0.55,0.65,0.7,0.12899746894836425,0.0015321731567382812
0.2,15,0.7233333333333334,0.11671427600007732,18,0.7333333333333334,0.7166666666666667,0.55,0.9166666666666667,0.7,0.12897133827209473,0.0015417575836181641
0.2,20,0.7533333333333334,0.13224556283251584,4,0.9,0.7166666666666667,0.6333333333333333,0.9166666666666667,0.6,0.12870936393737792,0.0015427589416503907
0.2,30,0.7533333333333334,0.11614167593456232,4,0.9,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.6,0.12911028861999513,0.001543712615966797
0.2,50,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.1305335521697998,0.0015493392944335937
0.2,75,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.12854909896850586,0.0015635490417480469
0.2,100,0.7166666666666668,0.05868938953886337,22,0.7166666666666667,0.6333333333333333,0.7166666666666667,0.8166666666666667,0.7,0.1284508228302002,0.0015541553497314454
0.5,5,0.6333333333333333,0.10540925533894595,29,0.8333333333333333,0.5333333333333333,0.6333333333333333,0.5666666666666667,0.6000000000000001,0.12887964248657227,0.001551342010498047
0.5,10,0.6733333333333332,0.0934523051258412,25,0.8333333333333333,0.6333333333333333,0.55,0.65,0.7,0.12763919830322265,0.001545095443725586
0.5,15,0.7233333333333334,0.11671427600007732,18,0.7333333333333334,0.7166666666666667,0.55,0.9166666666666667,0.7,0.12785420417785645,0.0015532970428466797
0.5,20,0.7733333333333334,0.11382247385975919,1,0.9,0.7166666666666667,0.6333333333333333,0.9166666666666667,0.7,0.12767400741577148,0.0015456199645996094
0.5,30,0.7733333333333333,0.13274871834493254,2,0.9,0.8166666666666667,0.6333333333333333,0.9166666666666667,0.6,0.12800908088684082,0.0015564441680908203
0.5,50,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.12786545753479003,0.0015594959259033203
0.5,75,0.7533333333333333,0.046427960923947076,8,0.8,0.7333333333333334,0.7166666666666667,0.8166666666666667,0.7,0.12872061729431153,0.001679229736328125
0.5,100,0.7566666666666668,0.08069145624606806,3,0.7166666666666667,0.7333333333333334,0.7166666666666667,0.9166666666666667,0.7,0.12790822982788086,0.0015594959259033203
