param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003506183624267578,0.0014966487884521484
0.001,0.1,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003309202194213867,0.0014429092407226562
0.001,0.1,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.00333404541015625,0.0014591693878173828
0.001,0.1,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0034688472747802734,0.0014680385589599609
0.001,0.3,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0033187389373779295,0.0014637470245361327
0.001,0.3,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003315258026123047,0.0014508724212646484
0.001,0.3,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.003316020965576172,0.001462841033935547
0.001,0.3,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.003451251983642578,0.0014717578887939453
0.001,0.5,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0033089160919189454,0.0014485836029052735
0.001,0.5,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003310871124267578,0.0014506340026855468
0.001,0.5,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.0033383846282958986,0.0014514446258544922
0.001,0.5,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.003426933288574219,0.001466512680053711
0.001,0.7,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0033417224884033205,0.0014611244201660155
0.001,0.7,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0034062862396240234,0.001470804214477539
0.001,0.7,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.003471851348876953,0.001482534408569336
0.001,0.7,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0033999919891357423,0.0014763832092285155
0.001,0.9,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0033809185028076173,0.001478433609008789
0.001,0.9,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003422403335571289,0.0014745712280273438
0.001,0.9,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.003480195999145508,0.001495361328125
0.001,0.9,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0034125328063964845,0.0014879226684570313
0.00359381,0.1,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.004333019256591797,0.0015035152435302734
0.00359381,0.1,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.004326534271240234,0.0015194416046142578
0.00359381,0.1,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.00437321662902832,0.001507568359375
0.00359381,0.1,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0043255329132080075,0.001505279541015625
0.00359381,0.3,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.00340886116027832,0.001488065719604492
0.00359381,0.3,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003413105010986328,0.0015635013580322266
0.00359381,0.3,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.0034031391143798826,0.001487398147583008
0.00359381,0.3,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.003459596633911133,0.001497793197631836
0.00359381,0.5,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0034119129180908204,0.0014876842498779297
0.00359381,0.5,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0034404277801513674,0.0014871120452880859
0.00359381,0.5,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.0034169673919677733,0.0014928817749023438
0.00359381,0.5,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.003405189514160156,0.0014871597290039063
0.00359381,0.7,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0034061431884765624,0.0015661239624023438
0.00359381,0.7,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.003367757797241211,0.001466989517211914
0.00359381,0.7,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.003421306610107422,0.0014793872833251953
0.00359381,0.7,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0033750057220458983,0.0014789104461669922
0.00359381,0.9,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0034469127655029296,0.00148468017578125
0.00359381,0.9,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0033770084381103517,0.0014639854431152343
0.00359381,0.9,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.003370380401611328,0.0014632701873779296
0.00359381,0.9,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0033616065979003907,0.0014729022979736329
0.0129155,0.1,5,0.7266666666666668,0.07195677714974302,112,0.6333333333333333,0.7166666666666667,0.8,0.6666666666666666,0.8166666666666667,0.012412357330322265,0.0015537738800048828
0.0129155,0.1,10,0.8233333333333333,0.11623730516108463,12,0.6333333333333333,0.8333333333333333,1.0,0.8333333333333333,0.8166666666666667,0.012343645095825195,0.0015535354614257812
0.0129155,0.1,20,0.8400000000000001,0.12000000000000001,4,0.6333333333333333,0.8333333333333333,1.0,0.8333333333333333,0.9,0.012344026565551757,0.001558685302734375
0.0129155,0.1,50,0.74,0.047842333648024385,98,0.7166666666666667,0.8333333333333333,0.7,0.7166666666666667,0.7333333333333334,0.012329721450805664,0.0015523433685302734
0.0129155,0.3,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0043465614318847655,0.0015698909759521485
0.0129155,0.3,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.004262256622314453,0.0014627456665039062
0.0129155,0.3,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.004247236251831055,0.0014413833618164063
0.0129155,0.3,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.004268789291381836,0.0015465736389160157
0.0129155,0.5,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.004094552993774414,0.0014551639556884765
0.0129155,0.5,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.00401763916015625,0.0014532089233398437
0.0129155,0.5,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.004046487808227539,0.0014530181884765624
0.0129155,0.5,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.004112434387207031,0.0014630794525146485
0.0129155,0.7,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0037680149078369142,0.001438140869140625
0.0129155,0.7,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0037439346313476564,0.0014315128326416015
0.0129155,0.7,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.0038228511810302736,0.0014561653137207032
0.0129155,0.7,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.003782033920288086,0.0014486312866210938
0.0129155,0.9,5,0.42666666666666664,0.128062484748657,185,0.2833333333333333,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0035970211029052734,0.001435232162475586
0.0129155,0.9,10,0.5033333333333333,0.13391539617733778,137,0.6666666666666666,0.2833333333333333,0.4666666666666667,0.48333333333333334,0.6166666666666667,0.0035852432250976563,0.0014344215393066405
0.0129155,0.9,20,0.4833333333333333,0.13374935098492588,153,0.65,0.3,0.4666666666666667,0.3833333333333333,0.6166666666666667,0.004343080520629883,0.0015427589416503907
0.0129155,0.9,50,0.44000000000000006,0.07348469228349533,169,0.45,0.3666666666666667,0.3666666666666667,0.5666666666666667,0.45,0.0036171436309814452,0.001460695266723633
0.0464159,0.1,5,0.7699999999999999,0.0694422221866655,60,0.65,0.8333333333333333,0.8166666666666667,0.7333333333333334,0.8166666666666667,0.02396073341369629,0.0015841484069824218
0.0464159,0.1,10,0.7633333333333334,0.11944315244779276,78,0.7333333333333334,0.8333333333333333,0.8,0.55,0.9,0.023581552505493163,0.0015613555908203125
0.0464159,0.1,20,0.8433333333333334,0.06463573143221772,2,0.7333333333333334,0.8333333333333333,0.9,0.8333333333333333,0.9166666666666667,0.023490524291992186,0.001558685302734375
0.0464159,0.1,50,0.79,0.10252370999486467,32,0.7333333333333334,0.65,0.9,0.75,0.9166666666666667,0.023522472381591795,0.001539134979248047
0.0464159,0.3,5,0.7133333333333333,0.10295630140987,118,0.6333333333333333,0.8333333333333333,0.7166666666666667,0.5666666666666667,0.8166666666666667,0.024663209915161133,0.001533174514770508
0.0464159,0.3,10,0.7966666666666666,0.10561986345169908,31,0.6333333333333333,0.8333333333333333,0.9,0.7166666666666667,0.9,0.024870967864990233,0.0015352249145507812
0.0464159,0.3,20,0.7999999999999999,0.10055402085998906,29,0.6333333333333333,0.75,0.9,0.8166666666666667,0.9,0.02480487823486328,0.0015264511108398437
