param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.42333333333333334,0.07788880963698615,184
0.001,0.1,10,0.4966666666666667,0.07408703590297624,167
0.001,0.1,20,0.5966666666666666,0.1355646627177517,148
0.001,0.1,50,0.6133333333333334,0.11897712198383163,121
0.001,0.3,5,0.42333333333333334,0.07788880963698615,184
0.001,0.3,10,0.4966666666666667,0.07408703590297624,167
0.001,0.3,20,0.5966666666666666,0.1355646627177517,148
0.001,0.3,50,0.6133333333333334,0.11897712198383163,121
0.001,0.5,5,0.42333333333333334,0.07788880963698615,184
0.001,0.5,10,0.4966666666666667,0.07408703590297624,167
0.001,0.5,20,0.5966666666666666,0.1355646627177517,148
0.001,0.5,50,0.6133333333333334,0.11897712198383163,121
0.001,0.7,5,0.42333333333333334,0.07788880963698615,184
0.001,0.7,10,0.4966666666666667,0.07408703590297624,167
0.001,0.7,20,0.5966666666666666,0.1355646627177517,148
0.001,0.7,50,0.6133333333333334,0.11897712198383163,121
0.001,0.9,5,0.42333333333333334,0.07788880963698615,184
0.001,0.9,10,0.4966666666666667,0.07408703590297624,167
0.001,0.9,20,0.5966666666666666,0.1355646627177517,148
0.001,0.9,50,0.6133333333333334,0.11897712198383163,121
0.00359381,0.1,5,0.42333333333333334,0.07788880963698615,184
0.00359381,0.1,10,0.4966666666666667,0.07408703590297624,167
0.00359381,0.1,20,0.5966666666666666,0.1355646627177517,148
0.00359381,0.1,50,0.6133333333333334,0.11897712198383163,121
0.00359381,0.3,5,0.42333333333333334,0.07788880963698615,184
0.00359381,0.3,10,0.4966666666666667,0.07408703590297624,167
0.00359381,0.3,20,0.5966666666666666,0.1355646627177517,148
0.00359381,0.3,50,0.6133333333333334,0.11897712198383163,121
0.00359381,0.5,5,0.42333333333333334,0.07788880963698615,184
0.00359381,0.5,10,0.4966666666666667,0.07408703590297624,167
0.00359381,0.5,20,0.5966666666666666,0.1355646627177517,148
0.00359381,0.5,50,0.6133333333333334,0.11897712198383163,121
0.00359381,0.7,5,0.42333333333333334,0.07788880963698615,184
0.00359381,0.7,10,0.4966666666666667,0.07408703590297624,167
0.00359381,0.7,20,0.5966666666666666,0.1355646627177517,148
0.00359381,0.7,50,0.6133333333333334,0.11897712198383163,121
0.00359381,0.9,5,0.42333333333333334,0.07788880963698615,184
0.00359381,0.9,10,0.4966666666666667,0.07408703590297624,167
0.00359381,0.9,20,0.5966666666666666,0.1355646627177517,148
0.00359381,0.9,50,0.6133333333333334,0.11897712198383163,121
0.0129155,0.1,5,0.6333333333333333,0.1643167672515498,117
0.0129155,0.1,10,0.6466666666666667,0.12083045973594572,106
0.0129155,0.1,20,0.71,0.06716480559869961,59
0.0129155,0.1,50,0.6900000000000001,0.048989794855663585,71
0.0129155,0.3,5,0.42333333333333334,0.07788880963698615,184
0.0129155,0.3,10,0.4966666666666667,0.07408703590297624,167
0.0129155,0.3,20,0.5966666666666666,0.1355646627177517,148
0.0129155,0.3,50,0.6133333333333334,0.11897712198383163,121
0.0129155,0.5,5,0.42333333333333334,0.07788880963698615,184
0.0129155,0.5,10,0.4966666666666667,0.07408703590297624,167
0.0129155,0.5,20,0.5966666666666666,0.1355646627177517,148
0.0129155,0.5,50,0.6133333333333334,0.11897712198383163,121
0.0129155,0.7,5,0.42333333333333334,0.07788880963698615,184
0.0129155,0.7,10,0.4966666666666667,0.07408703590297624,167
0.0129155,0.7,20,0.5966666666666666,0.1355646627177517,148
0.0129155,0.7,50,0.6133333333333334,0.11897712198383163,121
0.0129155,0.9,5,0.42333333333333334,0.07788880963698615,184
0.0129155,0.9,10,0.4966666666666667,0.07408703590297624,167
0.0129155,0.9,20,0.5966666666666666,0.1355646627177517,148
0.0129155,0.9,50,0.6133333333333334,0.11897712198383163,121
0.0464159,0.1,5,0.6633333333333333,0.07333333333333335,90
0.0464159,0.1,10,0.6333333333333334,0.0760116950066092,114
0.0464159,0.1,20,0.7266666666666666,0.08273115763993905,55
0.0464159,0.1,50,0.7766666666666666,0.03741657386773942,14
0.0464159,0.3,5,0.6333333333333334,0.056764621219754646,114
0.0464159,0.3,10,0.7333333333333334,0.054772255750516634,51
0.0464159,0.3,20,0.73,0.12534397117975443,52
0.0464159,0.3,50,0.71,0.06633249580710802,59
0.0464159,0.5,5,0.42333333333333334,0.07788880963698615,184
0.0464159,0.5,10,0.4966666666666667,0.07408703590297624,167
0.0464159,0.5,20,0.5966666666666666,0.1355646627177517,148
0.0464159,0.5,50,0.6133333333333334,0.11897712198383163,121
0.0464159,0.7,5,0.42333333333333334,0.07788880963698615,184
0.0464159,0.7,10,0.4966666666666667,0.07408703590297624,167
0.0464159,0.7,20,0.5966666666666666,0.1355646627177517,148
0.0464159,0.7,50,0.6133333333333334,0.11897712198383163,121
0.0464159,0.9,5,0.42333333333333334,0.07788880963698615,184
0.0464159,0.9,10,0.4966666666666667,0.07408703590297624,167
0.0464159,0.9,20,0.5966666666666666,0.1355646627177517,148
0.0464159,0.9,50,0.6133333333333334,0.11897712198383163,121
0.16681,0.1,5,0.6133333333333333,0.10295630140987,138
0.16681,0.1,10,0.6533333333333333,0.139204086785474,95
0.16681,0.1,20,0.7666666666666666,0.034960294939005036,18
0.16681,0.1,50,0.7766666666666666,0.03741657386773942,14
0.16681,0.3,5,0.65,0.11352924243950936,104
0.16681,0.3,10,0.7466666666666666,0.11897712198383162,44
0.16681,0.3,20,0.7433333333333334,0.08339997335464537,47
0.16681,0.3,50,0.76,0.047842333648024385,34
0.16681,0.5,5,0.6666666666666666,0.10593499054713804,89
0.16681,0.5,10,0.6699999999999999,0.1667999467092907,87
0.16681,0.5,20,0.7666666666666667,0.10593499054713801,17
0.16681,0.5,50,0.7266666666666668,0.05436502143433366,53
0.16681,0.7,5,0.63,0.08781293248212994,119
0.16681,0.7,10,0.7166666666666667,0.1398411797560202,57
0.16681,0.7,20,0.75,0.08232726023485645,36
0.16681,0.7,50,0.7066666666666667,0.0703957069398096,62
0.16681,0.9,5,0.7233333333333333,0.10143416036468623,56
0.16681,0.9,10,0.7499999999999999,0.10327955589886445,39
0.16681,0.9,20,0.6900000000000001,0.09521904571390463,71
0.16681,0.9,50,0.6900000000000001,0.048989794855663585,71
0.599484,0.1,5,0.5933333333333334,0.10677078252031312,165
0.599484,0.1,10,0.71,0.10198039027185571,59
0.599484,0.1,20,0.7666666666666665,0.1115546702045434,22
0.599484,0.1,50,0.78,0.06616477747093069,3
0.599484,0.3,5,0.6166666666666666,0.13984117975602023,120
0.599484,0.3,10,0.6933333333333332,0.155492050529208,69
0.599484,0.3,20,0.75,0.08232726023485645,36
0.599484,0.3,50,0.7766666666666666,0.0442216638714053,14
0.599484,0.5,5,0.6933333333333332,0.14243907079481,69
0.599484,0.5,10,0.7066666666666667,0.10413666234542208,62
0.599484,0.5,20,0.7633333333333333,0.08653836657164779,30
0.599484,0.5,50,0.7433333333333334,0.06548960901462832,47
0.599484,0.7,5,0.6300000000000001,0.09510228411791405,118
0.599484,0.7,10,0.7466666666666666,0.13224556283251582,44
0.599484,0.7,20,0.7633333333333333,0.08653836657164779,30
0.599484,0.7,50,0.7433333333333334,0.06548960901462832,47
0.599484,0.9,5,0.65,0.11352924243950936,104
0.599484,0.9,10,0.7633333333333332,0.12174654911833115,33
0.599484,0.9,20,0.7666666666666666,0.08563488385776753,18
0.599484,0.9,50,0.7066666666666667,0.06548960901462836,62
2.15443,0.1,5,0.6533333333333333,0.10614455552060434,95
2.15443,0.1,10,0.6533333333333333,0.05906681715556448,95
2.15443,0.1,20,0.7666666666666665,0.1115546702045434,22
2.15443,0.1,50,0.78,0.06616477747093069,3
2.15443,0.3,5,0.6900000000000001,0.0879393730551528,71
2.15443,0.3,10,0.6799999999999999,0.12578641509408808,78
2.15443,0.3,20,0.7466666666666667,0.10402991022884824,40
2.15443,0.3,50,0.78,0.06616477747093069,3
2.15443,0.5,5,0.6033333333333333,0.14313940369055925,146
2.15443,0.5,10,0.6433333333333333,0.12587471725666138,107
2.15443,0.5,20,0.7266666666666667,0.09463379711052261,54
2.15443,0.5,50,0.7433333333333334,0.030912061651652355,47
2.15443,0.7,5,0.7,0.12427567921538163,65
2.15443,0.7,10,0.6733333333333333,0.14628738838327796,85
2.15443,0.7,20,0.7633333333333334,0.06863753427324666,24
2.15443,0.7,50,0.7633333333333334,0.09030811456096043,24
2.15443,0.9,5,0.75,0.05868938953886336,36
2.15443,0.9,10,0.6900000000000001,0.11766241729815194,71
2.15443,0.9,20,0.7466666666666666,0.09797958971132713,44
2.15443,0.9,50,0.6900000000000001,0.08856886837057615,71
7.74264,0.1,5,0.6533333333333333,0.10614455552060434,95
7.74264,0.1,10,0.61,0.21018510360579262,139
7.74264,0.1,20,0.6599999999999999,0.08069145624606804,91
7.74264,0.1,50,0.78,0.06616477747093069,3
7.74264,0.3,5,0.6533333333333333,0.10614455552060434,95
7.74264,0.3,10,0.68,0.10187137859957418,77
7.74264,0.3,20,0.7866666666666666,0.06944222218666551,2
7.74264,0.3,50,0.7633333333333334,0.08717797887081348,24
7.74264,0.5,5,0.6733333333333332,0.08981462390204988,86
7.74264,0.5,10,0.6799999999999999,0.15613384571507158,78
7.74264,0.5,20,0.7666666666666666,0.08881941729649484,18
7.74264,0.5,50,0.78,0.06616477747093069,3
7.74264,0.7,5,0.6366666666666667,0.09568466729604881,110
7.74264,0.7,10,0.6799999999999999,0.15613384571507158,78
7.74264,0.7,20,0.7466666666666667,0.10402991022884824,40
7.74264,0.7,50,0.7633333333333334,0.06944222218666553,24
7.74264,0.9,5,0.7,0.11879019787470309,65
7.74264,0.9,10,0.6599999999999999,0.12000000000000001,91
7.74264,0.9,20,0.7466666666666667,0.10402991022884824,40
7.74264,0.9,50,0.7633333333333334,0.06944222218666553,24
27.8256,0.1,5,0.6366666666666667,0.07180219742846006,110
27.8256,0.1,10,0.61,0.21018510360579262,139
27.8256,0.1,20,0.6733333333333335,0.07348469228349534,82
27.8256,0.1,50,0.7799999999999999,0.04136557881996951,11
27.8256,0.3,5,0.6533333333333333,0.10614455552060434,95
27.8256,0.3,10,0.57,0.1654623152798781,166
27.8256,0.3,20,0.6766666666666667,0.08856886837057616,81
27.8256,0.3,50,0.78,0.06616477747093069,3
27.8256,0.5,5,0.6533333333333333,0.10614455552060434,95
27.8256,0.5,10,0.6,0.12156388352540311,147
27.8256,0.5,20,0.7133333333333333,0.1314026889628468,58
27.8256,0.5,50,0.78,0.06616477747093069,3
27.8256,0.7,5,0.6533333333333333,0.10614455552060434,95
27.8256,0.7,10,0.64,0.1147945023848171,108
