Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Array.129	-1.1268517034153054	-3.9255326163864734	1.23108996411893	-7.234776146597564	-11.107541477106091	11.558968039091802	12.645837862814567	-3.4258888068587594	-3.4576088072944344	10.368817879554154
Array.34	-5.786400570965693	5.423905655418614	4.719166511278561	8.236108257879152	3.2400897857576605	3.9701761904475936	3.624902597393214	-0.47422939446152523	0.07537949675120031	-1.8382498818257047
Array.67	-13.524419307940455	-9.32831325275627	5.783260951973693	3.646396436803922	12.204119926865024	5.501603442518636	-4.487273479623281	-1.3870038728338963	0.654039289300029	-7.2030384262820535
Array.24	-15.720061397516835	9.24489810555516	8.458092684996004	8.850705161972487	-2.5218103206398848	-1.6138034168513815	-17.415000792437404	5.760608924579199	0.07684141149267631	3.8946980998733256
Array.22	-3.0129613538676114	-1.2595647708586188	-6.0467089445071345	1.141299898955492	8.568543121508682	-7.282617357049599	-4.1698258731543	9.606944694313134	-1.8734956546944033	-5.530339231998363
Array.36	-8.892612570436302	-9.482826507162846	-3.3819918919199874	-2.395709089285126	-3.7239718287183052	-2.2600761849034563	-0.16481530568944242	-1.328253130053051	-0.02668881019363279	3.0091689328082327
Array.49	-3.183620617785636	13.801008945598504	0.9694141405076019	-7.733311790011481	7.370773445295265	-15.521735096090685	4.226205818766272	0.7645591729515426	3.6153719217386238	-4.6792175589510405
Array.16	-7.624848080417623	-0.08576975776031726	5.098248189613453	-6.867094085670939	7.918363940191859	-0.3921237587365613	3.638972614141716	-2.0150169561929347	1.7781646596029008	-2.7909118004776685
Array.146	-1.986262315203136	-7.215729417703528	-2.9624352352768972	5.221348917046863	-1.572658064534581	-0.1588238923858021	0.9786034252159288	-2.1593473276395287	-1.0708686375814644	-1.5092503887413615
Array.143	12.020330559544226	6.044510573676853	7.763083052684411	-0.7597114627751294	-10.351815587178073	4.90557540680929	7.229024106344369	3.0961138305791276	13.24827486806199	-11.933615590955485
Array.65	-5.95410029375236	7.030671923926633	-18.499094830612865	-1.706989777510008	5.791238632170253	9.402762394479863	0.9496399213512983	5.185574608649474	-0.3585045345739228	5.234514935657348
Array.62	32.26188235231353	7.1899121010505285	5.361847062100274	4.186438316674839	3.8678789602207826	-4.336753702262683	-4.6893196699433926	7.376210907369311	-7.773052453846049	1.9830654286158902
Array.4	-17.307075113919318	-8.626781925862685	11.401284783047881	0.5891159623663927	1.513058860792648	-6.4623518233558075	11.273613776100518	-4.536494955152215	-2.428908450158564	-2.6962239413511795
Array.76	-13.407114534793159	-3.428584778401718	2.1462930690856497	-6.285686731997583	-6.007206917217327	6.111450654899009	2.964730282376139	4.922964592827466	0.7247151982887274	3.396018654476086
Array.118	16.24178230634328	-3.9287800668852904	3.703831762434676	2.2152470097969905	2.592807707908792	0.51762333086163	1.7767984649609354	8.190482680140832	1.2637604407900747	2.3550372523544856
Array.154	30.713069434767053	6.864395463122913	3.3948611039314174	7.249740372864134	-5.838395270609602	5.6615219657588165	-0.18390508329889418	1.3526325633948786	-5.581270782335627	-7.468054335857318
Array.48	-2.1000900610287982	16.908527102073446	-3.6687277669167586	5.50405961539853	-3.4385276936108524	-3.723485219839905	11.70743761149638	5.040671244223795	-8.553388462240092	12.848134813668418
Array.6	-3.454425916138324	-7.072925850318288	-2.185011781972432	1.8381353627663468	-3.164993255141113	1.118545231354961	0.4286226031035005	4.014423681677042	-4.310904449876466	0.42372176741786144
Array.39	-0.9421764473561376	-5.746546237568768	-6.123220547733952	3.8864291510893576	1.1562115564705107	-4.464921869303386	0.5070668826352979	0.6405601861504017	1.5771465074338475	-4.182921645408559
Array.86	-8.324371654931078	-6.486500197715678	-3.373417800850805	1.8254751012747994	-2.1794536996052667	8.19599019495621	-6.17266378043652	0.147129278456435	-2.4395091922311125	-2.7311684197855173
Array.112	-10.126692617472548	-9.639339942917335	5.840562783485673	-3.100185436909098	12.65765331463828	2.180555001325545	-3.6746886588605707	-5.4571748172192125	-4.141803948049298	1.1597595571082153
Array.79	-3.37233129890049	1.5287970344604447	-10.140113502790111	-2.760776655718892	-10.672455237563355	5.090723916354945	-0.38783037095193207	-2.8306258522106598	-1.8888985749847111	-1.6735684491717224
Array.124	27.457036270534008	14.11548465244772	-1.2723776386377208	5.419465413336967	-9.378403911969833	0.12637711354630535	4.712109866970372	-1.874463192054134	-1.9806812416224364	4.8298937424373545
Array.19	-6.600479387894466	-2.9121175160053854	5.805315704501578	-7.869858188385814	-3.326730903321424	1.4583527208062117	0.5243445185082352	-0.9752828925853749	0.060266188071117034	-3.920275836532756
Array.27	-1.5419124511336793	-5.74075675638811	-7.04705924404406	1.917397418542277	0.9881611764907112	-4.240621632438489	-1.2485750395415152	1.367230546125102	0.8631980972835575	-1.0032369628239732
Array.106	9.761957438584123	7.554876192115572	-1.804012880425962	-14.523814398308899	12.352413462538932	7.783657325210396	9.932419268598737	2.0151217434039324	2.376913329042446	-11.345132689546217
Array.110	0.20036318883298015	2.444198647493823	4.092051631219802	-2.42062872828386	3.212200748460257	-2.09654032129325	0.5263673580949743	-1.614568565317474	-1.3311427115299868	-5.367939244068314
Array.69	-10.862692996665137	18.125375725587226	-2.483155597484768	8.737485766940843	-7.152518457984547	-3.714168861737448	7.957940099937469	-3.542592238609082	-3.2069578929766402	-7.748804248816123
Array.73	1.0467402359056166	-2.0356676563913436	-0.5285605535402913	1.076474618537246	-0.25093074397228526	-0.10994095699736532	2.531352350415866	0.6211843001039701	-0.3321640995696427	0.5540912807532306
Array.95	19.821305253964738	-8.016055112951529	-13.355518357166387	3.3065823010086985	4.119713191423507	6.826627063978803	-4.385451315116997	-2.299981730685031	5.070874611994275	4.782104755638456
Array.98	16.047685050395938	-1.3228238997929074	-14.340765541145485	4.621429982563656	18.391524107311536	0.6048855959626896	-10.289709996612418	4.427464704791568	-0.9859605841447809	-4.681112102748177
Array.17	-1.9535843572409954	-0.9349550363431028	-1.2982395612970414	3.5458020382969946	-2.362529611151579	-0.5538495371388623	11.848320113534937	-7.697873088230204	1.1948396960541432	-0.4550727828610757
Array.33	4.2838107084105825	-0.6540820228987007	-6.406122027097458	-12.903392085604368	-6.93473667526425	4.06510787503817	-6.1999964887423165	-13.630345903626555	-4.7892687224344614	2.9642067942692414
Array.138	2.486904185023804	-8.432643866260797	-3.5131216581203213	1.3071071723877303	9.677632994633393	5.58863930848088	15.813598028555706	12.592420880115565	-8.45445453702399	-4.779528816150664
Array.149	-4.0847772976652585	25.16619558305664	-2.686709578714104	0.30776216032100734	6.998694276765744	-2.954406556659662	3.5249354997554456	-2.8992359587109937	7.0240150325350355	5.817447421317357
Array.101	32.51352180546878	-12.57531259608198	-13.194900163425094	-10.273182177655073	3.690376136315511	6.894960651654287	1.1494813799392911	-1.6148338775462165	6.602606504637675	0.712920962196882
Array.90	-13.793258644321	-1.4638478159665642	-0.23822137391995815	-14.042510138364769	2.54225813823794	-2.745951699021844	0.14869299344019438	-5.9911348892127485	-3.5466320021509796	-7.997913803504777
Array.99	-5.327783581009631	-6.606839486393382	-4.262100275387652	1.2791781576974908	-4.828234505035254	-4.390485095223074	-1.1277481355682695	-8.559003983673572	-5.140822538845232	6.584559529874682
Array.57	7.213606943604585	-12.787563168774598	-4.135078060345462	-3.294091398927137	-4.091420058706907	-7.2811464959563565	1.5562927978829	8.220692411633559	5.517613902443679	-3.6243600574218835
Array.105	6.466799888784482	0.9795508294881224	-4.267143967553951	-2.1975484606064266	-12.677715874486548	-4.249991963528566	0.6482983746683163	0.927373378196373	3.0701245901888328	-2.653137827309302
Array.85	-8.421301726611164	-1.3364750146457998	6.406163209916495	3.811687025907132	1.8071846666654434	0.5785238237434873	-0.40189250664042786	-0.6030895950664367	-9.001029106278272	-3.362510508121899
Array.114	-21.770530811417533	-10.489666954957539	-3.9211321166097743	-6.938751229019052	6.493824980873217	5.231620188985994	-0.16875367879408662	0.508679224612248	1.3691614516908481	3.0308500762652044
Array.56	-17.4377903098869	8.085022431496093	-10.139833558516436	-2.926551254277542	0.8752591409707364	3.59143372619648	-5.948917781063616	-4.992213339538044	-7.133894462257415	-6.5614632704761044
Array.5	-13.854733899628178	-4.148613604539217	7.450558284747383	-3.669599896343347	-11.523389018382694	-9.89917190918674	-11.091494930989182	3.794181647990958	-3.21402032454515	-0.08822811289204918
Array.8	2.704486724827394	17.968038443859253	0.9296570080184892	-4.113061455465254	-2.399149501283219	-3.7677894532728193	-0.9892592787828681	-4.4174674924017845	-0.12081662755917413	6.609276543860986
Array.113	-23.98229697233256	-6.7363733574169755	-7.377396367150088	15.825370803192868	-13.055253894783052	7.85929825371756	-2.13846576772737	-12.013536761393032	-1.9745111746008912	-2.966743314395353
Array.148	7.522853799294952	1.075408723440233	3.539630319804097	11.374796635682905	1.0241360313105736	4.448496648010141	-2.175931687348921	-8.79045412220995	21.69508165315823	8.70723083398158
Array.42	8.715084755200127	6.240703223064438	1.571150148499643	-20.907564932440522	0.8529093011685042	0.771809052996906	-1.9931135375730311	-15.699908699348619	-6.769152184180581	7.077196896333727
Array.25	-12.074974827478124	2.5272170084217653	5.5176412432290105	7.6731847503579775	-5.995572390631171	-7.862110720922717	1.8457258649360806	2.9798131097430844	11.480757440084727	1.8166552358526689
Array.102	-2.6089581453453	6.761282373887533	1.9358362555497743	-2.0707850914138177	6.317724069555073	-6.963495878106939	-4.647145571584513	-3.079612447045529	1.1940403443788294	-4.295824883656836
Array.55	-2.9444030237173746	2.664167039946596	21.45044994946912	4.542944744401161	0.6518500173226546	19.351815054267625	3.103651548389074	-2.4973311365700837	-0.7031895307202038	-8.230153637805591
Array.141	-1.7380490991058088	-5.436568299934272	-5.246192026688514	3.159878087090354	-0.6118728465448026	-3.4530611562937628	2.646634911129831	0.33209267177878976	-2.541168521446248	-2.6598319305531604
Array.43	-2.275976507484183	8.560569748494226	5.338422992283154	9.611614419494522	13.26761262362561	-2.072088613408689	-0.1500206049459606	-6.915880026251738	-6.355736916756875	-0.536717703455795
Array.159	-8.86990773981586	9.447666789956077	11.037196913002683	-6.476716622535058	-5.153782662592458	1.9695842944966178	-13.768794767496145	11.015257307807651	-3.4794889022027347	5.841290600196131
Array.52	-9.401427747476784	16.879574711263242	-7.216098896772792	-5.418502606519413	-2.4201966047989423	-1.4048514241638173	-3.5442315692489537	-1.351950132497971	-4.559953616234949	0.5434768091581739
Array.88	-7.632701486723931	7.876809369603138	12.060759492338	1.646543769082033	-1.758144930748281	17.524237791276708	0.8383435437682208	4.820792163034589	0.8817423880107023	3.0477945603304892
Array.125	-0.8665103173403145	-7.526384153445901	-2.80311290529228	6.263970363592127	-1.3434882911671866	-1.429618732945084	-1.0351933741382362	-1.742629542400722	-0.22997672214100442	0.885167853168388
Array.152	0.27727377587029745	-5.490224969454856	8.815036653434564	-8.206287635258414	6.998797535542737	5.827863758809287	2.9930347068669527	-6.378748378288766	-4.22110077353887	-3.7255658018446494
Array.50	30.518113412925814	-1.0476766364895087	4.202568044107203	-5.668732307580042	-1.08186608416879	-2.6023924577632314	-2.2648451144660933	-5.86117370126999	2.1557582296978777	0.8541125429010702
Array.23	3.282773539077569	9.394226899871537	3.285154693532905	-2.1879779964026245	7.80684113832582	11.744462941469818	-6.357506003139438	10.505854161687962	8.234226071699199	8.398156148743245
Array.68	-6.155778329581779	1.0217659923159501	-2.319150002331639	-0.25754510638803924	-3.9987489793425	-2.6255588897032136	-0.5458273687034827	-6.9570506657098345	2.8481250524343844	-5.6307723011184
Array.94	1.006456621242543	-2.960524178883879	-7.160070860037084	6.010778950579648	-1.219356096593397	0.6808728929847198	2.1577509879620465	1.3159691855357631	-2.9813980053061093	4.425761343067926
Array.153	-7.104698839010993	2.682607627069099	7.539090217086776	-7.957574197646392	-8.96008149486131	-2.8747065260311615	-16.452232857969904	5.1702901909515395	1.2081864626018302	-6.652700135402209
Array.51	36.314216665541835	6.896481049855888	10.118940423805418	0.07536414050714188	-4.113140533662135	0.9693344675145821	1.475017564617493	1.11631624991094	-4.335837838762764	-3.6848344757475866
Array.142	14.047013713357508	3.296831165040148	-14.318478679774891	-5.789313542936899	-2.957891041378376	5.969631881037812	-4.442276831092711	7.145708559331833	-8.283309827579696	7.839900767963204
Array.144	-3.836924739564788	-4.955198680896521	-0.9211677448874236	-2.672033609969946	4.169986239161413	-5.461841592461267	2.9758754173322894	-1.1500115045543713	-7.166273533868886	-0.920805226799641
Array.37	-1.8073302949897359	-7.774935912990773	-4.530043475297754	4.538601572531199	-1.1689471390763126	-0.68357816997338	-2.129162265582153	-2.5951356885463777	-0.8486646950859095	2.14659338815781
Array.78	-2.075945058345052	3.8465671245377044	-0.8305218712769284	-3.504457547781985	-4.855714633962117	-4.946836987734765	4.087487720004316	-0.07076574995581637	5.1621495268049005	0.5269294996598529
Array.18	-8.630935856722468	-7.034526696164686	-3.7818603434224722	6.158521172754845	-9.232659446081408	4.512691949029999	9.395020430312202	12.919956942744982	-1.6553785159559533	-2.7883015554156563
Array.82	14.397779224252867	2.2923137936729803	-0.8387766945284858	3.6139676724279997	-5.781436069866968	-0.7387245142306468	-6.129818164100138	-13.195845739224152	5.0376383739933095	-10.325619959278967
Array.75	-18.90013739564056	-10.677425136217535	11.005145380436396	-8.949610351385838	1.0134254865181243	3.228311918579674	5.135332811557088	4.124672759999713	3.409697690720477	6.617440176912876
Array.139	1.5347516190361028	7.098234411977025	-2.2561771559761437	-2.2389691574380053	-7.952002530583038	-1.8756409248806556	0.8701858525582002	0.5863845538831642	-0.5058519301592586	-7.374813973260259
Array.2	-16.596141686445883	12.118831620665397	-4.994441314780058	-4.419644592522415	1.3688121708534824	7.850779356689054	-3.1362703996467225	5.976322957084537	4.88920536547316	-4.0015343551997455
Array.117	-4.722508227766583	-4.492372739957733	-4.0562161118794435	10.626598759940668	0.8247151973688599	0.49714512440636227	-2.2004520766319677	2.8048710174874643	-1.4138871100943546	-1.9654328006280772
Array.60	-3.995143939290365	-3.4199148770912635	-7.241881847462172	7.242261174993541	2.505515243183947	-2.170270924231051	-2.5681779597171364	3.6720115396403106	0.38559264032089086	-2.00467667195028
Array.38	-14.372530894063118	0.931431126494949	8.28229762859773	4.590780921085719	3.745612969408893	6.369737417305774	-1.0280229092361333	-2.103431395608904	-2.3911748799772887	7.391276672809083
Array.72	6.688595163889628	4.2343753948434015	0.7472423750136159	6.927990625282684	3.837567438802085	0.2629112328126815	3.186904701437807	-0.43663850789058756	3.058550299515099	-1.033375277466778
Array.104	-0.8818143946322102	-7.760007055580547	-2.6614551003654974	5.902535351682892	-1.195564406171913	-1.1966985322265917	-1.8125182219819025	-1.9933870577845743	-0.374989112991895	1.1831997162692853
Array.137	-7.538274249491469	-4.984161457468273	-1.1125973864238805	2.4770123807225146	-0.5170278472336182	-2.5469325492825017	2.3901724341895925	3.042298536503938	-4.788292462212827	4.266803469827257
Array.145	-9.436899418703161	-7.477941702638787	6.61225178623565	0.9598253851851715	5.795301927666404	-16.772437846753032	6.768353330720074	0.09652074186078433	10.597762832674569	6.91543982297931
Array.31	33.626145783942206	-6.454443036639349	12.269478739511701	11.76811932131373	5.39675201490028	0.28515940105882853	-3.9831499087262974	-6.2538357616846465	-11.111273573941327	6.0415908429352045
Array.135	24.181213109153287	-11.363008444045938	3.9959352509864465	4.566020433166969	5.236060449477991	-2.5986402459694893	-4.228239971191976	-3.6943986361824512	3.962111921457554	-0.278152270025245
Array.111	30.048411617658715	-3.271714436098439	9.755428015216467	-4.385289770876574	-2.772134129269029	0.5878244743883999	-1.4248650770595561	1.3391320694137026	5.007820096918544	0.7892445079124663
Array.7	-8.35408737355526	2.6746809561017075	-0.6041072447630954	-4.641053722402051	-2.5275732050702664	2.643560931353836	-10.880982042314969	5.330012988593815	4.932032385746585	-2.598272241685707
Array.21	16.11374292755285	0.8235057814055754	-2.379005582768488	-0.9197429039897927	-8.062596893582057	-0.5468370142192304	3.5760801764747376	2.25393695490975	5.49315758997055	2.369643787355943
Array.53	-14.591499509419018	-6.5602848852184446	-1.4442818545271388	4.756557133222677	-2.5629532592596975	6.933421937981599	1.8411457923432621	-0.8124301406706383	6.693873139647519	-4.105257517605524
Array.59	-19.48325460127657	9.0666379825719	0.9968420079138877	5.6337401703329	7.573966265057151	-1.7261156272990452	-0.7761739337319006	-6.014950764340468	2.7058098360687524	6.904257023840653
Array.71	-5.602960671335351	2.765975784557173	12.433267385035883	0.7260638813980402	-0.9920324906489293	-11.32595012027761	5.8990456498579595	6.130715642081231	-9.59031420357405	1.846751511771332
Array.47	-10.077031394766152	-0.8817597523197054	7.611957240416655	0.17995998577457403	3.702891528687474	-4.05886552339828	-4.364185661118673	0.929613154788345	4.077562616919537	0.7130978442488083
Array.107	-4.644020134662451	-9.016695658024112	-1.5077899307591258	-12.138155287966233	-2.16760454445771	1.3921117385403772	0.028998768971973742	5.917900148125757	0.603751508784594	2.0648753808159817
Array.64	-4.136227754771204	-6.2238550626771865	0.4022151374335503	-7.125431310864136	1.3420798501445605	-8.442780090796228	3.815114880724716	-2.8379309518700135	-0.3292601554424468	3.383805977037252
Array.89	1.1043413019498212	-7.057263201301242	-5.010593162875831	3.289652142768923	-0.34332475520253325	-3.245434988629649	-0.7074785650400855	-0.16677201487852603	-1.2865574846116605	-0.09473500824966348
Array.30	16.87559500703993	-3.03615705030107	5.810592150495027	-0.984488135442369	7.883080919826627	-1.705201945242909	0.213580613453898	-1.904240765449122	2.5039522283064537	3.48011507942473
Array.35	-0.836430923662809	-6.300177255618604	-6.542584480417683	6.334242884857796	0.39202400614454147	-0.875580436315518	-2.885417429847967	-0.4593596407554222	-2.3939429458848953	1.8235181198232722
Array.93	18.929386761660762	-16.97027310961278	1.1369104845096665	-6.181765614414347	-8.606010999583013	-10.675906224497146	-2.809186350188815	6.579510253548803	-1.2486852760893599	-2.2226705495339845
Array.10	-11.600455825367035	0.010154608642689696	-10.696080573392578	-4.2467761890147875	4.0361843791694785	-1.9575672619346889	0.3972239134708632	-1.7921089150120724	9.039851025877693	6.33443763090444
Array.123	-3.182711583282737	13.310192039521718	0.8147157675565391	1.9176080408602738	1.4109445870530153	-4.0114310383680145	-2.8273886540386166	0.855430454109623	-1.5331570962675054	-2.058189403121714
Array.100	-0.8030382143442619	-7.835137784088538	-2.5677882657135633	5.8632608027938184	-1.2385300449131251	-1.4429034634139482	-1.7483349986363015	-1.8725606493933802	-0.4676555615924491	0.760582354514815
Array.134	5.195668167817436	20.22061222913737	-16.278191633660033	0.5584586262588529	3.8420008016421123	-4.671134704371627	6.415936337119129	2.107334559032465	1.5173085095569152	-4.131367727926928
Array.130	1.6365491830567882	-4.764572625521174	9.129897376074439	-3.1714479028587834	-0.8766776047069805	-1.4607917521107696	3.470305235273241	3.326257280790752	1.7438777319943208	6.556989829162728
