param_clf__C,param_clf__l1_ratio,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.0020646572113037108,0.0010495662689208984
0.001,0.3,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.0019349098205566407,0.0009574413299560547
0.001,0.5,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.0018973827362060546,0.0009586811065673828
0.001,0.7,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.0020600318908691405,0.0010791301727294921
0.001,0.9,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.002129364013671875,0.0010782718658447266
0.01,0.1,0.6466666666666667,0.1465908895153068,16,0.7,0.5833333333333334,0.4666666666666667,0.9,0.5833333333333334,0.005488204956054688,0.0011233806610107422
0.01,0.3,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.002650022506713867,0.0012347698211669922
0.01,0.5,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.0019939422607421877,0.0009631156921386719
0.01,0.7,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.001963233947753906,0.0010629653930664062
0.01,0.9,0.5,0.0,17,0.5,0.5,0.5,0.5,0.5,0.002006340026855469,0.000957489013671875
0.1,0.1,0.8166666666666667,0.10110500592068733,6,0.7333333333333334,1.0,0.8,0.7166666666666667,0.8333333333333333,0.01831645965576172,0.0014719486236572266
0.1,0.3,0.8333333333333333,0.08944271909999157,4,0.7333333333333334,1.0,0.8,0.8,0.8333333333333333,0.02009296417236328,0.001357889175415039
0.1,0.5,0.8366666666666667,0.10241527663824809,3,0.8166666666666667,1.0,0.7333333333333334,0.9,0.7333333333333334,0.022983455657958986,0.0014541149139404297
0.1,0.7,0.8233333333333333,0.09463379711052261,5,0.8166666666666667,0.9166666666666667,0.65,0.9,0.8333333333333333,0.023143243789672852,0.0012562274932861328
0.1,0.9,0.8433333333333334,0.10143416036468628,2,0.8333333333333333,0.9166666666666667,0.65,0.9,0.9166666666666667,0.022674131393432616,0.0013916492462158203
1.0,0.1,0.7466666666666667,0.13432961119739925,13,0.7333333333333334,1.0,0.6333333333333333,0.6333333333333333,0.7333333333333334,0.064080810546875,0.0015171051025390625
1.0,0.3,0.78,0.1102522360569415,10,0.7333333333333334,1.0,0.7166666666666667,0.7166666666666667,0.7333333333333334,0.08757381439208985,0.001553487777709961
1.0,0.5,0.8,0.10903618155864082,7,0.7333333333333334,1.0,0.7166666666666667,0.7166666666666667,0.8333333333333333,0.10077147483825684,0.0015006065368652344
1.0,0.7,0.8,0.10903618155864082,7,0.7333333333333334,1.0,0.7166666666666667,0.7166666666666667,0.8333333333333333,0.13538770675659179,0.001499319076538086
1.0,0.9,0.89,0.08981462390204988,1,0.8166666666666667,1.0,0.8166666666666667,0.8166666666666667,1.0,0.16122756004333497,0.001488065719604492
10.0,0.1,0.7266666666666667,0.155492050529208,15,0.7333333333333334,1.0,0.5333333333333333,0.6333333333333333,0.7333333333333334,0.11798343658447266,0.0017363071441650391
10.0,0.3,0.7466666666666667,0.13432961119739925,13,0.7333333333333334,1.0,0.6333333333333333,0.6333333333333333,0.7333333333333334,0.17659730911254884,0.0014201641082763673
10.0,0.5,0.7633333333333334,0.12400716825158849,11,0.7333333333333334,1.0,0.6333333333333333,0.7166666666666667,0.7333333333333334,0.22984962463378905,0.0014648914337158203
10.0,0.7,0.7633333333333334,0.12174654911833115,11,0.7333333333333334,1.0,0.7166666666666667,0.7166666666666667,0.65,0.28458590507507325,0.0015676021575927734
10.0,0.9,0.8,0.10903618155864082,7,0.7333333333333334,1.0,0.7166666666666667,0.7166666666666667,0.8333333333333333,0.3236996650695801,0.0014181137084960938
