param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.6233333333333333,0.13727506854649335,603,0.5333333333333333,0.4166666666666667,0.6333333333333333,0.7333333333333334,0.8,0.4760237693786621,0.02073197364807129
sqrt,1,0.001,0.1,10,0.6799999999999999,0.12445436468396313,394,0.5333333333333333,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.9,0.4807428359985352,0.02054872512817383
sqrt,1,0.001,0.1,20,0.5633333333333334,0.07333333333333333,669,0.6333333333333333,0.5333333333333333,0.43333333333333335,0.6166666666666667,0.6000000000000001,0.488643217086792,0.020749521255493165
sqrt,1,0.001,0.1,50,0.6233333333333334,0.1108552609887726,584,0.45,0.7166666666666667,0.5333333333333333,0.7166666666666667,0.7,0.49316964149475095,0.020519018173217773
sqrt,1,0.001,0.3,5,0.6233333333333333,0.13727506854649335,603,0.5333333333333333,0.4166666666666667,0.6333333333333333,0.7333333333333334,0.8,0.48342361450195315,0.02068009376525879
sqrt,1,0.001,0.3,10,0.6799999999999999,0.12445436468396313,394,0.5333333333333333,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.9,0.4808206081390381,0.02062816619873047
sqrt,1,0.001,0.3,20,0.5633333333333334,0.07333333333333333,669,0.6333333333333333,0.5333333333333333,0.43333333333333335,0.6166666666666667,0.6000000000000001,0.48876953125,0.02075948715209961
sqrt,1,0.001,0.3,50,0.6233333333333334,0.1108552609887726,584,0.45,0.7166666666666667,0.5333333333333333,0.7166666666666667,0.7,0.49206089973449707,0.020536327362060548
sqrt,1,0.001,0.5,5,0.6233333333333333,0.13727506854649335,603,0.5333333333333333,0.4166666666666667,0.6333333333333333,0.7333333333333334,0.8,0.47545852661132815,0.020732355117797852
sqrt,1,0.001,0.5,10,0.6799999999999999,0.12445436468396313,394,0.5333333333333333,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.9,0.47926759719848633,0.020778131484985352
sqrt,1,0.001,0.5,20,0.5633333333333334,0.07333333333333333,669,0.6333333333333333,0.5333333333333333,0.43333333333333335,0.6166666666666667,0.6000000000000001,0.4883702278137207,0.020711946487426757
sqrt,1,0.001,0.5,50,0.6233333333333334,0.1108552609887726,584,0.45,0.7166666666666667,0.5333333333333333,0.7166666666666667,0.7,0.49191741943359374,0.020396089553833006
sqrt,1,0.001,0.7,5,0.6233333333333333,0.13727506854649335,603,0.5333333333333333,0.4166666666666667,0.6333333333333333,0.7333333333333334,0.8,0.47863125801086426,0.020664548873901366
sqrt,1,0.001,0.7,10,0.6799999999999999,0.12445436468396313,394,0.5333333333333333,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.9,0.4792168617248535,0.020849084854125975
sqrt,1,0.001,0.7,20,0.5633333333333334,0.07333333333333333,669,0.6333333333333333,0.5333333333333333,0.43333333333333335,0.6166666666666667,0.6000000000000001,0.4882854461669922,0.021102476119995116
sqrt,1,0.001,0.7,50,0.6233333333333334,0.1108552609887726,584,0.45,0.7166666666666667,0.5333333333333333,0.7166666666666667,0.7,0.4914595603942871,0.02058544158935547
sqrt,1,0.001,0.9,5,0.6233333333333333,0.13727506854649335,603,0.5333333333333333,0.4166666666666667,0.6333333333333333,0.7333333333333334,0.8,0.47727694511413576,0.021022653579711913
sqrt,1,0.001,0.9,10,0.6799999999999999,0.12445436468396313,394,0.5333333333333333,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.9,0.4796165466308594,0.020642423629760744
