param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.7066666666666668,0.07039570693980961,233,0.8,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.75,0.4798520565032959,0.021154499053955077
sqrt,1,0.001,0.1,10,0.6533333333333334,0.10187137859957418,489,0.8,0.5166666666666667,0.7333333333333334,0.6333333333333333,0.5833333333333334,0.4840386867523193,0.02125234603881836
sqrt,1,0.001,0.1,20,0.6233333333333333,0.08339997335464536,591,0.6333333333333333,0.7166666666666667,0.4666666666666667,0.65,0.65,0.4911914825439453,0.021257972717285155
sqrt,1,0.001,0.1,50,0.6266666666666667,0.07498147919467994,565,0.7,0.7333333333333334,0.5666666666666667,0.55,0.5833333333333334,0.4985237121582031,0.02171769142150879
sqrt,1,0.001,0.3,5,0.7066666666666668,0.07039570693980961,233,0.8,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.75,0.4756494998931885,0.021369791030883788
sqrt,1,0.001,0.3,10,0.6533333333333334,0.10187137859957418,489,0.8,0.5166666666666667,0.7333333333333334,0.6333333333333333,0.5833333333333334,0.4866204261779785,0.021304512023925783
sqrt,1,0.001,0.3,20,0.6233333333333333,0.08339997335464536,591,0.6333333333333333,0.7166666666666667,0.4666666666666667,0.65,0.65,0.49105219841003417,0.02116241455078125
sqrt,1,0.001,0.3,50,0.6266666666666667,0.07498147919467994,565,0.7,0.7333333333333334,0.5666666666666667,0.55,0.5833333333333334,0.5017948627471924,0.021433591842651367
sqrt,1,0.001,0.5,5,0.7066666666666668,0.07039570693980961,233,0.8,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.75,0.4781952381134033,0.021001815795898438
sqrt,1,0.001,0.5,10,0.6533333333333334,0.10187137859957418,489,0.8,0.5166666666666667,0.7333333333333334,0.6333333333333333,0.5833333333333334,0.4825138568878174,0.02162790298461914
sqrt,1,0.001,0.5,20,0.6233333333333333,0.08339997335464536,591,0.6333333333333333,0.7166666666666667,0.4666666666666667,0.65,0.65,0.4888427257537842,0.021764326095581054
sqrt,1,0.001,0.5,50,0.6266666666666667,0.07498147919467994,565,0.7,0.7333333333333334,0.5666666666666667,0.55,0.5833333333333334,0.4945577621459961,0.021027517318725587
sqrt,1,0.001,0.7,5,0.7066666666666668,0.07039570693980961,233,0.8,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.75,0.48148255348205565,0.020948362350463868
sqrt,1,0.001,0.7,10,0.6533333333333334,0.10187137859957418,489,0.8,0.5166666666666667,0.7333333333333334,0.6333333333333333,0.5833333333333334,0.4843762874603271,0.02105059623718262
sqrt,1,0.001,0.7,20,0.6233333333333333,0.08339997335464536,591,0.6333333333333333,0.7166666666666667,0.4666666666666667,0.65,0.65,0.48999600410461425,0.021218299865722656
sqrt,1,0.001,0.7,50,0.6266666666666667,0.07498147919467994,565,0.7,0.7333333333333334,0.5666666666666667,0.55,0.5833333333333334,0.49455556869506834,0.021118354797363282
sqrt,1,0.001,0.9,5,0.7066666666666668,0.07039570693980961,233,0.8,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.75,0.47810945510864256,0.020905351638793944
sqrt,1,0.001,0.9,10,0.6533333333333334,0.10187137859957418,489,0.8,0.5166666666666667,0.7333333333333334,0.6333333333333333,0.5833333333333334,0.4837305545806885,0.020948410034179688
sqrt,1,0.001,0.9,20,0.6233333333333333,0.08339997335464536,591,0.6333333333333333,0.7166666666666667,0.4666666666666667,0.65,0.65,0.49130964279174805,0.02148404121398926
sqrt,1,0.001,0.9,50,0.6266666666666667,0.07498147919467994,565,0.7,0.7333333333333334,0.5666666666666667,0.55,0.5833333333333334,0.4951169013977051,0.020915889739990236
sqrt,1,0.00359381,0.1,5,0.7066666666666668,0.07039570693980961,233,0.8,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.75,0.4801793575286865,0.02078256607055664
