param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.6033333333333333,0.13474255287605155,567,0.8166666666666667,0.45,0.7,0.5166666666666667,0.5333333333333333,0.479471492767334,0.021453189849853515
sqrt,1,0.001,0.1,10,0.5433333333333333,0.14476033833738974,632,0.7166666666666667,0.43333333333333335,0.7,0.5166666666666667,0.35,0.47953319549560547,0.021448945999145506
sqrt,1,0.001,0.1,20,0.47666666666666674,0.09165151389911678,705,0.6333333333333333,0.3666666666666667,0.43333333333333335,0.5166666666666667,0.43333333333333335,0.4908308982849121,0.021528339385986327
sqrt,1,0.001,0.1,50,0.6533333333333333,0.14275075403575901,430,0.7333333333333334,0.43333333333333335,0.8333333333333333,0.7166666666666667,0.55,0.49975080490112306,0.021502971649169922
sqrt,1,0.001,0.3,5,0.6033333333333333,0.13474255287605155,567,0.8166666666666667,0.45,0.7,0.5166666666666667,0.5333333333333333,0.4761490821838379,0.02139625549316406
sqrt,1,0.001,0.3,10,0.5433333333333333,0.14476033833738974,632,0.7166666666666667,0.43333333333333335,0.7,0.5166666666666667,0.35,0.4820822238922119,0.02153754234313965
sqrt,1,0.001,0.3,20,0.47666666666666674,0.09165151389911678,705,0.6333333333333333,0.3666666666666667,0.43333333333333335,0.5166666666666667,0.43333333333333335,0.501955795288086,0.021443939208984374
sqrt,1,0.001,0.3,50,0.6533333333333333,0.14275075403575901,430,0.7333333333333334,0.43333333333333335,0.8333333333333333,0.7166666666666667,0.55,0.4958611011505127,0.022612953186035158
sqrt,1,0.001,0.5,5,0.6033333333333333,0.13474255287605155,567,0.8166666666666667,0.45,0.7,0.5166666666666667,0.5333333333333333,0.47596030235290526,0.02098546028137207
sqrt,1,0.001,0.5,10,0.5433333333333333,0.14476033833738974,632,0.7166666666666667,0.43333333333333335,0.7,0.5166666666666667,0.35,0.4783642768859863,0.021238279342651368
sqrt,1,0.001,0.5,20,0.47666666666666674,0.09165151389911678,705,0.6333333333333333,0.3666666666666667,0.43333333333333335,0.5166666666666667,0.43333333333333335,0.4882077693939209,0.021611738204956054
sqrt,1,0.001,0.5,50,0.6533333333333333,0.14275075403575901,430,0.7333333333333334,0.43333333333333335,0.8333333333333333,0.7166666666666667,0.55,0.492185115814209,0.020990419387817382
sqrt,1,0.001,0.7,5,0.6033333333333333,0.13474255287605155,567,0.8166666666666667,0.45,0.7,0.5166666666666667,0.5333333333333333,0.4750697135925293,0.021225786209106444
sqrt,1,0.001,0.7,10,0.5433333333333333,0.14476033833738974,632,0.7166666666666667,0.43333333333333335,0.7,0.5166666666666667,0.35,0.4787543296813965,0.021194028854370116
sqrt,1,0.001,0.7,20,0.47666666666666674,0.09165151389911678,705,0.6333333333333333,0.3666666666666667,0.43333333333333335,0.5166666666666667,0.43333333333333335,0.48969368934631347,0.021473503112792967
sqrt,1,0.001,0.7,50,0.6533333333333333,0.14275075403575901,430,0.7333333333333334,0.43333333333333335,0.8333333333333333,0.7166666666666667,0.55,0.4921239376068115,0.021036148071289062
sqrt,1,0.001,0.9,5,0.6033333333333333,0.13474255287605155,567,0.8166666666666667,0.45,0.7,0.5166666666666667,0.5333333333333333,0.47806758880615235,0.0211334228515625
sqrt,1,0.001,0.9,10,0.5433333333333333,0.14476033833738974,632,0.7166666666666667,0.43333333333333335,0.7,0.5166666666666667,0.35,0.4797643184661865,0.02137451171875
sqrt,1,0.001,0.9,20,0.47666666666666674,0.09165151389911678,705,0.6333333333333333,0.3666666666666667,0.43333333333333335,0.5166666666666667,0.43333333333333335,0.4874300956726074,0.02150874137878418
