Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Array.129	-1.1338130723362052	-4.565604335660736	-0.4468692386832935	-1.1213884141329773	-2.8128772706371454	0.08134713907100363	1.2608549624186554	1.2953294430201823	-0.6808669371606352	1.3800255295099975
Array.34	-1.7439633571725812	0.05261288562915243	-3.0495964397046946	-0.6653252566059423	-0.3299751992354054	1.2078735694150784	-1.0913968825472553	0.4801699209540857	0.6896241911977681	1.1155120582278286
Array.67	-3.726485315636762	-2.626258455364367	-0.8108443805221648	1.8598883855711705	0.29838443552640964	-1.0437044076510613	0.40563205268622055	-0.7828393172434845	-1.7832656447382882	-3.293618505234136
Array.24	-5.014217543547272	0.9360244307080581	-5.251198478394009	-1.221930761331073	4.2178270836552185	-2.12677894835539	0.806524267440869	4.711652030271631	-1.515244022863598	0.06464740892427541
Array.22	-0.5123477206266206	3.1972997825422507	0.18012466643619218	0.718653769276827	2.623140486447777	-1.9223117907018679	-1.7955071286943047	-1.5850235228837146	-0.6571349246738002	-1.4300266352960718
Array.36	-3.11761736589848	1.7164880885965483	-2.8428407243068707	0.9004431502687702	-0.5577397213454702	-1.9394752018241324	-1.0323796678301027	-0.8748621164851138	1.3689064511461302	3.776430051600077
Array.49	-1.0401478955119197	3.167168250882418	1.3075514353669342	-1.7525321072518056	-0.025028909474537557	1.2645860972379697	0.7191835894774173	-2.014469080955486	1.3613333035079644	-0.1961458776342869
Array.16	-3.1340496057304787	-0.8393755278085062	2.5878139170979373	-0.14928905284099805	1.0795062624440048	-0.799768551993163	-0.7314046536260814	-0.6461746579365188	-3.169563207489283	1.0132698260424091
Array.146	0.05040521948320735	0.07105809743437369	-2.792794850681732	1.0312522689905286	0.8866868014417529	-0.4689058046413124	-1.3706733143635528	-0.9681499212845379	-0.6433167710915905	-1.024749292927831
Array.143	2.317513788677705	0.09588808218130837	1.566860532512813	-3.1210195072757188	-1.9757564331566837	0.9208429879766727	1.5257661494651218	1.5577966936963785	-3.0734403077714525	2.619894437673122
