param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.01,0.1,5,0.5266666666666666,0.15369522511198003,20,0.6333333333333333,0.6333333333333333,0.4666666666666667,0.65,0.25,0.008162689208984376,0.0013125419616699218
0.01,0.1,20,0.6566666666666666,0.09104333522498444,11,0.8166666666666667,0.65,0.6333333333333333,0.65,0.5333333333333333,0.007921457290649414,0.001419973373413086
0.01,0.5,5,0.4,0.12692955176439846,23,0.55,0.4,0.26666666666666666,0.5333333333333333,0.25,0.0027334213256835936,0.001161336898803711
0.01,0.5,20,0.41666666666666663,0.1460593486680443,21,0.26666666666666666,0.3833333333333333,0.26666666666666666,0.6333333333333333,0.5333333333333333,0.0026615142822265627,0.0012032032012939454
0.01,0.9,5,0.4,0.12692955176439846,23,0.55,0.4,0.26666666666666666,0.5333333333333333,0.25,0.0028685569763183595,0.00123291015625
0.01,0.9,20,0.41666666666666663,0.1460593486680443,21,0.26666666666666666,0.3833333333333333,0.26666666666666666,0.6333333333333333,0.5333333333333333,0.00260772705078125,0.0011551856994628906
0.1,0.1,5,0.6366666666666667,0.14429907214608909,16,0.6333333333333333,0.5333333333333333,0.55,0.55,0.9166666666666667,0.027771139144897462,0.0014122962951660157
0.1,0.1,20,0.7766666666666667,0.11185307823708343,4,1.0,0.7333333333333334,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.02800431251525879,0.001352977752685547
0.1,0.5,5,0.7933333333333332,0.10198039027185571,2,0.9,0.6333333333333333,0.7333333333333334,0.8,0.9,0.0256197452545166,0.0013255596160888672
0.1,0.5,20,0.7566666666666666,0.14087031072743628,7,1.0,0.6333333333333333,0.7166666666666667,0.6166666666666667,0.8166666666666667,0.02579207420349121,0.0013373374938964843
0.1,0.9,5,0.6533333333333333,0.0661647774709307,13,0.6333333333333333,0.6333333333333333,0.55,0.7333333333333334,0.7166666666666667,0.020555639266967775,0.0013568401336669922
0.1,0.9,20,0.7433333333333334,0.06879922480183431,8,0.8166666666666667,0.7333333333333334,0.6333333333333333,0.8166666666666667,0.7166666666666667,0.02051382064819336,0.001447153091430664
1.0,0.1,5,0.6466666666666667,0.10666666666666666,14,0.8166666666666667,0.5333333333333333,0.6166666666666667,0.55,0.7166666666666667,0.12624897956848144,0.0013898372650146484
1.0,0.1,20,0.8166666666666668,0.11879019787470307,1,1.0,0.7333333333333334,0.7166666666666667,0.7166666666666667,0.9166666666666667,0.12326698303222657,0.001353311538696289
1.0,0.5,5,0.6199999999999999,0.06446359868604573,17,0.6333333333333333,0.5333333333333333,0.65,0.5666666666666667,0.7166666666666667,0.15872616767883302,0.0014076709747314453
1.0,0.5,20,0.7833333333333334,0.14981470036162825,3,1.0,0.7333333333333334,0.6333333333333333,0.6333333333333333,0.9166666666666667,0.1581092357635498,0.0013788700103759765
1.0,0.9,5,0.6566666666666666,0.056371781750959214,11,0.7166666666666667,0.6333333333333333,0.65,0.5666666666666667,0.7166666666666667,0.20147905349731446,0.0014615058898925781
1.0,0.9,20,0.76,0.15832456116050558,5,0.9,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,0.20338754653930663,0.001459646224975586
10.0,0.1,5,0.56,0.07348469228349531,19,0.55,0.6333333333333333,0.43333333333333335,0.55,0.6333333333333333,0.22027826309204102,0.0014632225036621093
10.0,0.1,20,0.6900000000000001,0.13767917618708922,10,0.8166666666666667,0.7333333333333334,0.45,0.6333333333333333,0.8166666666666667,0.22562832832336427,0.001377439498901367
10.0,0.5,5,0.6466666666666667,0.10666666666666666,14,0.8166666666666667,0.5333333333333333,0.6166666666666667,0.55,0.7166666666666667,0.4523779392242432,0.0014020919799804688
10.0,0.5,20,0.76,0.12498888839501787,5,0.9,0.6333333333333333,0.6333333333333333,0.7166666666666667,0.9166666666666667,0.4486681461334229,0.001496267318725586
10.0,0.9,5,0.6133333333333334,0.0627162924074226,18,0.7166666666666667,0.5333333333333333,0.6166666666666667,0.5666666666666667,0.6333333333333333,0.5178739547729492,0.0015912532806396484
10.0,0.9,20,0.7033333333333334,0.13432961119739925,9,0.9,0.5333333333333333,0.6333333333333333,0.6333333333333333,0.8166666666666667,0.5268149852752686,0.0013808250427246095
