param_clf__C,param_clf__l1_ratio,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.002220296859741211,0.0010462284088134765
0.001,0.3,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.0020056247711181642,0.0009945392608642577
0.001,0.5,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.0018000602722167969,0.0009697437286376953
0.001,0.7,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.0018623828887939452,0.0009672164916992188
0.001,0.9,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.0021837234497070314,0.0011399269104003906
0.01,0.1,0.43666666666666665,0.07557189365836424,25,0.3833333333333333,0.55,0.35,0.5,0.4,0.0055712699890136715,0.0010521411895751953
0.01,0.3,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.002246522903442383,0.000990438461303711
0.01,0.5,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.0019838809967041016,0.000982379913330078
0.01,0.7,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.0018312454223632813,0.0009291648864746093
0.01,0.9,0.5,0.0,16,0.5,0.5,0.5,0.5,0.5,0.001976299285888672,0.0009867191314697266
0.1,0.1,0.7766666666666667,0.06798692684790379,1,0.7166666666666667,0.7333333333333334,0.7333333333333334,0.9,0.8,0.016855907440185548,0.0013553619384765625
0.1,0.3,0.7633333333333333,0.08717797887081348,2,0.6333333333333333,0.7333333333333334,0.75,0.9,0.8,0.019850397109985353,0.0013978958129882812
0.1,0.5,0.7033333333333334,0.10132456102380444,11,0.6333333333333333,0.6333333333333333,0.65,0.9,0.7,0.020813131332397462,0.0013833999633789062
0.1,0.7,0.6266666666666667,0.18396859635395507,14,0.7333333333333334,0.55,0.35,0.9,0.6,0.02243642807006836,0.001409769058227539
0.1,0.9,0.5833333333333333,0.2035790864613663,15,0.7166666666666667,0.55,0.35,0.9,0.4,0.021403408050537108,0.0013733863830566405
1.0,0.1,0.76,0.04027681991198189,3,0.7166666666666667,0.7333333333333334,0.7333333333333334,0.8166666666666667,0.8,0.06393132209777833,0.0014763355255126953
1.0,0.3,0.7433333333333334,0.02905932629027116,5,0.7166666666666667,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.8,0.08820009231567383,0.0014753341674804688
1.0,0.5,0.7433333333333334,0.11430952132988165,5,0.55,0.7333333333333334,0.7333333333333334,0.9,0.8,0.1071894645690918,0.0015491962432861329
1.0,0.7,0.7266666666666667,0.12046207333061767,9,0.55,0.7333333333333334,0.65,0.8,0.9,0.12224669456481933,0.001552724838256836
1.0,0.9,0.6866666666666666,0.1644519517805868,13,0.55,0.7333333333333334,0.45,0.8,0.9,0.15864949226379393,0.001522397994995117
10.0,0.1,0.7466666666666667,0.06863753427324666,4,0.7333333333333334,0.7333333333333334,0.6333333333333333,0.8333333333333333,0.8,0.11944589614868165,0.0014011383056640625
10.0,0.3,0.7300000000000001,0.047609522856952344,7,0.65,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.8,0.16135673522949218,0.0013895034790039062
10.0,0.5,0.7266666666666668,0.013333333333333374,8,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.7,0.24050965309143066,0.0015635490417480469
10.0,0.7,0.7066666666666667,0.03887301263230204,10,0.6333333333333333,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.7,0.2764570236206055,0.0014258861541748048
10.0,0.9,0.6866666666666668,0.09030811456096044,12,0.55,0.7333333333333334,0.6333333333333333,0.8166666666666667,0.7,0.3327624797821045,0.0015039920806884765
