param_clf__shrink_threshold,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,0.001,0.1,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0033030033111572264,0.0013912200927734375
,0.001,0.1,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.003191089630126953,0.0013697147369384766
,0.001,0.1,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.00321044921875,0.0013978004455566407
,0.001,0.1,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.0031898975372314452,0.00146484375
,0.001,0.3,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0031606674194335936,0.0013836383819580077
,0.001,0.3,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.0032126903533935547,0.001382303237915039
,0.001,0.3,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.0031721115112304686,0.0013908863067626954
,0.001,0.3,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.0032744407653808594,0.001392507553100586
,0.001,0.5,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0032021522521972655,0.0013790607452392578
,0.001,0.5,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.003213644027709961,0.0013750553131103515
,0.001,0.5,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.0031913280487060546,0.0013803958892822266
,0.001,0.5,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.003255796432495117,0.0013929843902587891
,0.001,0.7,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0032067298889160156,0.0013939857482910157
,0.001,0.7,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.0031937122344970702,0.0013715267181396485
,0.001,0.7,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.003198528289794922,0.001366901397705078
,0.001,0.7,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.0032855987548828123,0.0013963699340820313
,0.001,0.9,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0032045841217041016,0.0013747692108154296
,0.001,0.9,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.0031792640686035155,0.0013752460479736328
,0.001,0.9,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.003184223175048828,0.0013910293579101562
,0.001,0.9,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.0032882213592529295,0.0013870716094970704
,0.00359381,0.1,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.003725767135620117,0.001386260986328125
,0.00359381,0.1,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.003736257553100586,0.0013827800750732422
,0.00359381,0.1,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.00379486083984375,0.0013836383819580077
,0.00359381,0.1,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.003780508041381836,0.0013856887817382812
,0.00359381,0.3,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.003245830535888672,0.0013814449310302734
,0.00359381,0.3,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.0032819271087646484,0.0013765335083007813
,0.00359381,0.3,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.003255319595336914,0.0013879776000976563
,0.00359381,0.3,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.003337574005126953,0.001394367218017578
,0.00359381,0.5,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0032065391540527345,0.0013792991638183593
,0.00359381,0.5,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.0032102108001708985,0.0013885974884033203
,0.00359381,0.5,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.003263425827026367,0.0013848304748535155
,0.00359381,0.5,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.003208017349243164,0.0013977527618408204
,0.00359381,0.7,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0032148838043212892,0.001373291015625
,0.00359381,0.7,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.0031988143920898436,0.0013814449310302734
,0.00359381,0.7,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.0032498836517333984,0.0013854503631591797
,0.00359381,0.7,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.003203868865966797,0.0014119148254394531
,0.00359381,0.9,5,0.4833333333333333,0.10110500592068733,673,0.5,0.4666666666666667,0.3833333333333333,0.6666666666666666,0.4,0.0031826972961425783,0.0013812065124511718
,0.00359381,0.9,10,0.5333333333333333,0.11972189997378647,625,0.5,0.5333333333333333,0.3833333333333333,0.75,0.5,0.003221416473388672,0.001387643814086914
,0.00359381,0.9,20,0.4466666666666666,0.07102425250887506,785,0.3833333333333333,0.5333333333333333,0.3833333333333333,0.5333333333333333,0.4,0.003212642669677734,0.001438283920288086
,0.00359381,0.9,50,0.5733333333333335,0.15114378731672848,542,0.4666666666666667,0.3333333333333333,0.7333333333333334,0.6333333333333333,0.7,0.0032217025756835936,0.0013814926147460937
,0.0129155,0.1,5,0.68,0.11274356350191843,422,0.7333333333333334,0.7,0.8,0.4666666666666667,0.7,0.012473011016845703,0.0013955116271972656
