Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Array.129	-1.1338130723361965	-4.565604335660744	-0.44686923868328365	-1.1213884141329582	-2.8128772706371588	0.08134713907097188	1.260854962418673	1.2953294430201792	-0.6808669371605274	1.3800255295100443
Array.34	-1.7439633571725854	0.05261288562915243	-3.0495964397046977	-0.6653252566059349	-0.32997519923541196	1.207873569415117	-1.0913968825472202	0.4801699209540739	0.6896241911978412	1.1155120582277813
Array.67	-3.7264853156367637	-2.626258455364367	-0.8108443805221668	1.8598883855711772	0.2983844355264265	-1.04370440765108	0.40563205268617963	-0.782839317243461	-1.7832656447385484	-3.2936185052339852
Array.24	-5.014217543547273	0.9360244307080593	-5.251198478394006	-1.221930761331129	4.217827083655209	-2.126778948355425	0.8065242674407648	4.711652030271621	-1.5152440228636117	0.06464740892442583
Array.22	-0.5123477206266248	3.1972997825422524	0.18012466643618827	0.7186537692768055	2.6231404864477774	-1.9223117907018041	-1.795507128694353	-1.5850235228837244	-0.6571349246739185	-1.4300266352960171
Array.36	-3.1176173658984827	1.7164880885965483	-2.8428407243068703	0.9004431502687773	-0.5577397213454619	-1.939475201824089	-1.0323796678301351	-0.8748621164851368	1.3689064511464284	3.7764300515999536
Array.49	-1.0401478955119214	3.167168250882419	1.3075514353669235	-1.7525321072517979	-0.025028909474560875	1.264586097237944	0.7191835894774696	-2.0144690809554797	1.361333303507981	-0.19614587763441865
Array.16	-3.13404960573048	-0.8393755278085036	2.587813917097937	-0.14928905284100588	1.0795062624440082	-0.7997685519931252	-0.7314046536260891	-0.6461746579365515	-3.169563207489209	1.013269826042664
Array.146	0.05040521948320705	0.07105809743437372	-2.7927948506817315	1.0312522689905244	0.8866868014417632	-0.46890580464126735	-1.3706733143635517	-0.9681499212845442	-0.6433167710916624	-1.0247492929277777
Array.143	2.317513788677706	0.09588808218130654	1.5668605325128089	-3.121019507275696	-1.975756433156721	0.9208429879766287	1.5257661494651533	1.5577966936963457	-3.0734403077712424	2.619894437673375
Array.65	0.04311044615311612	-0.08346116391695954	2.5610098572982416	3.0969238299054096	1.9139182972600988	2.1453539781134685	0.10034769544390564	-0.045222964935701895	3.2415294550789513	-1.7262589295274908
Array.62	10.99188015671903	0.6411679487869035	-1.4470923751461273	-2.0066165685811512	2.825262062216063	-1.3431449116638692	0.909925998356013	0.617340922406734	1.135522316694651	-1.935977234351499
Array.4	-4.626989648176418	-0.6852871831535046	2.1497254209205607	-1.1903214802790805	-3.3459939015207656	-0.13390917755383766	-3.3726098136120517	-1.0253582285377947	-2.207276659270524	-1.5792868119574568
Array.76	-3.7178392744318756	-2.2569623561904257	2.759869850738516	-1.5764840176221664	-0.6562653530665636	-0.6344687223670449	0.21505175791177647	-1.8091779822771543	0.2864083017558188	0.13142650487120594
