param_clf__shrink_threshold,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,0.001,0.1,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.003296518325805664,0.0013919353485107421
,0.001,0.1,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.003237342834472656,0.001372528076171875
,0.001,0.1,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.003171348571777344,0.0013796329498291016
,0.001,0.1,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.0032273292541503905,0.0013786792755126954
,0.001,0.3,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.0031815052032470705,0.0014544486999511718
,0.001,0.3,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.0031982421875,0.0013773918151855468
,0.001,0.3,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.003211641311645508,0.0013768196105957032
,0.001,0.3,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.0032110214233398438,0.0013689517974853516
,0.001,0.5,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.003273630142211914,0.0013779640197753907
,0.001,0.5,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.0032089710235595702,0.0013820648193359375
,0.001,0.5,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.0032201290130615236,0.0013730525970458984
,0.001,0.5,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.0032075881958007813,0.0013809680938720703
,0.001,0.7,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.003249073028564453,0.0013663768768310547
,0.001,0.7,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.0031816959381103516,0.001403474807739258
,0.001,0.7,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.003193092346191406,0.0013660907745361329
,0.001,0.7,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.0032254695892333985,0.0013711929321289062
,0.001,0.9,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.0032059669494628905,0.0014457225799560547
,0.001,0.9,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.0032098770141601564,0.0013740062713623047
,0.001,0.9,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.0032779693603515623,0.0013737678527832031
,0.001,0.9,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.003220272064208984,0.001379108428955078
,0.00359381,0.1,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.003704357147216797,0.0013874530792236327
,0.00359381,0.1,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.0036762714385986327,0.0013889312744140626
,0.00359381,0.1,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.003674936294555664,0.001382303237915039
,0.00359381,0.1,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.0037287235260009765,0.00138092041015625
,0.00359381,0.3,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.003187417984008789,0.001382589340209961
,0.00359381,0.3,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.0032316207885742187,0.0013735771179199218
,0.00359381,0.3,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.003191709518432617,0.0013747692108154296
,0.00359381,0.3,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.003262042999267578,0.0013953685760498048
,0.00359381,0.5,5,0.41666666666666663,0.05055250296034368,654,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.5,0.0031984806060791015,0.001378345489501953
,0.00359381,0.5,10,0.4,0.029814239699997202,718,0.45,0.3666666666666667,0.3833333333333333,0.3833333333333333,0.4166666666666667,0.003223705291748047,0.0013744354248046875
,0.00359381,0.5,20,0.4,0.0380058475033046,718,0.3666666666666667,0.3666666666666667,0.3833333333333333,0.4666666666666667,0.4166666666666667,0.0031833648681640625,0.0013927459716796876
,0.00359381,0.5,50,0.5266666666666667,0.11035296904831235,532,0.7333333333333334,0.55,0.45,0.45,0.45,0.0032855510711669923,0.0013972282409667968
