param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.42000000000000004,0.08393118874676114,185
0.001,0.1,10,0.51,0.14892205269125783,136
0.001,0.1,20,0.48999999999999994,0.06289320754704404,153
0.001,0.1,50,0.48,0.07102425250887508,169
0.001,0.3,5,0.42000000000000004,0.08393118874676114,185
0.001,0.3,10,0.51,0.14892205269125783,136
0.001,0.3,20,0.48999999999999994,0.06289320754704404,153
0.001,0.3,50,0.48,0.07102425250887508,169
0.001,0.5,5,0.42000000000000004,0.08393118874676114,185
0.001,0.5,10,0.51,0.14892205269125783,136
0.001,0.5,20,0.48999999999999994,0.06289320754704404,153
0.001,0.5,50,0.48,0.07102425250887508,169
0.001,0.7,5,0.42000000000000004,0.08393118874676114,185
0.001,0.7,10,0.51,0.14892205269125783,136
0.001,0.7,20,0.48999999999999994,0.06289320754704404,153
0.001,0.7,50,0.48,0.07102425250887508,169
0.001,0.9,5,0.42000000000000004,0.08393118874676114,185
0.001,0.9,10,0.51,0.14892205269125783,136
0.001,0.9,20,0.48999999999999994,0.06289320754704404,153
0.001,0.9,50,0.48,0.07102425250887508,169
0.00359381,0.1,5,0.42000000000000004,0.08393118874676114,185
0.00359381,0.1,10,0.51,0.14892205269125783,136
0.00359381,0.1,20,0.48999999999999994,0.06289320754704404,153
0.00359381,0.1,50,0.48,0.07102425250887508,169
0.00359381,0.3,5,0.42000000000000004,0.08393118874676114,185
0.00359381,0.3,10,0.51,0.14892205269125783,136
0.00359381,0.3,20,0.48999999999999994,0.06289320754704404,153
0.00359381,0.3,50,0.48,0.07102425250887508,169
0.00359381,0.5,5,0.42000000000000004,0.08393118874676114,185
0.00359381,0.5,10,0.51,0.14892205269125783,136
0.00359381,0.5,20,0.48999999999999994,0.06289320754704404,153
0.00359381,0.5,50,0.48,0.07102425250887508,169
0.00359381,0.7,5,0.42000000000000004,0.08393118874676114,185
0.00359381,0.7,10,0.51,0.14892205269125783,136
0.00359381,0.7,20,0.48999999999999994,0.06289320754704404,153
0.00359381,0.7,50,0.48,0.07102425250887508,169
