feature_name,stage1_kw_score,stage1_selected,stage2_score,stage2_selected
chr16_68838368_69397102,0.037369,False,0.672824,True
chr12_36739877_67332062,0.538767,False,0.506691,True
chr6_32732764_32738443,0.7006,False,0.416359,True
chr11_89400624_134432265,2.373243,False,0.371621,True
chr12_67337260_132389367,0.705465,False,0.341311,True
chr20_29306447_40052114,0.590325,False,0.335968,True
chr20_8747_12478772,0.514417,False,0.329499,True
chr15_18657388_18683110,0.660954,False,0.326953,True
chr1_17030134_22668805,1.811527,False,0.308275,True
chr16_28087_14817706,1.381896,False,0.304189,True
chr6_32766023_91964331,0.225472,False,0.292348,False
chr3_196908262_196937230,6.332135,False,0.290569,False
chr5_69274433_96603723,4.489542,False,0.286689,False
chr19_8246_232080,0.069717,False,0.284267,False
chr16_54390012_68679377,0.67616,False,0.276279,False
chr14_105602756_105630089,1.782299,False,0.273826,False
chr22_37683612_37705310,2.513045,False,0.26116,False
chr16_68710277_68751390,0.948318,False,0.258356,False
chr1_149369522_149394958,1.427297,False,0.247202,False
chr17_2361350_18868037,6.299407,False,0.232448,False
chr16_45058242_54336421,0.351399,False,0.226529,False
chr17_77535412_78653545,1.657402,False,0.225001,False
chr16_15039224_33875313,0.056438,False,0.217623,False
chr5_49619946_68850823,1.8905,False,0.209241,False
chr15_22163893_32511475,0.228612,False,0.191038,False
chr1_3149648_3157982,2.123048,False,0.189034,False
chr1_193480150_193527058,0.211608,False,0.1806,False
chr1_149579637_149598429,0.004134,False,0.17658,False
chr6_92035339_170943103,9.684908,True,0.175622,False
chr3_127015333_163987465,4.879075,False,0.173936,False
chr6_30021894_32519935,1.516111,False,0.165827,False
chr17_403833_446414,4.421683,False,0.161617,False
chr3_75546791_75799957,0.060984,False,0.16005,False
chr15_53166_592121,2.419335,False,0.159077,False
chr8_63810_90816,7.526271,False,0.157059,False
chr1_1676445_1703748,0.133221,False,0.151496,False
chr22_15433500_22665928,4.44928,False,0.150118,False
chr5_96637773_180644810,0.257053,False,0.133723,False
chr6_204528_634345,0.35205,False,0.133226,False
chr15_32523241_32594902,1.009026,False,0.13099,False
chr1_145820605_146634734,1.572734,False,0.125728,False
chr16_14956177_14988855,0.729708,False,0.12294,False
chr6_1535319_30010234,0.082078,False,0.122131,False
chr17_27463558_35067992,0.240622,False,0.121266,False
chr1_16551324_16997273,2.948246,False,0.114171,False
chr23_2702388_2969155,1.445122,False,0.106844,False
chr19_56816785_56859204,0.005438,False,0.106167,False
chr19_20422576_20493401,0.369231,False,0.10524,False
chr12_11466807_34647417,0.449529,False,0.101108,False
chr1_199087690_199111062,0.623714,False,0.100994,False
chr15_739595_18454050,2.187692,False,0.099146,False
chr1_2664285_2665530,0.163648,False,0.098005,False
chr2_8972669_89953713,0.002672,False,0.087004,False
chr14_22022060_73047267,0.116175,False,0.081651,False
chr15_20307869_21982746,3.7e-05,False,0.077682,False
chr17_21627596_22142513,0.771499,False,0.074793,False
chr17_2333732_2343255,3.207273,False,0.073946,False
