param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.6300000000000001,0.09854496999396321,477,0.6166666666666667,0.55,0.7333333333333334,0.75,0.5,0.47667808532714845,0.020655250549316405
sqrt,1,0.001,0.1,10,0.5966666666666667,0.10295630140987001,671,0.6166666666666667,0.65,0.4666666666666667,0.75,0.5,0.48134922981262207,0.020833492279052734
sqrt,1,0.001,0.1,20,0.5566666666666666,0.06879922480183431,732,0.6166666666666667,0.65,0.4666666666666667,0.55,0.5,0.4896849155426025,0.02082533836364746
sqrt,1,0.001,0.1,50,0.7066666666666667,0.056371781750959214,87,0.8,0.65,0.7333333333333334,0.65,0.7,0.49428448677062986,0.02078561782836914
sqrt,1,0.001,0.3,5,0.6300000000000001,0.09854496999396321,477,0.6166666666666667,0.55,0.7333333333333334,0.75,0.5,0.47721199989318847,0.02078981399536133
sqrt,1,0.001,0.3,10,0.5966666666666667,0.10295630140987001,671,0.6166666666666667,0.65,0.4666666666666667,0.75,0.5,0.483371639251709,0.02077960968017578
sqrt,1,0.001,0.3,20,0.5566666666666666,0.06879922480183431,732,0.6166666666666667,0.65,0.4666666666666667,0.55,0.5,0.48997483253479,0.02083001136779785
sqrt,1,0.001,0.3,50,0.7066666666666667,0.056371781750959214,87,0.8,0.65,0.7333333333333334,0.65,0.7,0.49439172744750975,0.020722627639770508
sqrt,1,0.001,0.5,5,0.6300000000000001,0.09854496999396321,477,0.6166666666666667,0.55,0.7333333333333334,0.75,0.5,0.4888619422912598,0.020707225799560545
sqrt,1,0.001,0.5,10,0.5966666666666667,0.10295630140987001,671,0.6166666666666667,0.65,0.4666666666666667,0.75,0.5,0.4816390037536621,0.020904111862182616
sqrt,1,0.001,0.5,20,0.5566666666666666,0.06879922480183431,732,0.6166666666666667,0.65,0.4666666666666667,0.55,0.5,0.49022111892700193,0.02107410430908203
sqrt,1,0.001,0.5,50,0.7066666666666667,0.056371781750959214,87,0.8,0.65,0.7333333333333334,0.65,0.7,0.4948073387145996,0.020927047729492186
