param_clf__max_features,param_clf__min_samples_leaf,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,5,0.5966666666666666,0.11850925889754119,18,0.4666666666666667,0.8166666666666667,0.5333333333333333,0.5666666666666667,0.6000000000000001,0.6019503116607666,0.02123880386352539
sqrt,1,10,0.63,0.05617433182117574,8,0.5666666666666667,0.7333333333333334,0.6166666666666667,0.6333333333333333,0.6000000000000001,0.605876874923706,0.02131204605102539
sqrt,1,15,0.6066666666666667,0.10466878978738388,16,0.7333333333333334,0.6333333333333333,0.4166666666666667,0.65,0.6000000000000001,0.6084201335906982,0.021213817596435546
sqrt,1,20,0.5700000000000001,0.060918889608323534,25,0.55,0.6333333333333333,0.5166666666666667,0.65,0.5,0.6100879192352295,0.02119579315185547
sqrt,1,30,0.5333333333333334,0.0760116950066092,32,0.55,0.55,0.4166666666666667,0.65,0.5,0.6140599727630616,0.021439409255981444
sqrt,1,50,0.6599999999999999,0.1708150396709194,3,0.55,0.8333333333333333,0.5166666666666667,0.9,0.5,0.6140369415283203,0.021207523345947266
sqrt,1,75,0.62,0.1465908895153068,13,0.6333333333333333,0.7333333333333334,0.4166666666666667,0.8166666666666667,0.5,0.6177405834197998,0.021273326873779298
sqrt,1,100,0.66,0.14321700705960558,1,0.55,0.7333333333333334,0.6166666666666667,0.9,0.5,0.6210725784301758,0.021157121658325194
sqrt,5,5,0.5933333333333333,0.13523641850067195,19,0.5666666666666667,0.6333333333333333,0.55,0.8166666666666667,0.4,0.5934724330902099,0.02125272750854492
sqrt,5,10,0.6333333333333334,0.14907119849998599,5,0.48333333333333334,0.55,0.6166666666666667,0.9166666666666667,0.6000000000000001,0.5951640605926514,0.020918846130371094
sqrt,5,15,0.5800000000000001,0.12884098726725124,23,0.48333333333333334,0.55,0.5333333333333333,0.8333333333333333,0.5,0.5951292037963867,0.021019458770751953
sqrt,5,20,0.61,0.09043106644167025,15,0.5666666666666667,0.55,0.7,0.7333333333333334,0.5,0.5988064289093018,0.021165084838867188
sqrt,5,30,0.5533333333333333,0.09392668535736916,30,0.4666666666666667,0.55,0.5166666666666667,0.7333333333333334,0.5,0.6070935726165771,0.021370410919189453
sqrt,5,50,0.5666666666666667,0.13662601021279464,27,0.55,0.55,0.5166666666666667,0.8166666666666667,0.4,0.6043140888214111,0.021109580993652344
sqrt,5,75,0.5666666666666667,0.18257418583505539,27,0.55,0.45,0.5166666666666667,0.9166666666666667,0.4,0.6053259372711182,0.0210543155670166
sqrt,5,100,0.5866666666666667,0.0865383665716478,22,0.55,0.6333333333333333,0.5166666666666667,0.7333333333333334,0.5,0.6074656963348388,0.021045207977294922
0.3,1,5,0.6333333333333333,0.09944289260117531,7,0.5666666666666667,0.8166666666666667,0.5333333333333333,0.65,0.6000000000000001,0.6011062145233155,0.02148590087890625
0.3,1,10,0.63,0.05617433182117574,8,0.5666666666666667,0.7333333333333334,0.6166666666666667,0.6333333333333333,0.6000000000000001,0.6055896759033204,0.02133650779724121
0.3,1,15,0.6433333333333333,0.08273115763993906,4,0.7333333333333334,0.7333333333333334,0.5166666666666667,0.6333333333333333,0.6000000000000001,0.608204984664917,0.021333026885986327
0.3,1,20,0.5900000000000001,0.08856886837057616,20,0.55,0.7333333333333334,0.5166666666666667,0.65,0.5,0.6115903854370117,0.021212387084960937
0.3,1,30,0.5900000000000001,0.08856886837057616,20,0.55,0.65,0.5166666666666667,0.7333333333333334,0.5,0.6178240299224853,0.021233224868774415
0.3,1,50,0.66,0.14321700705960558,1,0.55,0.7333333333333334,0.6166666666666667,0.9,0.5,0.6271201610565186,0.021164131164550782
0.3,1,75,0.6233333333333334,0.12762793146051096,10,0.55,0.7333333333333334,0.5166666666666667,0.8166666666666667,0.5,0.6389382839202881,0.02102656364440918
0.3,1,100,0.6233333333333333,0.09104333522498444,11,0.55,0.7333333333333334,0.6166666666666667,0.7166666666666667,0.5,0.6520904541015625,0.02123126983642578
0.3,5,5,0.58,0.10873004286866728,24,0.5666666666666667,0.5666666666666667,0.6333333333333333,0.7333333333333334,0.4,0.5904324054718018,0.021045494079589843
0.3,5,10,0.6333333333333334,0.14907119849998599,5,0.48333333333333334,0.55,0.6166666666666667,0.9166666666666667,0.6000000000000001,0.5953389167785644,0.02097916603088379
0.3,5,15,0.5633333333333334,0.05715476066494084,29,0.48333333333333334,0.55,0.5333333333333333,0.65,0.6000000000000001,0.5978365898132324,0.021081161499023438
0.3,5,20,0.6133333333333334,0.07845734863959881,14,0.5666666666666667,0.65,0.6166666666666667,0.7333333333333334,0.5,0.6048344612121582,0.02115659713745117
0.3,5,30,0.5533333333333333,0.09392668535736916,30,0.4666666666666667,0.55,0.5166666666666667,0.7333333333333334,0.5,0.6045168399810791,0.02100205421447754
0.3,5,50,0.57,0.1704243070821895,26,0.55,0.55,0.6166666666666667,0.8333333333333333,0.30000000000000004,0.6164233684539795,0.02122387886047363
0.3,5,75,0.6233333333333333,0.2045591465675501,11,0.55,0.65,0.5166666666666667,1.0,0.4,0.6186213970184327,0.021296882629394533
0.3,5,100,0.6033333333333333,0.20853989759489405,17,0.55,0.7333333333333334,0.5166666666666667,0.9166666666666667,0.30000000000000004,0.625093412399292,0.021178531646728515
