param_clf__max_features,param_clf__min_samples_leaf,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,5,0.7266666666666667,0.16076207402383325,9,0.8166666666666667,1.0,0.6333333333333333,0.5666666666666667,0.6166666666666667,0.6056787967681885,0.021133899688720703
sqrt,1,10,0.7266666666666667,0.14243907079480997,9,0.7333333333333334,1.0,0.6166666666666667,0.65,0.6333333333333333,0.6075778484344483,0.021073007583618165
sqrt,1,15,0.7,0.12337837015547833,17,0.7166666666666667,0.9,0.5333333333333333,0.7333333333333334,0.6166666666666667,0.6092190265655517,0.02120175361633301
sqrt,1,20,0.6799999999999999,0.09392668535736914,24,0.7166666666666667,0.8,0.5333333333333333,0.7333333333333334,0.6166666666666667,0.6122396469116211,0.021114826202392578
sqrt,1,30,0.76,0.0402768199119819,4,0.8166666666666667,0.8,0.7333333333333334,0.7333333333333334,0.7166666666666667,0.6153363704681396,0.021236276626586913
sqrt,1,50,0.74,0.06548960901462834,8,0.8166666666666667,0.8,0.7333333333333334,0.6333333333333333,0.7166666666666667,0.616676664352417,0.021064329147338866
sqrt,1,75,0.7666666666666667,0.1206464071390257,3,0.7333333333333334,1.0,0.7333333333333334,0.65,0.7166666666666667,0.6209624767303467,0.021181440353393553
sqrt,1,100,0.7833333333333333,0.1206464071390257,2,0.7333333333333334,1.0,0.8166666666666667,0.65,0.7166666666666667,0.6230746269226074,0.02091207504272461
sqrt,5,5,0.67,0.1284090685617215,28,0.8166666666666667,0.8,0.6333333333333333,0.4666666666666667,0.6333333333333333,0.5979324340820312,0.021081018447875976
sqrt,5,10,0.7066666666666668,0.12849556844930923,14,0.8166666666666667,0.9,0.6166666666666667,0.5666666666666667,0.6333333333333333,0.5952062129974365,0.02079176902770996
sqrt,5,15,0.7033333333333334,0.13012814197295425,16,0.9,0.8,0.5333333333333333,0.65,0.6333333333333333,0.5974185466766357,0.021011495590209962
sqrt,5,20,0.6599999999999999,0.10832051206181284,29,0.8,0.7,0.5333333333333333,0.7333333333333334,0.5333333333333333,0.600029706954956,0.020783042907714842
sqrt,5,30,0.7166666666666667,0.10110500592068736,13,0.9,0.7,0.6333333333333333,0.7333333333333334,0.6166666666666667,0.6015813827514649,0.020989990234375
sqrt,5,50,0.6799999999999999,0.09741092797468305,24,0.7333333333333334,0.7,0.8166666666666667,0.5333333333333333,0.6166666666666667,0.6030878543853759,0.020961236953735352
sqrt,5,75,0.6466666666666667,0.10718623460542352,30,0.7333333333333334,0.7,0.7333333333333334,0.45,0.6166666666666667,0.6120359420776367,0.020999431610107422
sqrt,5,100,0.6266666666666667,0.1540562667772179,32,0.65,0.7,0.8166666666666667,0.35,0.6166666666666667,0.6091178894042969,0.021068429946899413
0.3,1,5,0.7266666666666667,0.16076207402383325,9,0.8166666666666667,1.0,0.6333333333333333,0.5666666666666667,0.6166666666666667,0.6016905307769775,0.021021366119384766
0.3,1,10,0.7266666666666667,0.14243907079480997,9,0.7333333333333334,1.0,0.6166666666666667,0.65,0.6333333333333333,0.6077323436737061,0.02111196517944336
0.3,1,15,0.7,0.12337837015547833,17,0.7166666666666667,0.9,0.5333333333333333,0.7333333333333334,0.6166666666666667,0.6083594799041748,0.020901966094970702
0.3,1,20,0.6799999999999999,0.09392668535736914,24,0.7166666666666667,0.8,0.5333333333333333,0.7333333333333334,0.6166666666666667,0.6166651725769043,0.02101931571960449
0.3,1,30,0.76,0.0402768199119819,4,0.8166666666666667,0.8,0.7333333333333334,0.7333333333333334,0.7166666666666667,0.6177742958068848,0.02095451354980469
0.3,1,50,0.76,0.09104333522498444,4,0.8166666666666667,0.9,0.7333333333333334,0.6333333333333333,0.7166666666666667,0.6256610870361328,0.021039152145385744
0.3,1,75,0.8,0.10593499054713801,1,0.8166666666666667,1.0,0.7333333333333334,0.7333333333333334,0.7166666666666667,0.6379539489746093,0.021148681640625
0.3,1,100,0.7466666666666667,0.11125546178852426,7,0.8166666666666667,0.9,0.7333333333333334,0.5666666666666667,0.7166666666666667,0.6493233680725098,0.021129083633422852
0.3,5,5,0.69,0.0997775303139718,22,0.8166666666666667,0.8,0.6333333333333333,0.5666666666666667,0.6333333333333333,0.5912625789642334,0.02109503746032715
0.3,5,10,0.7066666666666668,0.12849556844930923,14,0.8166666666666667,0.9,0.6166666666666667,0.5666666666666667,0.6333333333333333,0.5947811603546143,0.0207003116607666
0.3,5,15,0.6966666666666667,0.08459051693633016,20,0.8,0.8,0.6166666666666667,0.6333333333333333,0.6333333333333333,0.5978697776794434,0.020933866500854492
0.3,5,20,0.6966666666666667,0.06699917080747261,20,0.8,0.7,0.6166666666666667,0.7333333333333334,0.6333333333333333,0.6003095149993897,0.020920753479003906
0.3,5,30,0.7,0.1038160766826496,17,0.9,0.7,0.6333333333333333,0.65,0.6166666666666667,0.6043511867523194,0.020933008193969725
0.3,5,50,0.6866666666666668,0.06944222218666553,23,0.7333333333333334,0.7,0.7333333333333334,0.55,0.7166666666666667,0.6120810985565186,0.02095823287963867
0.3,5,75,0.6700000000000002,0.10241527663824812,27,0.7333333333333334,0.7,0.7333333333333334,0.4666666666666667,0.7166666666666667,0.6200903415679931,0.0210085391998291
0.3,5,100,0.6466666666666666,0.06446359868604572,31,0.7333333333333334,0.7,0.6333333333333333,0.55,0.6166666666666667,0.6263203620910645,0.0209531307220459
