param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.42000000000000004,0.16845705024657703,185
0.001,0.1,10,0.45999999999999996,0.10252370999486467,169
0.001,0.1,20,0.46333333333333326,0.10561986345169906,153
0.001,0.1,50,0.5833333333333333,0.053748384988657,127
0.001,0.3,5,0.42000000000000004,0.16845705024657703,185
0.001,0.3,10,0.45999999999999996,0.10252370999486467,169
0.001,0.3,20,0.46333333333333326,0.10561986345169906,153
0.001,0.3,50,0.5833333333333333,0.053748384988657,127
0.001,0.5,5,0.42000000000000004,0.16845705024657703,185
0.001,0.5,10,0.45999999999999996,0.10252370999486467,169
0.001,0.5,20,0.46333333333333326,0.10561986345169906,153
0.001,0.5,50,0.5833333333333333,0.053748384988657,127
0.001,0.7,5,0.42000000000000004,0.16845705024657703,185
0.001,0.7,10,0.45999999999999996,0.10252370999486467,169
0.001,0.7,20,0.46333333333333326,0.10561986345169906,153
0.001,0.7,50,0.5833333333333333,0.053748384988657,127
0.001,0.9,5,0.42000000000000004,0.16845705024657703,185
0.001,0.9,10,0.45999999999999996,0.10252370999486467,169
0.001,0.9,20,0.46333333333333326,0.10561986345169906,153
0.001,0.9,50,0.5833333333333333,0.053748384988657,127
0.00359381,0.1,5,0.42000000000000004,0.16845705024657703,185
0.00359381,0.1,10,0.45999999999999996,0.10252370999486467,169
0.00359381,0.1,20,0.46333333333333326,0.10561986345169906,153
0.00359381,0.1,50,0.5833333333333333,0.053748384988657,127
0.00359381,0.3,5,0.42000000000000004,0.16845705024657703,185
0.00359381,0.3,10,0.45999999999999996,0.10252370999486467,169
0.00359381,0.3,20,0.46333333333333326,0.10561986345169906,153
0.00359381,0.3,50,0.5833333333333333,0.053748384988657,127
0.00359381,0.5,5,0.42000000000000004,0.16845705024657703,185
0.00359381,0.5,10,0.45999999999999996,0.10252370999486467,169
0.00359381,0.5,20,0.46333333333333326,0.10561986345169906,153
0.00359381,0.5,50,0.5833333333333333,0.053748384988657,127
0.00359381,0.7,5,0.42000000000000004,0.16845705024657703,185
0.00359381,0.7,10,0.45999999999999996,0.10252370999486467,169
0.00359381,0.7,20,0.46333333333333326,0.10561986345169906,153
0.00359381,0.7,50,0.5833333333333333,0.053748384988657,127
0.00359381,0.9,5,0.42000000000000004,0.16845705024657703,185
0.00359381,0.9,10,0.45999999999999996,0.10252370999486467,169
0.00359381,0.9,20,0.46333333333333326,0.10561986345169906,153
0.00359381,0.9,50,0.5833333333333333,0.053748384988657,127
0.0129155,0.1,5,0.6900000000000001,0.17876116903722564,81
0.0129155,0.1,10,0.7,0.17857460314638499,80
0.0129155,0.1,20,0.7166666666666667,0.14681810363696826,74
0.0129155,0.1,50,0.7533333333333333,0.10456258094238752,63
0.0129155,0.3,5,0.42000000000000004,0.16845705024657703,185
0.0129155,0.3,10,0.45999999999999996,0.10252370999486467,169
0.0129155,0.3,20,0.46333333333333326,0.10561986345169906,153
0.0129155,0.3,50,0.5833333333333333,0.053748384988657,127
0.0129155,0.5,5,0.42000000000000004,0.16845705024657703,185
0.0129155,0.5,10,0.45999999999999996,0.10252370999486467,169
0.0129155,0.5,20,0.46333333333333326,0.10561986345169906,153
0.0129155,0.5,50,0.5833333333333333,0.053748384988657,127
0.0129155,0.7,5,0.42000000000000004,0.16845705024657703,185
