param_clf__max_features,param_clf__min_samples_leaf,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,5,0.5933333333333334,0.09043106644167023,28,0.7166666666666667,0.45,0.55,0.65,0.6000000000000001,0.6064835071563721,0.021191787719726563
sqrt,1,10,0.6299999999999999,0.09797958971132714,19,0.6333333333333333,0.5333333333333333,0.5333333333333333,0.65,0.8,0.6178056240081787,0.021085500717163086
sqrt,1,15,0.6666666666666666,0.04216370213557842,15,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.7333333333333334,0.7,0.6064656734466553,0.021286821365356444
sqrt,1,20,0.6133333333333333,0.08524474568362947,23,0.6333333333333333,0.6333333333333333,0.45,0.65,0.7,0.6090095996856689,0.021175479888916014
sqrt,1,30,0.74,0.06548960901462834,5,0.7166666666666667,0.6333333333333333,0.8166666666666667,0.7333333333333334,0.8,0.6096295356750489,0.021236324310302736
sqrt,1,50,0.7533333333333333,0.06944222218666556,2,0.8,0.6333333333333333,0.7166666666666667,0.8166666666666667,0.8,0.6189433574676514,0.02123866081237793
sqrt,1,75,0.7533333333333333,0.06944222218666556,2,0.8,0.6333333333333333,0.7166666666666667,0.8166666666666667,0.8,0.6182353496551514,0.02111992835998535
sqrt,1,100,0.7566666666666666,0.0891939210683977,1,0.9,0.6333333333333333,0.7166666666666667,0.7333333333333334,0.8,0.6198651313781738,0.021170711517333983
sqrt,5,5,0.6133333333333334,0.07986099033807294,21,0.6333333333333333,0.6166666666666667,0.48333333333333334,0.7333333333333334,0.6000000000000001,0.59439697265625,0.021115493774414063
sqrt,5,10,0.6066666666666667,0.09752492558885197,25,0.6333333333333333,0.6333333333333333,0.43333333333333335,0.7333333333333334,0.6000000000000001,0.5982346534729004,0.020871925354003906
sqrt,5,15,0.6066666666666667,0.09104333522498444,25,0.6166666666666667,0.6333333333333333,0.45,0.7333333333333334,0.6000000000000001,0.5941759586334229,0.020955991744995118
sqrt,5,20,0.5900000000000001,0.07195677714974301,30,0.6166666666666667,0.6333333333333333,0.45,0.65,0.6000000000000001,0.5980003833770752,0.02119603157043457
sqrt,5,30,0.6599999999999999,0.07118052168020875,17,0.7,0.6333333333333333,0.5333333333333333,0.7333333333333334,0.7,0.5981516361236572,0.020884323120117187
sqrt,5,50,0.7333333333333334,0.06749485577105531,7,0.8,0.6333333333333333,0.7166666666666667,0.8166666666666667,0.7,0.6015892028808594,0.020941829681396483
sqrt,5,75,0.6933333333333334,0.07039570693980958,12,0.7,0.6333333333333333,0.6166666666666667,0.8166666666666667,0.7,0.6019507884979248,0.020954275131225587
sqrt,5,100,0.7333333333333332,0.07149203529842404,8,0.7166666666666667,0.7166666666666667,0.6166666666666667,0.8166666666666667,0.8,0.6038340568542481,0.02080378532409668
0.3,1,5,0.5933333333333334,0.04546060565661952,28,0.6333333333333333,0.5333333333333333,0.55,0.65,0.6000000000000001,0.6010085105895996,0.021387338638305664
0.3,1,10,0.6299999999999999,0.09797958971132714,19,0.6333333333333333,0.5333333333333333,0.5333333333333333,0.65,0.8,0.6043634414672852,0.02109212875366211
0.3,1,15,0.6666666666666666,0.04216370213557842,15,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.7333333333333334,0.7,0.605335283279419,0.021202516555786134
0.3,1,20,0.6133333333333333,0.08524474568362947,23,0.6333333333333333,0.6333333333333333,0.45,0.65,0.7,0.6091065406799316,0.021053361892700195
0.3,1,30,0.74,0.06548960901462834,5,0.7166666666666667,0.6333333333333333,0.8166666666666667,0.7333333333333334,0.8,0.6154194355010987,0.021129941940307616
0.3,1,50,0.7533333333333333,0.0653197264742181,2,0.8,0.6333333333333333,0.8,0.7333333333333334,0.8,0.6245893001556396,0.021063947677612306
0.3,1,75,0.7166666666666666,0.05374838498865703,9,0.8,0.6333333333333333,0.7166666666666667,0.7333333333333334,0.7,0.6349734306335449,0.021139812469482423
0.3,1,100,0.7033333333333334,0.0791622805802528,10,0.8,0.6333333333333333,0.6333333333333333,0.65,0.8,0.6456677913665771,0.021134233474731444
0.3,5,5,0.6133333333333334,0.07986099033807294,21,0.6333333333333333,0.6166666666666667,0.48333333333333334,0.7333333333333334,0.6000000000000001,0.5875736713409424,0.020764589309692383
0.3,5,10,0.6066666666666667,0.09752492558885197,25,0.6333333333333333,0.6333333333333333,0.43333333333333335,0.7333333333333334,0.6000000000000001,0.5908195495605468,0.020769500732421876
0.3,5,15,0.5866666666666667,0.09392668535736916,32,0.6166666666666667,0.5333333333333333,0.45,0.7333333333333334,0.6000000000000001,0.5935581207275391,0.021131324768066406
0.3,5,20,0.5900000000000001,0.07195677714974301,30,0.6166666666666667,0.6333333333333333,0.45,0.65,0.6000000000000001,0.5975874423980713,0.02091217041015625
0.3,5,30,0.6599999999999999,0.07118052168020875,17,0.7,0.6333333333333333,0.5333333333333333,0.7333333333333334,0.7,0.6009153842926025,0.02109847068786621
0.3,5,50,0.6966666666666667,0.033993463423951924,11,0.7,0.6333333333333333,0.7166666666666667,0.7333333333333334,0.7,0.6090735912322998,0.020972061157226562
0.3,5,75,0.6766666666666667,0.04422166387140534,13,0.7,0.6333333333333333,0.6166666666666667,0.7333333333333334,0.7,0.6148242473602294,0.02099432945251465
0.3,5,100,0.6766666666666667,0.050110987927909696,13,0.6166666666666667,0.7166666666666667,0.6166666666666667,0.7333333333333334,0.7,0.6210031032562255,0.020870447158813477
