param_clf__shrink_threshold,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,0.001,0.1,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.0032498836517333984,0.0013887882232666016
,0.001,0.1,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.003247642517089844,0.0013868331909179688
,0.001,0.1,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0032196998596191405,0.001380014419555664
,0.001,0.1,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003188800811767578,0.0013991832733154298
,0.001,0.3,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.0031928062438964845,0.0014015674591064454
,0.001,0.3,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0033356189727783204,0.0013901710510253907
,0.001,0.3,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.00319671630859375,0.0013775825500488281
,0.001,0.3,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.0032196998596191405,0.0013853549957275391
,0.001,0.5,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003219890594482422,0.001397418975830078
,0.001,0.5,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.003179645538330078,0.001456451416015625
,0.001,0.5,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0031694889068603514,0.001401805877685547
,0.001,0.5,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.0032176971435546875,0.0013890266418457031
,0.001,0.7,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.0032029151916503906,0.001413726806640625
,0.001,0.7,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0032450675964355467,0.0013913631439208985
,0.001,0.7,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0032042503356933595,0.0013958930969238282
,0.001,0.7,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.0032444000244140625,0.0014013290405273438
,0.001,0.9,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003190898895263672,0.00138092041015625
,0.001,0.9,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.003263568878173828,0.001389932632446289
,0.001,0.9,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.003192234039306641,0.00137176513671875
,0.001,0.9,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003251314163208008,0.0013931751251220702
,0.00359381,0.1,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003829669952392578,0.001384592056274414
,0.00359381,0.1,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0038633346557617188,0.0013775825500488281
,0.00359381,0.1,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.003821849822998047,0.0013825416564941407
,0.00359381,0.1,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003853130340576172,0.0013898372650146484
,0.00359381,0.3,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.0033095836639404296,0.0013935565948486328
,0.00359381,0.3,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.003288125991821289,0.0013824939727783204
,0.00359381,0.3,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0032620906829833986,0.001377439498901367
,0.00359381,0.3,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003329753875732422,0.001395273208618164
,0.00359381,0.5,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003253269195556641,0.001383495330810547
,0.00359381,0.5,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0031984806060791015,0.0013781070709228515
,0.00359381,0.5,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.003191041946411133,0.0013815879821777344
,0.00359381,0.5,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.0032190799713134764,0.001380777359008789
,0.00359381,0.7,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003254222869873047,0.0013879776000976563
,0.00359381,0.7,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0032207489013671873,0.0013675689697265625
,0.00359381,0.7,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0031710147857666017,0.0013729095458984374
,0.00359381,0.7,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003191041946411133,0.0013958930969238282
,0.00359381,0.9,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.0031836509704589845,0.0014595985412597656
,0.00359381,0.9,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0032127857208251952,0.0014009952545166015
,0.00359381,0.9,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0031957149505615233,0.0013834476470947266
,0.00359381,0.9,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003182220458984375,0.0013923168182373047
,0.0129155,0.1,5,0.5933333333333334,0.08981462390204985,457,0.6333333333333333,0.45,0.5333333333333333,0.65,0.7,0.011876678466796875,0.0014598369598388672
,0.0129155,0.1,10,0.6466666666666666,0.10509255180289631,381,0.8166666666666667,0.7166666666666667,0.5333333333333333,0.5666666666666667,0.6000000000000001,0.011939620971679688,0.0013931751251220702
,0.0129155,0.1,20,0.6866666666666666,0.12534397117975446,354,0.9166666666666667,0.7166666666666667,0.6333333333333333,0.5666666666666667,0.6000000000000001,0.011783027648925781,0.0014073371887207032
,0.0129155,0.1,50,0.7366666666666667,0.10187137859957417,265,0.9166666666666667,0.7166666666666667,0.7166666666666667,0.7333333333333334,0.6000000000000001,0.011817646026611329,0.0013992786407470703
,0.0129155,0.3,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003861141204833984,0.0013904571533203125
,0.0129155,0.3,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0038942337036132813,0.0013917922973632813
,0.0129155,0.3,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0038413524627685545,0.0013833999633789062
,0.0129155,0.3,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.0038728713989257812,0.0013992786407470703
,0.0129155,0.5,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003726816177368164,0.001398754119873047
,0.0129155,0.5,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0037549495697021484,0.001385641098022461
,0.0129155,0.5,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0036908626556396485,0.0013871192932128906
,0.0129155,0.5,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.00369720458984375,0.0013918876647949219
,0.0129155,0.7,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003607940673828125,0.0013881683349609374
,0.0129155,0.7,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.003570556640625,0.0013841629028320313
,0.0129155,0.7,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.0035543918609619142,0.0013714313507080078
,0.0129155,0.7,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003570079803466797,0.0013934612274169923
,0.0129155,0.9,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.00350341796875,0.0013811111450195313
,0.0129155,0.9,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.0034799575805664062,0.00138702392578125
,0.0129155,0.9,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.003472423553466797,0.0013928413391113281
,0.0129155,0.9,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.0035293102264404297,0.001403045654296875
,0.0464159,0.1,5,0.6000000000000001,0.1,415,0.55,0.75,0.65,0.45,0.6000000000000001,0.021617746353149413,0.0013909339904785156
,0.0464159,0.1,10,0.7633333333333333,0.15790292376436013,143,1.0,0.6333333333333333,0.55,0.8333333333333333,0.8,0.021626615524291994,0.0013928413391113281
,0.0464159,0.1,20,0.7966666666666666,0.12578641509408803,39,1.0,0.6166666666666667,0.8333333333333333,0.7333333333333334,0.8,0.02158493995666504,0.0014060020446777343
,0.0464159,0.1,50,0.7733333333333333,0.11953614051360738,108,0.9166666666666667,0.7166666666666667,0.7333333333333334,0.9,0.6000000000000001,0.02164449691772461,0.0014097213745117188
,0.0464159,0.3,5,0.5933333333333334,0.08981462390204985,457,0.6333333333333333,0.45,0.5333333333333333,0.65,0.7,0.02324538230895996,0.0014639854431152343
,0.0464159,0.3,10,0.6666666666666667,0.1810463415200036,362,0.9166666666666667,0.7166666666666667,0.3666666666666667,0.7333333333333334,0.6000000000000001,0.023372411727905273,0.0013972759246826173
,0.0464159,0.3,20,0.7766666666666666,0.13148721948877343,94,1.0,0.8166666666666667,0.7333333333333334,0.7333333333333334,0.6000000000000001,0.023218297958374025,0.001402425765991211
,0.0464159,0.3,50,0.7333333333333333,0.1414213562373095,288,1.0,0.7,0.6333333333333333,0.7333333333333334,0.6000000000000001,0.023312187194824217,0.0014148712158203124
,0.0464159,0.5,5,0.4133333333333333,0.1469693845669907,719,0.43333333333333335,0.3,0.5333333333333333,0.2,0.6000000000000001,0.007949399948120116,0.0013971328735351562
,0.0464159,0.5,10,0.47333333333333333,0.22449944320643644,628,0.43333333333333335,0.3,0.8333333333333333,0.2,0.6,0.007967805862426758,0.0013933181762695312
,0.0464159,0.5,20,0.35000000000000003,0.24083189157584592,768,0.43333333333333335,0.4,0.7333333333333334,0.08333333333333333,0.1,0.007926607131958007,0.0013877391815185548
,0.0464159,0.5,50,0.47333333333333333,0.14704496666741854,628,0.5666666666666667,0.7166666666666667,0.35,0.3333333333333333,0.4,0.007958030700683594,0.0013933181762695312
,0.0464159,0.7,5,0.3766666666666667,0.1348249894410446,752,0.43333333333333335,0.3,0.35,0.2,0.6000000000000001,0.003983879089355468,0.0014582157135009765
,0.0464159,0.7,10,0.39666666666666667,0.1367885635245546,720,0.43333333333333335,0.3,0.45,0.2,0.6,0.004015636444091797,0.0013779163360595702
,0.0464159,0.7,20,0.2766666666666667,0.15260697523012798,785,0.43333333333333335,0.4,0.3666666666666667,0.08333333333333333,0.1,0.003995037078857422,0.0013951778411865235
,0.0464159,0.7,50,0.4766666666666667,0.1443760521847181,596,0.5666666666666667,0.7166666666666667,0.3666666666666667,0.3333333333333333,0.4,0.003997278213500976,0.0014023780822753906
