param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.45999999999999996,0.11766241729815193,185
0.001,0.1,10,0.5666666666666667,0.13824294235551815,133
0.001,0.1,20,0.52,0.1142122779934121,150
0.001,0.1,50,0.48,0.10022197585581938,168
0.001,0.3,5,0.45999999999999996,0.11766241729815193,185
0.001,0.3,10,0.5666666666666667,0.13824294235551815,133
0.001,0.3,20,0.52,0.1142122779934121,150
0.001,0.3,50,0.48,0.10022197585581938,168
0.001,0.5,5,0.45999999999999996,0.11766241729815193,185
0.001,0.5,10,0.5666666666666667,0.13824294235551815,133
0.001,0.5,20,0.52,0.1142122779934121,150
0.001,0.5,50,0.48,0.10022197585581938,168
0.001,0.7,5,0.45999999999999996,0.11766241729815193,185
0.001,0.7,10,0.5666666666666667,0.13824294235551815,133
0.001,0.7,20,0.52,0.1142122779934121,150
0.001,0.7,50,0.48,0.10022197585581938,168
0.001,0.9,5,0.45999999999999996,0.11766241729815193,185
0.001,0.9,10,0.5666666666666667,0.13824294235551815,133
0.001,0.9,20,0.52,0.1142122779934121,150
0.001,0.9,50,0.48,0.10022197585581938,168
0.00359381,0.1,5,0.45999999999999996,0.11766241729815193,185
0.00359381,0.1,10,0.5666666666666667,0.13824294235551815,133
0.00359381,0.1,20,0.52,0.1142122779934121,150
0.00359381,0.1,50,0.48,0.10022197585581938,168
0.00359381,0.3,5,0.45999999999999996,0.11766241729815193,185
0.00359381,0.3,10,0.5666666666666667,0.13824294235551815,133
0.00359381,0.3,20,0.52,0.1142122779934121,150
0.00359381,0.3,50,0.48,0.10022197585581938,168
0.00359381,0.5,5,0.45999999999999996,0.11766241729815193,185
0.00359381,0.5,10,0.5666666666666667,0.13824294235551815,133
0.00359381,0.5,20,0.52,0.1142122779934121,150
0.00359381,0.5,50,0.48,0.10022197585581938,168
0.00359381,0.7,5,0.45999999999999996,0.11766241729815193,185
0.00359381,0.7,10,0.5666666666666667,0.13824294235551815,133
0.00359381,0.7,20,0.52,0.1142122779934121,150
0.00359381,0.7,50,0.48,0.10022197585581938,168
0.00359381,0.9,5,0.45999999999999996,0.11766241729815193,185
0.00359381,0.9,10,0.5666666666666667,0.13824294235551815,133
0.00359381,0.9,20,0.52,0.1142122779934121,150
0.00359381,0.9,50,0.48,0.10022197585581938,168
0.0129155,0.1,5,0.6466666666666667,0.05617433182117572,129
0.0129155,0.1,10,0.7266666666666667,0.11085526098877262,66
0.0129155,0.1,20,0.74,0.069602043392737,46
0.0129155,0.1,50,0.7766666666666666,0.08602325267042626,9
0.0129155,0.3,5,0.45999999999999996,0.11766241729815193,185
0.0129155,0.3,10,0.5666666666666667,0.13824294235551815,133
0.0129155,0.3,20,0.52,0.1142122779934121,150
0.0129155,0.3,50,0.48,0.10022197585581938,168
0.0129155,0.5,5,0.45999999999999996,0.11766241729815193,185
0.0129155,0.5,10,0.5666666666666667,0.13824294235551815,133
0.0129155,0.5,20,0.52,0.1142122779934121,150
0.0129155,0.5,50,0.48,0.10022197585581938,168
