param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.6599999999999999,0.11035296904831232,373,0.7,0.8,0.6333333333333333,0.4666666666666667,0.7,0.4961239814758301,0.02140336036682129
sqrt,1,0.001,0.1,10,0.6,0.1378404875209022,572,0.5166666666666667,0.7,0.7166666666666667,0.3666666666666667,0.7,0.4904202461242676,0.021172761917114258
sqrt,1,0.001,0.1,20,0.5166666666666667,0.10110500592068733,753,0.6333333333333333,0.43333333333333335,0.3666666666666667,0.55,0.6000000000000001,0.5005571365356445,0.021620798110961913
sqrt,1,0.001,0.1,50,0.6033333333333333,0.13012814197295425,548,0.43333333333333335,0.7,0.5333333333333333,0.55,0.8,0.5042409420013427,0.02142157554626465
sqrt,1,0.001,0.3,5,0.6599999999999999,0.11035296904831232,373,0.7,0.8,0.6333333333333333,0.4666666666666667,0.7,0.4843698024749756,0.020954084396362305
sqrt,1,0.001,0.3,10,0.6,0.1378404875209022,572,0.5166666666666667,0.7,0.7166666666666667,0.3666666666666667,0.7,0.4776928424835205,0.020794057846069337
sqrt,1,0.001,0.3,20,0.5166666666666667,0.10110500592068733,753,0.6333333333333333,0.43333333333333335,0.3666666666666667,0.55,0.6000000000000001,0.5056068897247314,0.021289634704589843
sqrt,1,0.001,0.3,50,0.6033333333333333,0.13012814197295425,548,0.43333333333333335,0.7,0.5333333333333333,0.55,0.8,0.49990143775939944,0.02117443084716797
sqrt,1,0.001,0.5,5,0.6599999999999999,0.11035296904831232,373,0.7,0.8,0.6333333333333333,0.4666666666666667,0.7,0.4937440872192383,0.021829938888549803
sqrt,1,0.001,0.5,10,0.6,0.1378404875209022,572,0.5166666666666667,0.7,0.7166666666666667,0.3666666666666667,0.7,0.4929683208465576,0.021996212005615235
sqrt,1,0.001,0.5,20,0.5166666666666667,0.10110500592068733,753,0.6333333333333333,0.43333333333333335,0.3666666666666667,0.55,0.6000000000000001,0.49991345405578613,0.021683311462402342
sqrt,1,0.001,0.5,50,0.6033333333333333,0.13012814197295425,548,0.43333333333333335,0.7,0.5333333333333333,0.55,0.8,0.5038085460662842,0.02155275344848633
sqrt,1,0.001,0.7,5,0.6599999999999999,0.11035296904831232,373,0.7,0.8,0.6333333333333333,0.4666666666666667,0.7,0.4872762203216553,0.02185544967651367
sqrt,1,0.001,0.7,10,0.6,0.1378404875209022,572,0.5166666666666667,0.7,0.7166666666666667,0.3666666666666667,0.7,0.4918201446533203,0.021531057357788087
sqrt,1,0.001,0.7,20,0.5166666666666667,0.10110500592068733,753,0.6333333333333333,0.43333333333333335,0.3666666666666667,0.55,0.6000000000000001,0.5001542568206787,0.021770334243774413
sqrt,1,0.001,0.7,50,0.6033333333333333,0.13012814197295425,548,0.43333333333333335,0.7,0.5333333333333333,0.55,0.8,0.5047946453094483,0.021508455276489258
sqrt,1,0.001,0.9,5,0.6599999999999999,0.11035296904831232,373,0.7,0.8,0.6333333333333333,0.4666666666666667,0.7,0.48711652755737306,0.021785688400268555
