param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.4833333333333333,0.06411794687223783,169
0.001,0.1,10,0.5033333333333333,0.07102425250887508,153
0.001,0.1,20,0.47333333333333333,0.10624918300339484,185
0.001,0.1,50,0.5866666666666667,0.08393118874676113,125
0.001,0.3,5,0.4833333333333333,0.06411794687223783,169
0.001,0.3,10,0.5033333333333333,0.07102425250887508,153
0.001,0.3,20,0.47333333333333333,0.10624918300339484,185
0.001,0.3,50,0.5866666666666667,0.08393118874676113,125
0.001,0.5,5,0.4833333333333333,0.06411794687223783,169
0.001,0.5,10,0.5033333333333333,0.07102425250887508,153
0.001,0.5,20,0.47333333333333333,0.10624918300339484,185
0.001,0.5,50,0.5866666666666667,0.08393118874676113,125
0.001,0.7,5,0.4833333333333333,0.06411794687223783,169
0.001,0.7,10,0.5033333333333333,0.07102425250887508,153
0.001,0.7,20,0.47333333333333333,0.10624918300339484,185
0.001,0.7,50,0.5866666666666667,0.08393118874676113,125
0.001,0.9,5,0.4833333333333333,0.06411794687223783,169
0.001,0.9,10,0.5033333333333333,0.07102425250887508,153
0.001,0.9,20,0.47333333333333333,0.10624918300339484,185
0.001,0.9,50,0.5866666666666667,0.08393118874676113,125
0.00359381,0.1,5,0.4833333333333333,0.06411794687223783,169
0.00359381,0.1,10,0.5033333333333333,0.07102425250887508,153
0.00359381,0.1,20,0.47333333333333333,0.10624918300339484,185
0.00359381,0.1,50,0.5866666666666667,0.08393118874676113,125
0.00359381,0.3,5,0.4833333333333333,0.06411794687223783,169
0.00359381,0.3,10,0.5033333333333333,0.07102425250887508,153
0.00359381,0.3,20,0.47333333333333333,0.10624918300339484,185
0.00359381,0.3,50,0.5866666666666667,0.08393118874676113,125
0.00359381,0.5,5,0.4833333333333333,0.06411794687223783,169
0.00359381,0.5,10,0.5033333333333333,0.07102425250887508,153
0.00359381,0.5,20,0.47333333333333333,0.10624918300339484,185
0.00359381,0.5,50,0.5866666666666667,0.08393118874676113,125
0.00359381,0.7,5,0.4833333333333333,0.06411794687223783,169
0.00359381,0.7,10,0.5033333333333333,0.07102425250887508,153
0.00359381,0.7,20,0.47333333333333333,0.10624918300339484,185
0.00359381,0.7,50,0.5866666666666667,0.08393118874676113,125
0.00359381,0.9,5,0.4833333333333333,0.06411794687223783,169
0.00359381,0.9,10,0.5033333333333333,0.07102425250887508,153
0.00359381,0.9,20,0.47333333333333333,0.10624918300339484,185
0.00359381,0.9,50,0.5866666666666667,0.08393118874676113,125
0.0129155,0.1,5,0.5900000000000001,0.051207638319124046,122
0.0129155,0.1,10,0.6633333333333333,0.12036980056845194,54
0.0129155,0.1,20,0.6666666666666666,0.1501850710142508,50
0.0129155,0.1,50,0.6233333333333333,0.1558489297008128,102
0.0129155,0.3,5,0.4833333333333333,0.06411794687223783,169
0.0129155,0.3,10,0.5033333333333333,0.07102425250887508,153
0.0129155,0.3,20,0.47333333333333333,0.10624918300339484,185
0.0129155,0.3,50,0.5866666666666667,0.08393118874676113,125
0.0129155,0.5,5,0.4833333333333333,0.06411794687223783,169
0.0129155,0.5,10,0.5033333333333333,0.07102425250887508,153
0.0129155,0.5,20,0.47333333333333333,0.10624918300339484,185
0.0129155,0.5,50,0.5866666666666667,0.08393118874676113,125
0.0129155,0.7,5,0.4833333333333333,0.06411794687223783,169
0.0129155,0.7,10,0.5033333333333333,0.07102425250887508,153
0.0129155,0.7,20,0.47333333333333333,0.10624918300339484,185
0.0129155,0.7,50,0.5866666666666667,0.08393118874676113,125
0.0129155,0.9,5,0.4833333333333333,0.06411794687223783,169
0.0129155,0.9,10,0.5033333333333333,0.07102425250887508,153
0.0129155,0.9,20,0.47333333333333333,0.10624918300339484,185
0.0129155,0.9,50,0.5866666666666667,0.08393118874676113,125
0.0464159,0.1,5,0.54,0.17845011752432233,151
0.0464159,0.1,10,0.6599999999999999,0.06716480559869961,61
0.0464159,0.1,20,0.6300000000000001,0.10614455552060438,98
0.0464159,0.1,50,0.7333333333333332,0.08881941729649487,9
0.0464159,0.3,5,0.5900000000000001,0.08339997335464536,122
0.0464159,0.3,10,0.6633333333333333,0.09030811456096045,54
0.0464159,0.3,20,0.68,0.09392668535736916,38
0.0464159,0.3,50,0.6766666666666667,0.13888444437333106,44
0.0464159,0.5,5,0.5433333333333333,0.07788880963698615,150
0.0464159,0.5,10,0.66,0.14892205269125786,60
0.0464159,0.5,20,0.7033333333333334,0.16138291249213604,25
0.0464159,0.5,50,0.6900000000000001,0.08205689083394112,35
0.0464159,0.7,5,0.4833333333333333,0.06411794687223783,169
0.0464159,0.7,10,0.5033333333333333,0.07102425250887508,153
0.0464159,0.7,20,0.47333333333333333,0.10624918300339484,185
0.0464159,0.7,50,0.5866666666666667,0.08393118874676113,125
0.0464159,0.9,5,0.4833333333333333,0.06411794687223783,169
0.0464159,0.9,10,0.5033333333333333,0.07102425250887508,153
0.0464159,0.9,20,0.47333333333333333,0.10624918300339484,185
0.0464159,0.9,50,0.5866666666666667,0.08393118874676113,125
0.16681,0.1,5,0.6333333333333334,0.08628119403696524,84
0.16681,0.1,10,0.5966666666666667,0.11025223605694151,115
0.16681,0.1,20,0.65,0.12516655570345725,70
0.16681,0.1,50,0.7366666666666666,0.12036980056845192,8
0.16681,0.3,5,0.5399999999999999,0.13605554421305704,152
0.16681,0.3,10,0.64,0.11185307823708347,76
0.16681,0.3,20,0.7133333333333333,0.10077477638553985,21
0.16681,0.3,50,0.7166666666666666,0.05868938953886337,14
0.16681,0.5,5,0.5566666666666666,0.1412641340027806,149
0.16681,0.5,10,0.68,0.09741092797468305,38
0.16681,0.5,20,0.7133333333333333,0.1297005097222915,21
0.16681,0.5,50,0.68,0.09392668535736914,38
0.16681,0.7,5,0.5966666666666667,0.17461067804945057,115
0.16681,0.7,10,0.7366666666666667,0.10561986345169906,7
0.16681,0.7,20,0.7,0.10903618155864084,26
0.16681,0.7,50,0.7166666666666666,0.08628119403696521,14
0.16681,0.9,5,0.6133333333333333,0.19189117286165672,111
0.16681,0.9,10,0.7,0.05868938953886338,26
0.16681,0.9,20,0.6666666666666666,0.10593499054713804,50
0.16681,0.9,50,0.6633333333333333,0.12666666666666668,54
0.599484,0.1,5,0.6166666666666666,0.1299572579307862,106
0.599484,0.1,10,0.6333333333333332,0.1422048600513436,97
0.599484,0.1,20,0.6433333333333333,0.09637888196533975,74
0.599484,0.1,50,0.7533333333333333,0.12445436468396313,4
0.599484,0.3,5,0.6,0.12110601416389966,114
0.599484,0.3,10,0.6166666666666666,0.09545214042184236,106
0.599484,0.3,20,0.6433333333333333,0.1147945023848171,74
0.599484,0.3,50,0.7733333333333333,0.09104333522498444,1
0.599484,0.5,5,0.59,0.07571877794400367,124
0.599484,0.5,10,0.5933333333333334,0.07644896627453142,118
0.599484,0.5,20,0.7133333333333333,0.10077477638553983,21
0.599484,0.5,50,0.6966666666666667,0.06182412330330472,32
0.599484,0.7,5,0.6166666666666667,0.14102797200870787,103
0.599484,0.7,10,0.6466666666666667,0.06446359868604572,72
0.599484,0.7,20,0.6966666666666667,0.13140268896284682,32
0.599484,0.7,50,0.75,0.07149203529842409,6
0.599484,0.9,5,0.5766666666666667,0.16819301082057156,148
0.599484,0.9,10,0.61,0.066332495807108,113
0.599484,0.9,20,0.6300000000000001,0.14352700094407325,98
0.599484,0.9,50,0.7733333333333333,0.09463379711052261,1
2.15443,0.1,5,0.6333333333333334,0.1038160766826496,84
2.15443,0.1,10,0.6166666666666666,0.17224014243685085,106
2.15443,0.1,20,0.6299999999999999,0.10873004286866729,100
2.15443,0.1,50,0.7166666666666666,0.10055402085998905,14
2.15443,0.3,5,0.6366666666666667,0.07630348761506399,77
