param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.01,0.1,5,0.7,0.11595018087284058,20,0.7333333333333334,0.6666666666666666,0.55,0.9,0.65,0.007879686355590821,0.0014316558837890625
0.01,0.1,20,0.7266666666666668,0.150037032465692,19,0.7,0.9166666666666667,0.4666666666666667,0.7333333333333334,0.8166666666666667,0.007753133773803711,0.0012676239013671875
0.01,0.5,5,0.4366666666666667,0.14039626459101792,23,0.45,0.6166666666666667,0.18333333333333335,0.4666666666666667,0.4666666666666667,0.0027141571044921875,0.0012153148651123046
0.01,0.5,20,0.4533333333333333,0.20477630071210226,21,0.43333333333333335,0.6166666666666667,0.08333333333333333,0.6666666666666666,0.4666666666666667,0.0027317523956298826,0.001205110549926758
0.01,0.9,5,0.4366666666666667,0.14039626459101792,23,0.45,0.6166666666666667,0.18333333333333335,0.4666666666666667,0.4666666666666667,0.002816438674926758,0.0012920379638671875
0.01,0.9,20,0.4533333333333333,0.20477630071210226,21,0.43333333333333335,0.6166666666666667,0.08333333333333333,0.6666666666666666,0.4666666666666667,0.0031552791595458986,0.001345348358154297
0.1,0.1,5,0.8400000000000001,0.14087031072743622,1,0.7333333333333334,1.0,0.65,0.8166666666666667,1.0,0.028279447555541994,0.0013439655303955078
0.1,0.1,20,0.7466666666666666,0.15755069730795299,14,0.7333333333333334,1.0,0.5333333333333333,0.8166666666666667,0.65,0.027876996994018556,0.0013684749603271485
0.1,0.5,5,0.7633333333333333,0.08653836657164779,10,0.7333333333333334,0.9,0.65,0.7166666666666667,0.8166666666666667,0.029117870330810546,0.001409626007080078
0.1,0.5,20,0.7566666666666666,0.13888444437333106,12,0.6333333333333333,1.0,0.6166666666666667,0.8,0.7333333333333334,0.028068065643310547,0.001440143585205078
0.1,0.9,5,0.7866666666666667,0.10402991022884824,5,0.7333333333333334,0.9166666666666667,0.65,0.9,0.7333333333333334,0.023004150390625,0.0013003826141357421
0.1,0.9,20,0.7466666666666667,0.15755069730795299,13,0.7,0.9166666666666667,0.48333333333333334,0.7333333333333334,0.9,0.023068571090698244,0.0014437198638916015
1.0,0.1,5,0.73,0.14772346537440226,17,0.7333333333333334,0.7166666666666667,0.5666666666666667,0.6333333333333333,1.0,0.11889557838439942,0.0015244483947753906
1.0,0.1,20,0.7633333333333333,0.11897712198383162,10,0.7333333333333334,0.9,0.55,0.8166666666666667,0.8166666666666667,0.1203160285949707,0.001517009735107422
1.0,0.5,5,0.7366666666666666,0.07102425250887505,15,0.7333333333333334,0.8166666666666667,0.65,0.8166666666666667,0.6666666666666666,0.17129940986633302,0.0014142990112304688
1.0,0.5,20,0.7866666666666666,0.16613247725836147,6,0.9166666666666667,1.0,0.55,0.8166666666666667,0.65,0.17235751152038575,0.001560544967651367
1.0,0.9,5,0.8033333333333333,0.13800161029656302,2,0.8166666666666667,0.8166666666666667,0.5666666666666667,0.8166666666666667,1.0,0.18151326179504396,0.0014708518981933593
1.0,0.9,20,0.8,0.10903618155864082,3,0.8333333333333333,1.0,0.7166666666666667,0.7166666666666667,0.7333333333333334,0.1791834354400635,0.001418304443359375
10.0,0.1,5,0.73,0.05811865258054232,17,0.7333333333333334,0.8166666666666667,0.7333333333333334,0.6333333333333333,0.7333333333333334,0.22891473770141602,0.0013726234436035156
10.0,0.1,20,0.7633333333333334,0.13474255287605158,9,0.7333333333333334,0.9,0.55,0.7166666666666667,0.9166666666666667,0.22788548469543457,0.001388692855834961
10.0,0.5,5,0.7666666666666666,0.12064640713902569,8,0.7333333333333334,0.9,0.55,0.8166666666666667,0.8333333333333333,0.41773419380187987,0.0014910221099853516
10.0,0.5,20,0.7833333333333334,0.1206464071390257,7,0.7333333333333334,1.0,0.65,0.7166666666666667,0.8166666666666667,0.41399459838867186,0.0014202594757080078
10.0,0.9,5,0.7333333333333334,0.12292725943057184,16,0.7333333333333334,0.9,0.5666666666666667,0.6333333333333333,0.8333333333333333,0.5045374393463135,0.0013291358947753907
10.0,0.9,20,0.8,0.15705625319186328,3,0.9166666666666667,1.0,0.55,0.7166666666666667,0.8166666666666667,0.4947062492370605,0.001365518569946289
