param_clf__C,param_clf__l1_ratio,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002494144439697266,0.0011840343475341796
0.001,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023406982421875,0.0011703968048095703
0.001,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023282527923583984,0.001174592971801758
0.001,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023375988006591798,0.001189851760864258
0.001,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023600101470947266,0.0012014389038085937
0.00359381,0.1,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0027658939361572266,0.0011908054351806641
0.00359381,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023273944854736326,0.001175260543823242
0.00359381,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023242473602294923,0.001186037063598633
0.00359381,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023522377014160156,0.0011831283569335937
0.00359381,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023333072662353516,0.0012003421783447266
0.0129155,0.1,0.6166666666666666,0.07302967433402216,33,0.7333333333333334,0.5166666666666667,0.6333333333333333,0.6333333333333333,0.5666666666666667,0.008018016815185547,0.0011988639831542968
0.0129155,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0027559757232666015,0.0011770248413085938
0.0129155,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0025020599365234374,0.0011977195739746095
0.0129155,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002418661117553711,0.0011708736419677734
0.0129155,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023602008819580077,0.001166534423828125
0.0464159,0.1,0.7633333333333333,0.14429907214608909,1,0.75,0.5166666666666667,0.9,0.9166666666666667,0.7333333333333334,0.016393136978149415,0.0012145042419433594
0.0464159,0.3,0.6733333333333332,0.12498888839501782,6,0.65,0.5166666666666667,0.8,0.8333333333333333,0.5666666666666667,0.01666722297668457,0.001215362548828125
0.0464159,0.5,0.5533333333333333,0.05906681715556449,34,0.5166666666666667,0.5,0.5,0.6333333333333333,0.6166666666666667,0.008612871170043945,0.0011967182159423827
0.0464159,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0028512001037597655,0.0011766910552978515
0.0464159,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0028282642364501954,0.0011814594268798827
0.16681,0.1,0.6866666666666666,0.1013245610238044,4,0.75,0.5166666666666667,0.7,0.8166666666666667,0.65,0.03768935203552246,0.0012479782104492187
0.16681,0.3,0.6933333333333331,0.12762793146051096,3,0.75,0.5166666666666667,0.8,0.8333333333333333,0.5666666666666667,0.0415992259979248,0.0012244224548339845
0.16681,0.5,0.6766666666666665,0.1470449666674185,5,0.75,0.5166666666666667,0.8,0.8333333333333333,0.48333333333333334,0.04491872787475586,0.0012250900268554687
0.16681,0.7,0.6966666666666667,0.13960261060914617,2,0.7333333333333334,0.6166666666666667,0.9,0.75,0.48333333333333334,0.04734926223754883,0.0012816905975341797
0.16681,0.9,0.66,0.15333333333333332,8,0.65,0.5166666666666667,0.9,0.75,0.48333333333333334,0.0656735897064209,0.0012534618377685546
0.599484,0.1,0.6533333333333332,0.1175679472569893,16,0.75,0.5166666666666667,0.5333333333333333,0.8166666666666667,0.65,0.0841911792755127,0.0015252590179443359
0.599484,0.3,0.6366666666666667,0.09153020145163987,18,0.75,0.5166666666666667,0.6166666666666667,0.7333333333333334,0.5666666666666667,0.10545783042907715,0.0013212203979492188
0.599484,0.5,0.6533333333333333,0.13474255287605155,14,0.55,0.5166666666666667,0.8,0.8333333333333333,0.5666666666666667,0.10985383987426758,0.001306915283203125
0.599484,0.7,0.6566666666666666,0.17403703309608815,9,0.55,0.5166666666666667,0.9,0.8333333333333333,0.48333333333333334,0.12808852195739745,0.0012899398803710937
0.599484,0.9,0.6533333333333333,0.151803967156476,14,0.6333333333333333,0.5166666666666667,0.9,0.7333333333333334,0.48333333333333334,0.1487039089202881,0.001310110092163086
2.15443,0.1,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.15099425315856935,0.001312398910522461
2.15443,0.3,0.6233333333333333,0.11085526098877262,28,0.75,0.6166666666666667,0.45,0.7333333333333334,0.5666666666666667,0.2026538372039795,0.0013565540313720704
2.15443,0.5,0.6199999999999999,0.10077477638553983,32,0.75,0.5166666666666667,0.5333333333333333,0.7333333333333334,0.5666666666666667,0.264278507232666,0.0014846324920654297
2.15443,0.7,0.6366666666666667,0.11990737165736629,18,0.55,0.5166666666666667,0.7166666666666667,0.8333333333333333,0.5666666666666667,0.2688109874725342,0.001430845260620117
2.15443,0.9,0.6733333333333332,0.16006942938057292,6,0.55,0.5166666666666667,0.9,0.8333333333333333,0.5666666666666667,0.2949100971221924,0.0014157772064208984
7.74264,0.1,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.17826347351074218,0.0013602256774902343
7.74264,0.3,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.2950612545013428,0.001454639434814453
7.74264,0.5,0.6233333333333333,0.11085526098877262,28,0.75,0.6166666666666667,0.45,0.7333333333333334,0.5666666666666667,0.38656010627746584,0.0017617225646972656
7.74264,0.7,0.6233333333333333,0.11085526098877262,28,0.75,0.6166666666666667,0.45,0.7333333333333334,0.5666666666666667,0.4493062973022461,0.0014675617218017577
7.74264,0.9,0.6233333333333333,0.1249888883950178,28,0.65,0.6166666666666667,0.45,0.8333333333333333,0.5666666666666667,0.527560806274414,0.0014652252197265626
27.8256,0.1,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.20585269927978517,0.001352405548095703
27.8256,0.3,0.6566666666666666,0.12543258481484518,9,0.75,0.6166666666666667,0.45,0.8166666666666667,0.65,0.25590105056762696,0.001375722885131836
27.8256,0.5,0.6566666666666666,0.12543258481484518,9,0.75,0.6166666666666667,0.45,0.8166666666666667,0.65,0.32148380279541017,0.0014054298400878907
27.8256,0.7,0.6566666666666666,0.12543258481484518,9,0.75,0.6166666666666667,0.45,0.8166666666666667,0.65,0.41339831352233886,0.0014482975006103516
27.8256,0.9,0.64,0.13063945294843618,17,0.75,0.6166666666666667,0.45,0.8166666666666667,0.5666666666666667,0.4917742729187012,0.0014441967010498046
100.0,0.1,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.23757486343383788,0.0013598918914794922
100.0,0.3,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.2532656192779541,0.0013674259185791015
100.0,0.5,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.2664618015289307,0.0016153812408447265
100.0,0.7,0.6366666666666666,0.1375984496036686,20,0.75,0.5166666666666667,0.45,0.8166666666666667,0.65,0.2831872940063477,0.0014557361602783204
100.0,0.9,0.6566666666666666,0.12543258481484518,9,0.75,0.6166666666666667,0.45,0.8166666666666667,0.65,0.30171804428100585,0.0014035701751708984
