param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.4666666666666666,0.12780193008453875,32,0.55,0.6,0.55,0.26666666666666666,0.3666666666666667,0.1261129856109619,0.0017136573791503907
,10,0.5933333333333334,0.11953614051360738,21,0.7166666666666667,0.6,0.65,0.3666666666666667,0.6333333333333333,0.12554941177368165,0.0015932083129882812
,15,0.5766666666666667,0.15151090903151349,26,0.8166666666666667,0.6,0.3833333333333333,0.45,0.6333333333333333,0.12658491134643554,0.0015979766845703124
,20,0.6133333333333334,0.1161416759345623,15,0.8166666666666667,0.6,0.4666666666666667,0.55,0.6333333333333333,0.1257009983062744,0.0015994071960449218
,30,0.6533333333333333,0.1403962645910179,4,0.8166666666666667,0.6,0.5666666666666667,0.8166666666666667,0.4666666666666667,0.12545557022094728,0.0016024112701416016
,50,0.6166666666666666,0.10219806477837262,11,0.8166666666666667,0.6,0.5666666666666667,0.5333333333333333,0.5666666666666667,0.1254298210144043,0.0015944957733154297
,75,0.6366666666666667,0.06699917080747261,8,0.7,0.6,0.5833333333333334,0.7333333333333334,0.5666666666666667,0.12502989768981934,0.0016003131866455078
,100,0.6166666666666666,0.033333333333333326,11,0.6166666666666667,0.6,0.6666666666666666,0.6333333333333333,0.5666666666666667,0.12521114349365234,0.0016069889068603515
0.1,5,0.4833333333333333,0.11879019787470307,29,0.55,0.6,0.55,0.26666666666666666,0.45,0.12479248046875,0.001596212387084961
0.1,10,0.5933333333333334,0.11953614051360738,21,0.7166666666666667,0.6,0.65,0.3666666666666667,0.6333333333333333,0.12536940574645997,0.0016015529632568359
0.1,15,0.56,0.1267543556122103,27,0.7333333333333334,0.6,0.3833333333333333,0.45,0.6333333333333333,0.12531776428222657,0.001592540740966797
0.1,20,0.6133333333333334,0.1161416759345623,15,0.8166666666666667,0.6,0.4666666666666667,0.55,0.6333333333333333,0.12564730644226074,0.0016028881072998047
0.1,30,0.6533333333333333,0.1403962645910179,4,0.8166666666666667,0.6,0.5666666666666667,0.8166666666666667,0.4666666666666667,0.12615561485290527,0.0017090320587158203
0.1,50,0.6166666666666666,0.10219806477837262,11,0.8166666666666667,0.6,0.5666666666666667,0.5333333333333333,0.5666666666666667,0.12614622116088867,0.001612710952758789
0.1,75,0.6200000000000001,0.05906681715556452,9,0.6166666666666667,0.6,0.5833333333333334,0.7333333333333334,0.5666666666666667,0.12574172019958496,0.001596975326538086
0.1,100,0.6,0.02357022603955158,19,0.6166666666666667,0.6,0.5833333333333334,0.6333333333333333,0.5666666666666667,0.12589106559753419,0.0015901565551757813
0.2,5,0.4833333333333333,0.11879019787470307,29,0.55,0.6,0.55,0.26666666666666666,0.45,0.12566022872924804,0.0016199111938476562
0.2,10,0.5933333333333334,0.11953614051360738,21,0.7166666666666667,0.6,0.65,0.3666666666666667,0.6333333333333333,0.12506093978881835,0.001582765579223633
0.2,15,0.58,0.11518101695447333,24,0.7333333333333334,0.6,0.3833333333333333,0.55,0.6333333333333333,0.12487607002258301,0.0016006946563720704
0.2,20,0.6133333333333334,0.1161416759345623,15,0.8166666666666667,0.6,0.4666666666666667,0.55,0.6333333333333333,0.12464356422424316,0.0016613483428955078
0.2,30,0.6533333333333333,0.1403962645910179,4,0.8166666666666667,0.6,0.5666666666666667,0.8166666666666667,0.4666666666666667,0.12505712509155273,0.00158233642578125
0.2,50,0.6166666666666666,0.10219806477837262,11,0.8166666666666667,0.6,0.5666666666666667,0.5333333333333333,0.5666666666666667,0.12488756179809571,0.0015947818756103516
0.2,75,0.6200000000000001,0.05906681715556452,9,0.6166666666666667,0.6,0.5833333333333334,0.7333333333333334,0.5666666666666667,0.12497196197509766,0.001595783233642578
0.2,100,0.6,0.02357022603955158,19,0.6166666666666667,0.6,0.5833333333333334,0.6333333333333333,0.5666666666666667,0.12507424354553223,0.0015840530395507812
0.5,5,0.4833333333333333,0.11879019787470307,29,0.55,0.6,0.55,0.26666666666666666,0.45,0.1250119686126709,0.0015802383422851562
0.5,10,0.5199999999999999,0.10509255180289631,28,0.55,0.6,0.65,0.3666666666666667,0.43333333333333335,0.12488641738891601,0.001662874221801758
0.5,15,0.58,0.11518101695447333,24,0.7333333333333334,0.6,0.3833333333333333,0.55,0.6333333333333333,0.12475118637084961,0.001609945297241211
0.5,20,0.6133333333333334,0.1161416759345623,15,0.8166666666666667,0.6,0.4666666666666667,0.55,0.6333333333333333,0.12554407119750977,0.0017052650451660155
0.5,30,0.67,0.09213516640723503,3,0.8166666666666667,0.6,0.5666666666666667,0.7333333333333334,0.6333333333333333,0.12604374885559083,0.0015822887420654298
0.5,50,0.6533333333333332,0.0865383665716478,7,0.8166666666666667,0.6,0.5666666666666667,0.6333333333333333,0.65,0.12478656768798828,0.0015781879425048827
0.5,75,0.6933333333333332,0.07498147919467996,1,0.8166666666666667,0.6,0.6666666666666666,0.7333333333333334,0.65,0.12475566864013672,0.0015749454498291016
0.5,100,0.6766666666666666,0.0873053390247253,2,0.8166666666666667,0.6,0.5833333333333334,0.7333333333333334,0.65,0.12398490905761719,0.001584005355834961
