param_clf__C,param_clf__l1_ratio,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0024545669555664064,0.001197481155395508
0.001,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0024570465087890626,0.001190328598022461
0.001,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023509979248046873,0.001191425323486328
0.001,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002349090576171875,0.0011849403381347656
0.001,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002442169189453125,0.0011981964111328126
0.00359381,0.1,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0026235580444335938,0.0011855125427246093
0.00359381,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023507118225097657,0.0011797428131103515
0.00359381,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023229122161865234,0.0011789798736572266
0.00359381,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023409843444824217,0.0011836051940917968
0.00359381,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0024426460266113283,0.0011971473693847656
0.0129155,0.1,0.7966666666666666,0.2191904296369813,20,1.0,0.45,1.0,0.6333333333333333,0.9,0.007978200912475586,0.0011919498443603515
0.0129155,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002632808685302734,0.001187276840209961
0.0129155,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002648019790649414,0.001198577880859375
0.0129155,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0026597976684570312,0.0011856555938720703
0.0129155,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0024023532867431642,0.0011977195739746095
0.0464159,0.1,0.8266666666666668,0.09695359714832662,4,0.7,0.7166666666666667,0.9,0.9166666666666667,0.9,0.01628003120422363,0.00121917724609375
0.0464159,0.3,0.7766666666666666,0.20374275719914836,33,0.9,0.45,1.0,0.6333333333333333,0.9,0.015302181243896484,0.0012125015258789063
0.0464159,0.5,0.5266666666666666,0.042946995755750415,34,0.48333333333333334,0.55,0.5,0.6,0.5,0.012945127487182618,0.0011827468872070313
0.0464159,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0030093669891357424,0.0011749744415283203
0.0464159,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002678585052490234,0.00117645263671875
0.16681,0.1,0.8133333333333332,0.13474255287605158,8,0.6166666666666667,0.7166666666666667,0.9,0.8333333333333333,1.0,0.03631958961486816,0.0012378215789794922
0.16681,0.3,0.78,0.1330830985178475,28,0.7166666666666667,0.55,0.9,0.8333333333333333,0.9,0.040322303771972656,0.0012456417083740235
0.16681,0.5,0.7966666666666666,0.14352700094407325,20,0.7166666666666667,0.55,0.9,0.9166666666666667,0.9,0.04357752799987793,0.0015128612518310546
0.16681,0.7,0.8933333333333333,0.17467430008765203,1,0.9166666666666667,0.55,1.0,1.0,1.0,0.041429567337036136,0.001242828369140625
0.16681,0.9,0.8933333333333333,0.17467430008765203,1,0.9166666666666667,0.55,1.0,1.0,1.0,0.06305875778198242,0.001257467269897461
0.599484,0.1,0.8166666666666667,0.1299572579307862,6,0.7166666666666667,0.6333333333333333,0.9,0.8333333333333333,1.0,0.08405570983886719,0.0013179779052734375
0.599484,0.3,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.10029115676879882,0.0013025283813476562
0.599484,0.5,0.78,0.1330830985178475,28,0.7166666666666667,0.55,0.9,0.8333333333333333,0.9,0.11292285919189453,0.0013244152069091797
0.599484,0.7,0.8166666666666667,0.1622754859285078,6,0.7166666666666667,0.55,0.9,0.9166666666666667,1.0,0.12203044891357422,0.0013374805450439454
0.599484,0.9,0.8733333333333334,0.13106402167558334,3,0.8166666666666667,0.65,0.9,1.0,1.0,0.13931632041931152,0.001338815689086914
2.15443,0.1,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.1532442092895508,0.0016053199768066406
2.15443,0.3,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.21632142066955568,0.0014065742492675782
2.15443,0.5,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.2472461223602295,0.0016518592834472655
2.15443,0.7,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.28250670433044434,0.0014431476593017578
2.15443,0.9,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.3235637664794922,0.0014498233795166016
7.74264,0.1,0.78,0.14696938456699069,28,0.6333333333333333,0.6333333333333333,0.9,0.7333333333333334,1.0,0.1647876739501953,0.0017091751098632813
7.74264,0.3,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.30458316802978513,0.0014519214630126954
7.74264,0.5,0.7833333333333333,0.15527752931802818,27,0.7166666666666667,0.55,0.9,0.75,1.0,0.4191164016723633,0.0014700889587402344
7.74264,0.7,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.46222763061523436,0.001711130142211914
7.74264,0.9,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.5267965793609619,0.0014729976654052734
27.8256,0.1,0.7966666666666666,0.13349989596333858,20,0.7166666666666667,0.6333333333333333,0.9,0.7333333333333334,1.0,0.202849817276001,0.00162200927734375
27.8256,0.3,0.78,0.14696938456699069,28,0.6333333333333333,0.6333333333333333,0.9,0.7333333333333334,1.0,0.23932962417602538,0.001405191421508789
27.8256,0.5,0.78,0.15613384571507158,28,0.7166666666666667,0.55,0.9,0.7333333333333334,1.0,0.3416598320007324,0.0014479637145996093
27.8256,0.7,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.4311607837677002,0.0014833927154541016
27.8256,0.9,0.8,0.15527752931802818,9,0.7166666666666667,0.55,0.9,0.8333333333333333,1.0,0.5205005645751953,0.0017078876495361327
100.0,0.1,0.8166666666666668,0.11352924243950932,5,0.7166666666666667,0.7333333333333334,0.9,0.7333333333333334,1.0,0.23224997520446777,0.0014026641845703125
100.0,0.3,0.7966666666666666,0.13349989596333858,20,0.7166666666666667,0.6333333333333333,0.9,0.7333333333333334,1.0,0.25008907318115237,0.0014368057250976562
100.0,0.5,0.7966666666666666,0.13349989596333858,20,0.7166666666666667,0.6333333333333333,0.9,0.7333333333333334,1.0,0.25165348052978515,0.001427936553955078
100.0,0.7,0.7966666666666666,0.13349989596333858,20,0.7166666666666667,0.6333333333333333,0.9,0.7333333333333334,1.0,0.2650158405303955,0.0014338493347167969
100.0,0.9,0.7966666666666666,0.13349989596333858,20,0.7166666666666667,0.6333333333333333,0.9,0.7333333333333334,1.0,0.27732396125793457,0.0014455318450927734
