,HER2+,HR+,Triple Neg,importance
chr17:35076296-35282086,1.0421117119916663,-0.331374889326788,-0.2915468304432045,1.6650334317616589
chr16:68838368-69397102,0.0,-0.15169727451702458,0.2621439221104854,0.41384119662750996
chr12:36739877-67332062,0.0,0.23378357768975744,-0.16238286065103993,0.39616643834079734
chr17:41011530-41494331,-0.31371132493355397,0.0,0.0,0.31371132493355397
chr12:67337260-132389367,0.0,0.08527829186445647,-0.18324310881392844,0.2685214006783849
chr17:42161364-42873571,-0.220805471390363,0.0,0.0,0.220805471390363
chr15:22163893-32511475,0.0,0.12508428105421432,-0.09064913322982344,0.21573341428403775
chr6:32732764-32738443,0.0,-0.06665739465517846,0.1432304024899854,0.20988779714516387
chr11:89400624-134432265,0.0,-0.1599880831971434,0.021581382730717157,0.18156946592786055
chr15:18657388-18683110,0.0,0.0017262052602204172,-0.17852690908897004,0.18025311434919045
chr5:96637773-180644810,0.0,0.10697577766890444,-0.059425430612053756,0.1664012082809582
chr16:28087-14817706,0.0,0.16445610321728785,0.0,0.16445610321728785
chr6:32766023-91964331,0.0,-0.15452988884831126,0.008983502673038756,0.16351339152135003
chr15:32523241-32594902,0.0,0.0,-0.1632674458744881,0.1632674458744881
chr1:149369522-149394958,0.0,0.0,-0.15055994157494393,0.15055994157494393
chr5:69274433-96603723,0.0,0.14410947526583182,0.0,0.14410947526583182
chr6:92035339-170943103,0.0013088806793726641,-0.14248296070004143,0.0,0.1437918413794141
chr3:196908262-196937230,-0.020938815257306117,0.0,0.11267250379302834,0.13361131905033446
chr22:37683612-37705310,0.0,-0.11462991024223672,0.0,0.11462991024223672
chr15:739595-18454050,0.0,0.0,-0.11306182980536236,0.11306182980536236
chr14:105602756-105630089,0.0,0.0,-0.0998703053851215,0.0998703053851215
chr23:3229-45135,0.0,-0.07736202570216615,0.021596690099299768,0.09895871580146591
chr16:68710277-68751390,0.0,-0.08083993916357572,0.01720128991709084,0.09804122908066656
chr22:15433500-22665928,0.0,-0.09760177740069541,0.0,0.09760177740069541
chr22:37717564-49509094,0.0,-0.08787192969791126,0.0,0.08787192969791126
chr20:8747-12478772,0.0,0.08274664094630406,0.0,0.08274664094630406
chr17:2361350-18868037,0.0,0.0,0.0746566629955155,0.0746566629955155
chr8:166452-6907624,-0.06460413076462045,0.0,0.007181720561356797,0.07178585132597724
chr3:164112881-193467200,0.0,0.0,0.06970920718072869,0.06970920718072869
chr22:24263116-37678070,0.0,-0.02958425970285869,0.04010416286283313,0.06968842256569183
chr1:17030134-22668805,0.0,0.06939634967162384,0.0,0.06939634967162384
chr6:30021894-32519935,0.0,0.0,0.06723171933413385,0.06723171933413385
chr17:41983407-42049540,0.0,0.0,0.06640147274983434,0.06640147274983434
chr21:13334960-13435755,0.0,-0.06513673127734769,0.0,0.06513673127734769
chr17:35444422-40926154,-0.06195690520046038,0.0010406364599185541,0.0,0.06299754166037894
chr6:1535319-30010234,0.0,-0.06185129597856636,0.0,0.06185129597856636
chr17:403833-446414,0.0,0.0,0.05610717577900908,0.05610717577900908
chr20:29306447-40052114,0.0,0.0,-0.04746163857859753,0.04746163857859753
chr19:20422576-20493401,0.0,0.0,0.04541127071110052,0.04541127071110052
chr15:53166-592121,0.0,0.0,-0.04358576677352871,0.04358576677352871
chr14:105654998-105839439,0.0,0.0,-0.04252475945681579,0.04252475945681579
chr16:45058242-54336421,0.0,0.0,0.03977907408451743,0.03977907408451743
chr5:763494-878290,0.03815386237672928,0.0,0.0,0.03815386237672928
chr3:193476462-196656506,-0.011235028189735255,0.0,0.021377491861272482,0.03261252005100774
chr17:77442683-77503685,-0.03245007019651683,0.0,0.0,0.03245007019651683
chr19:3363749-20383210,0.0,0.0,0.03129963768254655,0.03129963768254655
chr14:22022060-73047267,0.0,0.0,-0.030594186596945475,0.030594186596945475
chr4:190887518-191165971,0.0,0.0,-0.0293423762803211,0.0293423762803211
chr17:1542118-1560766,-0.02849161929458407,0.0,0.0,0.02849161929458407
chr1:3149648-3157982,0.0,0.0,0.02777745759692106,0.02777745759692106
chr16:15039224-33875313,0.0,0.027476422137604654,0.0,0.027476422137604654
chr2:131945577-132196569,0.0,0.0,0.02455539189302029,0.02455539189302029
chr8:35694285-39333915,0.0,0.0179984512428229,0.0,0.0179984512428229
chr17:77535412-78653545,0.0,0.0,0.016446965232861467,0.016446965232861467
chr8:63810-90816,-0.013819834634863255,0.0,0.0,0.013819834634863255
chr17:1890246-2286311,-0.01353637304801381,0.0,0.0,0.01353637304801381
chr16:54390012-68679377,0.0,-0.012980282711661502,0.0,0.012980282711661502
chr23:90837054-91203848,0.0,-0.011890857757927026,0.0,0.011890857757927026
chr8:28208003-35676140,0.0,0.011851292377610591,0.0,0.011851292377610591
chr17:984101-1003742,0.0,0.0,0.009264462499958517,0.009264462499958517
chr8:39535655-43515874,-0.003716839996951999,0.004474151043413959,0.0,0.008190991040365959
chr8:16373516-28182114,-0.0077725858243077334,0.0,0.0,0.0077725858243077334
chr19:56816785-56859204,0.0,0.0,0.006984257561534667,0.006984257561534667
chr16:14956177-14988855,0.0,-0.006927227539310487,0.0,0.006927227539310487
chr2:91057159-91321476,0.0,0.0,0.0005261903269581346,0.0005261903269581346
