param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.63,0.05811865258054231,29,0.7,0.6666666666666666,0.5333333333333333,0.65,0.6,0.10635128021240234,0.0012660026550292969
,10,0.7266666666666667,0.06716480559869963,19,0.8,0.75,0.7333333333333334,0.75,0.6,0.10620741844177246,0.0012969017028808595
,15,0.7266666666666668,0.056371781750959235,18,0.8,0.75,0.6333333333333333,0.75,0.7,0.10726470947265625,0.0012607097625732422
,20,0.7633333333333333,0.04760952285695232,11,0.8,0.75,0.7333333333333334,0.8333333333333333,0.7,0.1091881275177002,0.0013916015625
,30,0.7766666666666666,0.07272474743090476,6,0.8,0.8333333333333333,0.6333333333333333,0.8166666666666667,0.8,0.10736699104309082,0.0012582302093505859
,50,0.7999999999999999,0.10055402085998906,3,0.9,0.75,0.6333333333333333,0.8166666666666667,0.9,0.10710477828979492,0.001263427734375
,75,0.7133333333333333,0.10402991022884821,26,0.8166666666666667,0.6666666666666666,0.55,0.8333333333333333,0.7,0.10747323036193848,0.001274251937866211
,100,0.7166666666666666,0.13824294235551812,23,0.8166666666666667,0.6666666666666666,0.4666666666666667,0.8333333333333333,0.8,0.10661883354187011,0.0012929916381835937
0.1,5,0.63,0.05811865258054231,29,0.7,0.6666666666666666,0.5333333333333333,0.65,0.6,0.10965452194213868,0.0012871742248535157
0.1,10,0.7266666666666667,0.06716480559869963,19,0.8,0.75,0.7333333333333334,0.75,0.6,0.10694117546081543,0.0012606143951416015
0.1,15,0.7433333333333334,0.07118052168020875,16,0.8,0.75,0.6333333333333333,0.8333333333333333,0.7,0.10821747779846191,0.0012600421905517578
0.1,20,0.7633333333333333,0.04760952285695232,11,0.8,0.75,0.7333333333333334,0.8333333333333333,0.7,0.10694775581359864,0.001268291473388672
0.1,30,0.7766666666666666,0.07272474743090476,6,0.8,0.8333333333333333,0.6333333333333333,0.8166666666666667,0.8,0.10740180015563965,0.0012658119201660156
0.1,50,0.78,0.08781293248212994,5,0.8,0.75,0.6333333333333333,0.8166666666666667,0.9,0.10687022209167481,0.0012485504150390625
0.1,75,0.7133333333333333,0.10402991022884821,26,0.8166666666666667,0.6666666666666666,0.55,0.8333333333333333,0.7,0.10719404220581055,0.0012578487396240235
0.1,100,0.7166666666666666,0.13824294235551812,23,0.8166666666666667,0.6666666666666666,0.4666666666666667,0.8333333333333333,0.8,0.10679702758789063,0.001266622543334961
0.2,5,0.63,0.05811865258054231,29,0.7,0.6666666666666666,0.5333333333333333,0.65,0.6,0.10708723068237305,0.0012740135192871095
0.2,10,0.7266666666666667,0.06716480559869963,19,0.8,0.75,0.7333333333333334,0.75,0.6,0.10831165313720703,0.0012829303741455078
0.2,15,0.7433333333333334,0.07118052168020875,16,0.8,0.75,0.6333333333333333,0.8333333333333333,0.7,0.10705842971801757,0.0012521743774414062
0.2,20,0.7633333333333333,0.04760952285695232,11,0.8,0.75,0.7333333333333334,0.8333333333333333,0.7,0.10753483772277832,0.001266813278198242
0.2,30,0.7766666666666666,0.07272474743090476,6,0.8,0.8333333333333333,0.6333333333333333,0.8166666666666667,0.8,0.10674381256103516,0.001258993148803711
0.2,50,0.8,0.11879019787470309,2,0.8,0.75,0.6333333333333333,0.8166666666666667,1.0,0.10724964141845703,0.0013045787811279297
0.2,75,0.7133333333333333,0.10402991022884821,26,0.8166666666666667,0.6666666666666666,0.55,0.8333333333333333,0.7,0.10695557594299317,0.0012674331665039062
0.2,100,0.7166666666666666,0.13824294235551812,23,0.8166666666666667,0.6666666666666666,0.4666666666666667,0.8333333333333333,0.8,0.10695524215698242,0.001390695571899414
0.5,5,0.63,0.05811865258054231,29,0.7,0.6666666666666666,0.5333333333333333,0.65,0.6,0.10778260231018066,0.0012577056884765625
0.5,10,0.7266666666666667,0.06716480559869963,19,0.8,0.75,0.7333333333333334,0.75,0.6,0.10757160186767578,0.0012970447540283203
0.5,15,0.7633333333333333,0.04760952285695232,11,0.8,0.75,0.7333333333333334,0.8333333333333333,0.7,0.1078303337097168,0.001368093490600586
0.5,20,0.7633333333333333,0.04760952285695232,11,0.8,0.75,0.7333333333333334,0.8333333333333333,0.7,0.1081456184387207,0.0012728214263916016
0.5,30,0.7766666666666666,0.051207638319124046,6,0.7,0.8333333333333333,0.7333333333333334,0.8166666666666667,0.8,0.10816941261291504,0.0012754440307617188
0.5,50,0.8133333333333332,0.13266499161421602,1,0.7,0.8333333333333333,0.6333333333333333,0.9,1.0,0.10724987983703613,0.0012642383575439454
0.5,75,0.7833333333333333,0.10327955589886445,4,0.9,0.75,0.6333333333333333,0.7333333333333334,0.9,0.10765495300292968,0.0012809276580810548
0.5,100,0.77,0.1450670343132596,10,0.8166666666666667,0.75,0.55,0.7333333333333334,1.0,0.10905795097351074,0.001322031021118164
