param_clf__C,param_clf__l1_ratio,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0024125099182128905,0.0011734485626220704
0.001,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023384571075439455,0.0011436939239501953
0.001,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023265838623046874,0.001150655746459961
0.001,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002306413650512695,0.0011428356170654296
0.001,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002298259735107422,0.0011495113372802734
0.00359381,0.1,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0025839805603027344,0.001158761978149414
0.00359381,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002305412292480469,0.0011476516723632813
0.00359381,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002329587936401367,0.0011456012725830078
0.00359381,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002312326431274414,0.0011493682861328125
0.00359381,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023815155029296873,0.0011519432067871095
0.0129155,0.1,0.71,0.10572501018102466,6,0.55,0.65,0.8166666666666667,0.8333333333333333,0.7,0.007855844497680665,0.0011606693267822265
0.0129155,0.3,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0026206493377685545,0.001157522201538086
0.0129155,0.5,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0025436878204345703,0.0011542797088623046
0.0129155,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0026171207427978516,0.0011590957641601563
0.0129155,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0023486137390136717,0.0011598587036132813
0.0464159,0.1,0.7433333333333334,0.04784233364802439,1,0.7166666666666667,0.75,0.7166666666666667,0.8333333333333333,0.7,0.015384769439697266,0.001172018051147461
0.0464159,0.3,0.6900000000000001,0.09225568335398696,18,0.55,0.65,0.7166666666666667,0.8333333333333333,0.7,0.015756893157958984,0.0011776447296142577
0.0464159,0.5,0.5633333333333334,0.08589399151150083,34,0.7166666666666667,0.5,0.5,0.5,0.6,0.009023571014404297,0.0011492252349853515
0.0464159,0.7,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.002887868881225586,0.0011525630950927734
0.0464159,0.9,0.5,0.0,35,0.5,0.5,0.5,0.5,0.5,0.0026178359985351562,0.0011599063873291016
0.16681,0.1,0.7066666666666667,0.07039570693980955,10,0.7166666666666667,0.65,0.6333333333333333,0.8333333333333333,0.7,0.035917472839355466,0.0011839866638183594
0.16681,0.3,0.7266666666666668,0.06548960901462833,3,0.6333333333333333,0.75,0.7166666666666667,0.8333333333333333,0.7,0.0394099235534668,0.0011959075927734375
0.16681,0.5,0.7266666666666668,0.02000000000000001,3,0.7166666666666667,0.75,0.7166666666666667,0.75,0.7,0.04602870941162109,0.001199197769165039
0.16681,0.7,0.74,0.09165151389911683,2,0.7166666666666667,0.65,0.7166666666666667,0.9166666666666667,0.7,0.053576421737670896,0.0011939525604248047
0.16681,0.9,0.7066666666666668,0.12000000000000002,9,0.55,0.65,0.7166666666666667,0.9166666666666667,0.7,0.055894088745117185,0.0011966228485107422
0.599484,0.1,0.7233333333333334,0.10143416036468629,5,0.7166666666666667,0.65,0.6333333333333333,0.9166666666666667,0.7,0.0818453311920166,0.0012115001678466796
