param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.49333333333333335,0.10780641085864154,169
0.001,0.1,10,0.5166666666666666,0.0856348838577675,131
0.001,0.1,20,0.4800000000000001,0.12265579661982735,185
0.001,0.1,50,0.51,0.17371752294393844,147
0.001,0.3,5,0.49333333333333335,0.10780641085864154,169
0.001,0.3,10,0.5166666666666666,0.0856348838577675,131
0.001,0.3,20,0.4800000000000001,0.12265579661982735,185
0.001,0.3,50,0.51,0.17371752294393844,147
0.001,0.5,5,0.49333333333333335,0.10780641085864154,169
0.001,0.5,10,0.5166666666666666,0.0856348838577675,131
0.001,0.5,20,0.4800000000000001,0.12265579661982735,185
0.001,0.5,50,0.51,0.17371752294393844,147
0.001,0.7,5,0.49333333333333335,0.10780641085864154,169
0.001,0.7,10,0.5166666666666666,0.0856348838577675,131
0.001,0.7,20,0.4800000000000001,0.12265579661982735,185
0.001,0.7,50,0.51,0.17371752294393844,147
0.001,0.9,5,0.49333333333333335,0.10780641085864154,169
0.001,0.9,10,0.5166666666666666,0.0856348838577675,131
0.001,0.9,20,0.4800000000000001,0.12265579661982735,185
0.001,0.9,50,0.51,0.17371752294393844,147
0.00359381,0.1,5,0.49333333333333335,0.10780641085864154,169
0.00359381,0.1,10,0.5166666666666666,0.0856348838577675,131
0.00359381,0.1,20,0.4800000000000001,0.12265579661982735,185
0.00359381,0.1,50,0.51,0.17371752294393844,147
0.00359381,0.3,5,0.49333333333333335,0.10780641085864154,169
0.00359381,0.3,10,0.5166666666666666,0.0856348838577675,131
0.00359381,0.3,20,0.4800000000000001,0.12265579661982735,185
0.00359381,0.3,50,0.51,0.17371752294393844,147
0.00359381,0.5,5,0.49333333333333335,0.10780641085864154,169
0.00359381,0.5,10,0.5166666666666666,0.0856348838577675,131
0.00359381,0.5,20,0.4800000000000001,0.12265579661982735,185
0.00359381,0.5,50,0.51,0.17371752294393844,147
0.00359381,0.7,5,0.49333333333333335,0.10780641085864154,169
0.00359381,0.7,10,0.5166666666666666,0.0856348838577675,131
0.00359381,0.7,20,0.4800000000000001,0.12265579661982735,185
0.00359381,0.7,50,0.51,0.17371752294393844,147
0.00359381,0.9,5,0.49333333333333335,0.10780641085864154,169
0.00359381,0.9,10,0.5166666666666666,0.0856348838577675,131
0.00359381,0.9,20,0.4800000000000001,0.12265579661982735,185
0.00359381,0.9,50,0.51,0.17371752294393844,147
0.0129155,0.1,5,0.7166666666666666,0.10381607668264957,61
0.0129155,0.1,10,0.7733333333333332,0.07859884081701063,10
0.0129155,0.1,20,0.8166666666666668,0.19235384061671346,2
0.0129155,0.1,50,0.7699999999999999,0.15289793254906286,11
0.0129155,0.3,5,0.49333333333333335,0.10780641085864154,169
0.0129155,0.3,10,0.5166666666666666,0.0856348838577675,131
0.0129155,0.3,20,0.4800000000000001,0.12265579661982735,185
0.0129155,0.3,50,0.51,0.17371752294393844,147
0.0129155,0.5,5,0.49333333333333335,0.10780641085864154,169
0.0129155,0.5,10,0.5166666666666666,0.0856348838577675,131
0.0129155,0.5,20,0.4800000000000001,0.12265579661982735,185
0.0129155,0.5,50,0.51,0.17371752294393844,147
0.0129155,0.7,5,0.49333333333333335,0.10780641085864154,169
0.0129155,0.7,10,0.5166666666666666,0.0856348838577675,131
0.0129155,0.7,20,0.4800000000000001,0.12265579661982735,185
0.0129155,0.7,50,0.51,0.17371752294393844,147
0.0129155,0.9,5,0.49333333333333335,0.10780641085864154,169
0.0129155,0.9,10,0.5166666666666666,0.0856348838577675,131
0.0129155,0.9,20,0.4800000000000001,0.12265579661982735,185
0.0129155,0.9,50,0.51,0.17371752294393844,147
0.0464159,0.1,5,0.6333333333333334,0.06582805886043835,122
0.0464159,0.1,10,0.7,0.1090361815586408,84
0.0464159,0.1,20,0.7166666666666666,0.1370320319406298,61
0.0464159,0.1,50,0.72,0.1297005097222915,54
0.0464159,0.3,5,0.6866666666666668,0.13224556283251584,90
0.0464159,0.3,10,0.7533333333333333,0.077746025264604,20
0.0464159,0.3,20,0.7999999999999999,0.1864880097426582,5
0.0464159,0.3,50,0.7866666666666667,0.15684387141358122,6
0.0464159,0.5,5,0.5966666666666668,0.09030811456096045,125
0.0464159,0.5,10,0.6733333333333335,0.15797327481430384,100
0.0464159,0.5,20,0.6566666666666666,0.1339983416149452,113
0.0464159,0.5,50,0.68,0.11897712198383167,98
0.0464159,0.7,5,0.49333333333333335,0.10780641085864154,169
0.0464159,0.7,10,0.5166666666666666,0.0856348838577675,131
0.0464159,0.7,20,0.4800000000000001,0.12265579661982735,185
0.0464159,0.7,50,0.51,0.17371752294393844,147
0.0464159,0.9,5,0.49333333333333335,0.10780641085864154,169
0.0464159,0.9,10,0.5166666666666666,0.0856348838577675,131
0.0464159,0.9,20,0.4800000000000001,0.12265579661982735,185
0.0464159,0.9,50,0.51,0.17371752294393844,147
0.16681,0.1,5,0.6366666666666667,0.10295630140986999,121
0.16681,0.1,10,0.7133333333333333,0.05206833117271103,63
0.16681,0.1,20,0.6866666666666666,0.09030811456096043,95
0.16681,0.1,50,0.72,0.1082178872049862,54
0.16681,0.3,5,0.6533333333333333,0.04642796092394708,115
0.16681,0.3,10,0.7666666666666666,0.08096638534327409,12
0.16681,0.3,20,0.7,0.14794894014114765,84
0.16681,0.3,50,0.7766666666666667,0.12046207333061772,7
0.16681,0.5,5,0.71,0.06716480559869961,65
0.16681,0.5,10,0.72,0.12174654911833115,54
0.16681,0.5,20,0.7566666666666666,0.1057250101810247,18
0.16681,0.5,50,0.7566666666666667,0.10572501018102473,17
0.16681,0.7,5,0.7266666666666666,0.07999999999999999,42
0.16681,0.7,10,0.7566666666666666,0.08069145624606801,18
0.16681,0.7,20,0.8133333333333335,0.10666666666666667,3
0.16681,0.7,50,0.8266666666666665,0.11284207253207172,1
0.16681,0.9,5,0.7766666666666666,0.09580071908799942,8
0.16681,0.9,10,0.7533333333333333,0.077746025264604,20
0.16681,0.9,20,0.74,0.07930251502246877,30
0.16681,0.9,50,0.8066666666666666,0.1392838827718412,4
0.599484,0.1,5,0.6733333333333335,0.12498888839501782,100
0.599484,0.1,10,0.7666666666666666,0.1286683937707919,12
0.599484,0.1,20,0.71,0.04294699575575043,65
0.599484,0.1,50,0.7033333333333334,0.08259674462242578,75
0.599484,0.3,5,0.6733333333333332,0.047842333648024406,107
0.599484,0.3,10,0.7133333333333333,0.09966610925150701,63
0.599484,0.3,20,0.6866666666666668,0.06531972647421809,90
0.599484,0.3,50,0.7233333333333334,0.1470449666674185,44
0.599484,0.5,5,0.64,0.06377042156569662,119
0.599484,0.5,10,0.7266666666666667,0.14243907079481,41
0.599484,0.5,20,0.74,0.10198039027185572,30
0.599484,0.5,50,0.6833333333333333,0.10903618155864081,97
0.599484,0.7,5,0.6733333333333333,0.0646357314322177,106
0.599484,0.7,10,0.7233333333333334,0.11382247385975919,44
0.599484,0.7,20,0.74,0.12000000000000002,30
0.599484,0.7,50,0.72,0.11372481406154658,54
0.599484,0.9,5,0.6566666666666667,0.08472176684759222,112
0.599484,0.9,10,0.7233333333333334,0.09809292646374772,44
0.599484,0.9,20,0.72,0.11372481406154658,54
0.599484,0.9,50,0.7166666666666667,0.11303883305208784,60
2.15443,0.1,5,0.5900000000000001,0.19020456823582804,126
2.15443,0.1,10,0.7466666666666667,0.12970050972229147,22
2.15443,0.1,20,0.71,0.04294699575575043,65
2.15443,0.1,50,0.7033333333333334,0.08259674462242578,75
2.15443,0.3,5,0.6900000000000001,0.138884444373331,89
2.15443,0.3,10,0.7466666666666667,0.09797958971132714,22
2.15443,0.3,20,0.6866666666666668,0.08393118874676112,90
2.15443,0.3,50,0.7433333333333334,0.09809292646374777,27
2.15443,0.5,5,0.6433333333333333,0.10728984626287388,117
2.15443,0.5,10,0.6933333333333334,0.10033277962194939,87
2.15443,0.5,20,0.7233333333333334,0.09809292646374772,44
2.15443,0.5,50,0.7733333333333333,0.1396821789317131,9
2.15443,0.7,5,0.6599999999999999,0.11575836902790225,110
2.15443,0.7,10,0.6866666666666666,0.1347425528760516,95
2.15443,0.7,20,0.7033333333333334,0.08259674462242578,75
2.15443,0.7,50,0.7033333333333334,0.1040299102288482,75
2.15443,0.9,5,0.64,0.09695359714832656,119
2.15443,0.9,10,0.72,0.1297005097222915,54
2.15443,0.9,20,0.7033333333333334,0.08259674462242578,75
2.15443,0.9,50,0.6866666666666668,0.10402991022884821,90
7.74264,0.1,5,0.53,0.14352700094407322,129
7.74264,0.1,10,0.67,0.10770329614269006,109
7.74264,0.1,20,0.7266666666666668,0.11718930554164632,36
7.74264,0.1,50,0.7233333333333334,0.10780641085864155,44
7.74264,0.3,5,0.5900000000000001,0.19020456823582804,126
7.74264,0.3,10,0.7466666666666667,0.08259674462242575,22
7.74264,0.3,20,0.7266666666666668,0.06548960901462832,36
7.74264,0.3,50,0.7233333333333334,0.06548960901462832,44
7.74264,0.5,5,0.6533333333333333,0.20259428532030324,115
7.74264,0.5,10,0.7300000000000001,0.12265579661982735,33
7.74264,0.5,20,0.71,0.08919392106839767,65
7.74264,0.5,50,0.7233333333333334,0.11382247385975919,44
7.74264,0.7,5,0.6599999999999999,0.07498147919467996,110
7.74264,0.7,10,0.7466666666666667,0.14959203781544583,22
7.74264,0.7,20,0.7266666666666666,0.08856886837057613,42
7.74264,0.7,50,0.7033333333333334,0.11897712198383167,75
7.74264,0.9,5,0.6433333333333333,0.11953614051360739,117
7.74264,0.9,10,0.7266666666666668,0.10519822558706335,36
7.74264,0.9,20,0.7433333333333333,0.08339997335464534,29
7.74264,0.9,50,0.7566666666666668,0.13358309939675922,16
27.8256,0.1,5,0.51,0.12409673645990857,147
27.8256,0.1,10,0.6733333333333335,0.11035296904831231,100
27.8256,0.1,20,0.7066666666666668,0.128062484748657,70
27.8256,0.1,50,0.7033333333333334,0.11897712198383167,75
27.8256,0.3,5,0.53,0.14352700094407322,129
27.8256,0.3,10,0.6766666666666667,0.11234866364235144,99
27.8256,0.3,20,0.7266666666666668,0.11718930554164632,36
27.8256,0.3,50,0.7233333333333334,0.10780641085864155,44
27.8256,0.5,5,0.5866666666666667,0.18897383710744484,128
27.8256,0.5,10,0.7299999999999999,0.11075498483890764,35
27.8256,0.5,20,0.6966666666666667,0.08524474568362947,86
27.8256,0.5,50,0.7600000000000001,0.10466878978738388,15
27.8256,0.7,5,0.6233333333333333,0.17688665548562132,123
27.8256,0.7,10,0.7300000000000001,0.07102425250887504,33
27.8256,0.7,20,0.71,0.04294699575575043,65
27.8256,0.7,50,0.7633333333333334,0.10402991022884824,14
27.8256,0.9,5,0.6233333333333333,0.17688665548562132,123
27.8256,0.9,10,0.7466666666666667,0.14959203781544583,22
27.8256,0.9,20,0.6733333333333332,0.047842333648024406,107
27.8256,0.9,50,0.7433333333333334,0.09809292646374777,27
100.0,0.1,5,0.51,0.12409673645990857,147
100.0,0.1,10,0.6733333333333335,0.11035296904831231,100
100.0,0.1,20,0.6866666666666668,0.14922019523732927,90
100.0,0.1,50,0.7233333333333334,0.10780641085864155,44
100.0,0.3,5,0.51,0.12409673645990857,147
100.0,0.3,10,0.6733333333333335,0.11035296904831231,100
100.0,0.3,20,0.7066666666666668,0.128062484748657,70
100.0,0.3,50,0.7033333333333334,0.11897712198383167,75
100.0,0.5,5,0.51,0.12409673645990857,147
100.0,0.5,10,0.6933333333333334,0.1271918935222594,87
100.0,0.5,20,0.7066666666666668,0.128062484748657,70
100.0,0.5,50,0.7033333333333334,0.11897712198383167,75
100.0,0.7,5,0.51,0.12409673645990857,147
100.0,0.7,10,0.6733333333333335,0.11035296904831231,100
100.0,0.7,20,0.7066666666666668,0.128062484748657,70
100.0,0.7,50,0.7233333333333334,0.10780641085864155,44
100.0,0.9,5,0.51,0.12409673645990857,147
100.0,0.9,10,0.6566666666666666,0.12978614889287854,113
100.0,0.9,20,0.7266666666666668,0.11718930554164632,36
100.0,0.9,50,0.7066666666666667,0.12762793146051102,74
