param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.7133333333333334,0.11661903789690603,16,0.9,0.6333333333333333,0.6333333333333333,0.8,0.6,0.12665953636169433,0.0015896320343017577
,10,0.6433333333333334,0.15260697523012798,30,0.7166666666666667,0.3666666666666667,0.7333333333333334,0.8,0.6,0.12477588653564453,0.0015802383422851562
,15,0.7499999999999999,0.10852547064066473,7,0.8,0.6166666666666667,0.6333333333333333,0.8,0.9,0.12511701583862306,0.0015807628631591796
,20,0.7133333333333333,0.053124591501697446,20,0.7166666666666667,0.7166666666666667,0.6333333333333333,0.8,0.7,0.12475743293762206,0.0015779972076416016
,30,0.7266666666666668,0.06463573143221775,12,0.8,0.7,0.6333333333333333,0.8,0.7,0.12438387870788574,0.0015653133392333984
,50,0.7833333333333334,0.11450376024878448,2,1.0,0.7,0.7166666666666667,0.8,0.7,0.12270865440368653,0.0015433788299560546
,75,0.7133333333333333,0.11614167593456232,20,0.9,0.5333333333333333,0.7166666666666667,0.7166666666666667,0.7,0.12087488174438477,0.0016285896301269532
,100,0.7133333333333333,0.11614167593456232,20,0.9,0.5333333333333333,0.7166666666666667,0.7166666666666667,0.7,0.12024798393249511,0.0015213489532470703
0.1,5,0.7133333333333334,0.11661903789690603,16,0.9,0.6333333333333333,0.6333333333333333,0.8,0.6,0.12241621017456054,0.0016233444213867188
0.1,10,0.6433333333333334,0.15260697523012798,30,0.7166666666666667,0.3666666666666667,0.7333333333333334,0.8,0.6,0.12136831283569335,0.0015330791473388671
0.1,15,0.7499999999999999,0.10852547064066473,7,0.8,0.6166666666666667,0.6333333333333333,0.8,0.9,0.12147889137268067,0.0016244411468505859
0.1,20,0.7133333333333333,0.053124591501697446,20,0.7166666666666667,0.7166666666666667,0.6333333333333333,0.8,0.7,0.12171454429626465,0.0015257835388183595
0.1,30,0.7266666666666668,0.06463573143221775,12,0.8,0.7,0.6333333333333333,0.8,0.7,0.1212773323059082,0.0015210151672363282
0.1,50,0.7833333333333334,0.11450376024878448,2,1.0,0.7,0.7166666666666667,0.8,0.7,0.12165842056274415,0.0015352725982666015
0.1,75,0.7133333333333333,0.11614167593456232,20,0.9,0.5333333333333333,0.7166666666666667,0.7166666666666667,0.7,0.12135791778564453,0.0015264511108398437
0.1,100,0.7133333333333333,0.11614167593456232,20,0.9,0.5333333333333333,0.7166666666666667,0.7166666666666667,0.7,0.12435956001281738,0.0015561103820800782
0.2,5,0.7133333333333334,0.11661903789690603,16,0.9,0.6333333333333333,0.6333333333333333,0.8,0.6,0.12666029930114747,0.0015883922576904296
0.2,10,0.6433333333333334,0.15260697523012798,30,0.7166666666666667,0.3666666666666667,0.7333333333333334,0.8,0.6,0.12649297714233398,0.0015760421752929687
0.2,15,0.75,0.07149203529842407,5,0.8,0.6166666666666667,0.7333333333333334,0.8,0.8,0.12630124092102052,0.0015958786010742188
0.2,20,0.7133333333333333,0.053124591501697446,20,0.7166666666666667,0.7166666666666667,0.6333333333333333,0.8,0.7,0.12761707305908204,0.0015920639038085938
0.2,30,0.7266666666666668,0.06463573143221775,12,0.8,0.7,0.6333333333333333,0.8,0.7,0.12657623291015624,0.0015865325927734374
0.2,50,0.7833333333333334,0.11450376024878448,2,1.0,0.7,0.7166666666666667,0.8,0.7,0.1262813091278076,0.0015828132629394532
0.2,75,0.7300000000000001,0.09273618495495703,11,0.9,0.6166666666666667,0.7166666666666667,0.7166666666666667,0.7,0.12624502182006836,0.0016100406646728516
0.2,100,0.6966666666666667,0.12036980056845194,28,0.9,0.5333333333333333,0.6333333333333333,0.7166666666666667,0.7,0.1263798713684082,0.001590728759765625
0.5,5,0.7133333333333334,0.11661903789690603,16,0.9,0.6333333333333333,0.6333333333333333,0.8,0.6,0.12666149139404298,0.0015726566314697265
0.5,10,0.6666666666666666,0.10055402085998903,29,0.7166666666666667,0.4666666666666667,0.7333333333333334,0.7166666666666667,0.7,0.12662620544433595,0.0015751838684082032
0.5,15,0.75,0.07149203529842407,5,0.8,0.6166666666666667,0.7333333333333334,0.8,0.8,0.12626118659973146,0.0016019344329833984
0.5,20,0.7333333333333334,0.03496029493900508,10,0.7166666666666667,0.7166666666666667,0.7333333333333334,0.8,0.7,0.12641267776489257,0.0016031265258789062
0.5,30,0.7466666666666667,0.0686375342732467,9,0.8,0.8,0.6333333333333333,0.8,0.7,0.1265772819519043,0.0015826225280761719
0.5,50,0.7866666666666667,0.12400716825158851,1,1.0,0.8,0.6333333333333333,0.8,0.7,0.12658233642578126,0.0015897274017333985
0.5,75,0.7133333333333333,0.10077477638553985,20,0.9,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.7,0.12784481048583984,0.0016197681427001954
0.5,100,0.7166666666666666,0.09775252199076788,15,0.9,0.6333333333333333,0.6333333333333333,0.7166666666666667,0.7,0.12756853103637694,0.0016125679016113282
