param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.67,0.03999999999999995,204,0.7,0.7,0.65,0.7,0.6000000000000001,0.5030660152435302,0.021050500869750976
sqrt,1,0.001,0.1,10,0.65,0.06324555320336754,381,0.7,0.7,0.55,0.7,0.6000000000000001,0.5027735233306885,0.021275901794433595
sqrt,1,0.001,0.1,20,0.6233333333333333,0.07859884081701063,592,0.5333333333333333,0.5333333333333333,0.6333333333333333,0.7166666666666667,0.7,0.5123759746551514,0.021294832229614258
sqrt,1,0.001,0.1,50,0.6533333333333334,0.09741092797468305,362,0.5166666666666667,0.8,0.7166666666666667,0.6333333333333333,0.6,0.5180025577545166,0.021294879913330077
sqrt,1,0.001,0.3,5,0.67,0.03999999999999995,204,0.7,0.7,0.65,0.7,0.6000000000000001,0.5011281490325927,0.02096695899963379
sqrt,1,0.001,0.3,10,0.65,0.06324555320336754,381,0.7,0.7,0.55,0.7,0.6000000000000001,0.5040664672851562,0.021055889129638673
sqrt,1,0.001,0.3,20,0.6233333333333333,0.07859884081701063,592,0.5333333333333333,0.5333333333333333,0.6333333333333333,0.7166666666666667,0.7,0.5116007328033447,0.021079540252685547
sqrt,1,0.001,0.3,50,0.6533333333333334,0.09741092797468305,362,0.5166666666666667,0.8,0.7166666666666667,0.6333333333333333,0.6,0.5202831745147705,0.021117973327636718
sqrt,1,0.001,0.5,5,0.67,0.03999999999999995,204,0.7,0.7,0.65,0.7,0.6000000000000001,0.5003593921661377,0.020995616912841797
sqrt,1,0.001,0.5,10,0.65,0.06324555320336754,381,0.7,0.7,0.55,0.7,0.6000000000000001,0.5025484085083007,0.021155118942260742
sqrt,1,0.001,0.5,20,0.6233333333333333,0.07859884081701063,592,0.5333333333333333,0.5333333333333333,0.6333333333333333,0.7166666666666667,0.7,0.5111620903015137,0.021150779724121094
sqrt,1,0.001,0.5,50,0.6533333333333334,0.09741092797468305,362,0.5166666666666667,0.8,0.7166666666666667,0.6333333333333333,0.6,0.5192929267883301,0.021251821517944337
sqrt,1,0.001,0.7,5,0.67,0.03999999999999995,204,0.7,0.7,0.65,0.7,0.6000000000000001,0.4982311725616455,0.02089214324951172
sqrt,1,0.001,0.7,10,0.65,0.06324555320336754,381,0.7,0.7,0.55,0.7,0.6000000000000001,0.5017743110656738,0.021042585372924805
