param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,5,0.5133333333333334,0.06531972647421809,165,0.5833333333333334,0.5166666666666667,0.5833333333333334,0.4666666666666667,0.4166666666666667,0.0035078048706054686,0.001488065719604492
0.001,0.1,10,0.5233333333333333,0.1254325848148452,149,0.6166666666666667,0.7166666666666667,0.48333333333333334,0.3833333333333333,0.4166666666666667,0.0032936573028564454,0.0014491081237792969
0.001,0.1,20,0.42666666666666675,0.07498147919467997,185,0.3833333333333333,0.55,0.4,0.4666666666666667,0.3333333333333333,0.003326416015625,0.001449441909790039
0.001,0.1,50,0.55,0.09944289260117534,131,0.5166666666666667,0.7333333333333334,0.55,0.43333333333333335,0.5166666666666667,0.003460597991943359,0.0014646530151367187
0.001,0.3,5,0.5133333333333334,0.06531972647421809,165,0.5833333333333334,0.5166666666666667,0.5833333333333334,0.4666666666666667,0.4166666666666667,0.003325033187866211,0.0014781475067138672
0.001,0.3,10,0.5233333333333333,0.1254325848148452,149,0.6166666666666667,0.7166666666666667,0.48333333333333334,0.3833333333333333,0.4166666666666667,0.003344440460205078,0.0014504432678222657
0.001,0.3,20,0.42666666666666675,0.07498147919467997,185,0.3833333333333333,0.55,0.4,0.4666666666666667,0.3333333333333333,0.00342707633972168,0.001468515396118164
0.001,0.3,50,0.55,0.09944289260117534,131,0.5166666666666667,0.7333333333333334,0.55,0.43333333333333335,0.5166666666666667,0.003422832489013672,0.0014725208282470703
0.001,0.5,5,0.5133333333333334,0.06531972647421809,165,0.5833333333333334,0.5166666666666667,0.5833333333333334,0.4666666666666667,0.4166666666666667,0.003354310989379883,0.0014596939086914062
0.001,0.5,10,0.5233333333333333,0.1254325848148452,149,0.6166666666666667,0.7166666666666667,0.48333333333333334,0.3833333333333333,0.4166666666666667,0.003346681594848633,0.0014446735382080077
0.001,0.5,20,0.42666666666666675,0.07498147919467997,185,0.3833333333333333,0.55,0.4,0.4666666666666667,0.3333333333333333,0.003448772430419922,0.0014599323272705077
0.001,0.5,50,0.55,0.09944289260117534,131,0.5166666666666667,0.7333333333333334,0.55,0.43333333333333335,0.5166666666666667,0.0033724308013916016,0.0014528751373291016
0.001,0.7,5,0.5133333333333334,0.06531972647421809,165,0.5833333333333334,0.5166666666666667,0.5833333333333334,0.4666666666666667,0.4166666666666667,0.0033272743225097657,0.0014451503753662109
0.001,0.7,10,0.5233333333333333,0.1254325848148452,149,0.6166666666666667,0.7166666666666667,0.48333333333333334,0.3833333333333333,0.4166666666666667,0.003383922576904297,0.0014522552490234375
