param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.6433333333333333,0.1569146972791976,30,0.4666666666666667,0.5166666666666667,0.9,0.7333333333333334,0.6,0.12718572616577148,0.001558542251586914
,10,0.7766666666666667,0.15762120556715853,6,0.55,1.0,0.9,0.7333333333333334,0.7,0.12677969932556152,0.0015624523162841796
,15,0.78,0.13308309851784753,3,0.55,0.9,0.9166666666666667,0.7333333333333334,0.8,0.12614216804504394,0.001584482192993164
,20,0.7433333333333334,0.08406346808612328,17,0.6333333333333333,0.8,0.8333333333333333,0.65,0.8,0.1262831211090088,0.0015763282775878907
,30,0.7966666666666666,0.06699917080747259,2,0.7166666666666667,0.9,0.8333333333333333,0.7333333333333334,0.8,0.12666969299316405,0.0015759944915771484
,50,0.7566666666666666,0.10252370999486467,15,0.6166666666666667,0.8166666666666667,0.9166666666666667,0.7333333333333334,0.7,0.12674951553344727,0.0015585899353027343
,75,0.7233333333333333,0.15441646429200626,23,0.5166666666666667,0.8166666666666667,0.9166666666666667,0.5666666666666667,0.8,0.12650723457336427,0.0015814781188964843
,100,0.6833333333333333,0.16964014199999297,28,0.5166666666666667,0.7166666666666667,0.9166666666666667,0.4666666666666667,0.8,0.12650108337402344,0.001570749282836914
0.1,5,0.6433333333333333,0.1569146972791976,30,0.4666666666666667,0.5166666666666667,0.9,0.7333333333333334,0.6,0.1265575408935547,0.0015670299530029298
0.1,10,0.7766666666666667,0.15762120556715853,6,0.55,1.0,0.9,0.7333333333333334,0.7,0.12654600143432618,0.0015686988830566407
0.1,15,0.78,0.13308309851784753,3,0.55,0.9,0.9166666666666667,0.7333333333333334,0.8,0.12808609008789062,0.0017016410827636718
0.1,20,0.7433333333333334,0.08406346808612328,17,0.6333333333333333,0.8,0.8333333333333333,0.65,0.8,0.12793374061584473,0.0015850067138671875
0.1,30,0.7766666666666667,0.09285592184789412,6,0.7166666666666667,0.9,0.8333333333333333,0.6333333333333333,0.8,0.12749176025390624,0.0015835285186767579
0.1,50,0.7566666666666666,0.10252370999486467,15,0.6166666666666667,0.8166666666666667,0.9166666666666667,0.7333333333333334,0.7,0.12725410461425782,0.0015755653381347655
0.1,75,0.7266666666666666,0.11185307823708343,22,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.5666666666666667,0.8,0.12766146659851074,0.0015738964080810546
0.1,100,0.7033333333333334,0.1872016144279863,26,0.5166666666666667,0.7166666666666667,0.9166666666666667,0.4666666666666667,0.9,0.12749981880187988,0.0015755653381347655
0.2,5,0.6433333333333333,0.1569146972791976,30,0.4666666666666667,0.5166666666666667,0.9,0.7333333333333334,0.6,0.1274083137512207,0.0015676498413085937
0.2,10,0.7766666666666667,0.15762120556715853,6,0.55,1.0,0.9,0.7333333333333334,0.7,0.1271970748901367,0.0015679359436035155
0.2,15,0.78,0.13308309851784753,3,0.55,0.9,0.9166666666666667,0.7333333333333334,0.8,0.127286958694458,0.0015671253204345703
0.2,20,0.7433333333333334,0.08406346808612328,17,0.6333333333333333,0.8,0.8333333333333333,0.65,0.8,0.12752704620361327,0.0015646934509277344
0.2,30,0.7766666666666667,0.09285592184789412,6,0.7166666666666667,0.9,0.8333333333333333,0.6333333333333333,0.8,0.12767362594604492,0.001566457748413086
0.2,50,0.76,0.07930251502246877,13,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.7333333333333334,0.8,0.12746291160583495,0.0016426563262939454
0.2,75,0.7433333333333334,0.0910433352249844,17,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.65,0.8,0.12711434364318847,0.0015704631805419922
0.2,100,0.7033333333333334,0.1872016144279863,26,0.5166666666666667,0.7166666666666667,0.9166666666666667,0.4666666666666667,0.9,0.12690191268920897,0.0015736103057861328
0.5,5,0.6633333333333333,0.14544949486180953,29,0.4666666666666667,0.6166666666666667,0.9,0.7333333333333334,0.6,0.12665352821350098,0.001554393768310547
0.5,10,0.7766666666666667,0.15762120556715853,6,0.55,1.0,0.9,0.7333333333333334,0.7,0.12694458961486815,0.0015726566314697265
0.5,15,0.8,0.1552775293180282,1,0.55,1.0,0.9166666666666667,0.7333333333333334,0.8,0.1269697666168213,0.0015683174133300781
0.5,20,0.7233333333333333,0.11135528725660043,23,0.6333333333333333,0.8,0.8333333333333333,0.55,0.8,0.12666006088256837,0.001566934585571289
0.5,30,0.7766666666666667,0.09285592184789412,6,0.7166666666666667,0.9,0.8333333333333333,0.6333333333333333,0.8,0.1267765998840332,0.0015964984893798828
0.5,50,0.76,0.07930251502246877,13,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.7333333333333334,0.8,0.1268223762512207,0.0015701770782470704
0.5,75,0.7433333333333334,0.0910433352249844,17,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.65,0.8,0.12681312561035157,0.0015681266784667968
0.5,100,0.7233333333333333,0.11671427600007728,23,0.6166666666666667,0.8166666666666667,0.8333333333333333,0.55,0.8,0.12676854133605958,0.0015874385833740234
