param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
0.001,0.1,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.0033870697021484374,0.0014195442199707031
0.001,0.1,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.0033488750457763674,0.0014169692993164062
0.001,0.1,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.0032973289489746094,0.0014108180999755859
0.001,0.1,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.0033137321472167967,0.0014190673828125
0.001,0.3,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.00328211784362793,0.0014081478118896484
0.001,0.3,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.003267335891723633,0.0014803886413574218
0.001,0.3,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.0032619476318359376,0.0014010906219482423
0.001,0.3,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.003294563293457031,0.001414012908935547
0.001,0.5,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.003285789489746094,0.0014042854309082031
0.001,0.5,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.003313112258911133,0.0014097213745117188
0.001,0.5,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.0032767295837402345,0.001412677764892578
0.001,0.5,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.00329742431640625,0.0014253616333007812
0.001,0.7,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.0032514095306396484,0.001408529281616211
0.001,0.7,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.0033197402954101562,0.0014243125915527344
0.001,0.7,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.003263998031616211,0.0014120101928710937
0.001,0.7,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.003353309631347656,0.0014078140258789063
0.001,0.9,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.003238868713378906,0.0014067649841308593
0.001,0.9,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.0033103466033935548,0.0014032363891601563
0.001,0.9,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.003258085250854492,0.0014081954956054687
0.001,0.9,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.003330564498901367,0.0014315605163574218
0.00359381,0.1,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.0035976409912109376,0.0014070987701416016
0.00359381,0.1,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.003715848922729492,0.0014108180999755859
0.00359381,0.1,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.003620433807373047,0.0014180183410644532
0.00359381,0.1,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.0036934375762939452,0.0014151573181152345
0.00359381,0.3,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.003278350830078125,0.001483583450317383
0.00359381,0.3,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.003258371353149414,0.0014171600341796875
0.00359381,0.3,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.0032646656036376953,0.0014168262481689454
0.00359381,0.3,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.0032878398895263674,0.0014171123504638672
0.00359381,0.5,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.003326416015625,0.00140838623046875
0.00359381,0.5,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.003258800506591797,0.0014000415802001953
0.00359381,0.5,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.0032607078552246093,0.0014205455780029296
0.00359381,0.5,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.003313493728637695,0.0014193058013916016
0.00359381,0.7,5,0.4533333333333333,0.050990195135927854,184,0.3833333333333333,0.43333333333333335,0.5333333333333333,0.48333333333333334,0.43333333333333335,0.003322601318359375,0.0014152050018310547
0.00359381,0.7,10,0.51,0.06018490028422596,151,0.43333333333333335,0.5166666666666667,0.6166666666666667,0.48333333333333334,0.5,0.003235483169555664,0.0014087677001953125
0.00359381,0.7,20,0.49000000000000005,0.08730533902472529,168,0.45,0.5166666666666667,0.6333333333333333,0.48333333333333334,0.3666666666666667,0.0032521724700927735,0.0014112472534179687
0.00359381,0.7,50,0.5533333333333333,0.0985449699939632,132,0.6333333333333333,0.7,0.43333333333333335,0.48333333333333334,0.5166666666666667,0.003316307067871094,0.0014089584350585938
