param_clf__shrink_threshold,param_selector__k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,5,0.6333333333333334,0.12427567921538166,29,0.5333333333333333,0.8166666666666667,0.48333333333333334,0.7333333333333334,0.6000000000000001,0.12460112571716309,0.0015646457672119141
,10,0.6833333333333333,0.14605934866804432,19,0.6333333333333333,0.7333333333333334,0.45,0.9,0.7,0.12455039024353028,0.0015593528747558593
,15,0.6833333333333333,0.09545214042184236,19,0.6333333333333333,0.8166666666666667,0.5333333333333333,0.7333333333333334,0.7,0.1258082866668701,0.0015625953674316406
,20,0.6766666666666667,0.09921917377424809,26,0.6333333333333333,0.7166666666666667,0.5166666666666667,0.8166666666666667,0.7,0.12526826858520507,0.0015660762786865235
,30,0.7333333333333332,0.11450376024878443,14,0.8166666666666667,0.7166666666666667,0.5166666666666667,0.8166666666666667,0.8,0.1248584270477295,0.0015665531158447266
,50,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12529296875,0.001584005355834961
,75,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12517223358154297,0.001571989059448242
,100,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.1249990463256836,0.0015475749969482422
0.1,5,0.6333333333333334,0.12427567921538166,29,0.5333333333333333,0.8166666666666667,0.48333333333333334,0.7333333333333334,0.6000000000000001,0.12483997344970703,0.0015380859375
0.1,10,0.6833333333333333,0.14605934866804432,19,0.6333333333333333,0.7333333333333334,0.45,0.9,0.7,0.12449808120727539,0.001534414291381836
0.1,15,0.6833333333333333,0.09545214042184236,19,0.6333333333333333,0.8166666666666667,0.5333333333333333,0.7333333333333334,0.7,0.12523436546325684,0.0015366077423095703
0.1,20,0.6766666666666667,0.09921917377424809,26,0.6333333333333333,0.7166666666666667,0.5166666666666667,0.8166666666666667,0.7,0.1250825881958008,0.0015965938568115235
0.1,30,0.7333333333333332,0.11450376024878443,14,0.8166666666666667,0.7166666666666667,0.5166666666666667,0.8166666666666667,0.8,0.12526283264160157,0.001534271240234375
0.1,50,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12636256217956543,0.0016418933868408204
0.1,75,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12529535293579103,0.0015454292297363281
0.1,100,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12566890716552734,0.0015614032745361328
0.2,5,0.6333333333333334,0.12427567921538166,29,0.5333333333333333,0.8166666666666667,0.48333333333333334,0.7333333333333334,0.6000000000000001,0.1255591869354248,0.0015709877014160156
0.2,10,0.6833333333333333,0.14605934866804432,19,0.6333333333333333,0.7333333333333334,0.45,0.9,0.7,0.12536444664001464,0.0015648365020751952
0.2,15,0.6833333333333333,0.09545214042184236,19,0.6333333333333333,0.8166666666666667,0.5333333333333333,0.7333333333333334,0.7,0.1252750873565674,0.0015729427337646484
0.2,20,0.6766666666666667,0.09921917377424809,26,0.6333333333333333,0.7166666666666667,0.5166666666666667,0.8166666666666667,0.7,0.12559056282043457,0.001564168930053711
0.2,30,0.7333333333333332,0.11450376024878443,14,0.8166666666666667,0.7166666666666667,0.5166666666666667,0.8166666666666667,0.8,0.12540726661682128,0.0015746593475341798
0.2,50,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.1254817485809326,0.001580667495727539
0.2,75,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12563753128051758,0.0015795230865478516
0.2,100,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12559013366699218,0.0015721797943115234
0.5,5,0.6333333333333334,0.12427567921538166,29,0.5333333333333333,0.8166666666666667,0.48333333333333334,0.7333333333333334,0.6000000000000001,0.12531795501708984,0.0015748500823974609
0.5,10,0.6833333333333333,0.14605934866804432,19,0.6333333333333333,0.7333333333333334,0.45,0.9,0.7,0.12517714500427246,0.0015707969665527343
0.5,15,0.72,0.08259674462242578,17,0.6333333333333333,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.12502474784851075,0.0015665054321289062
0.5,20,0.6966666666666667,0.07102425250887505,18,0.6333333333333333,0.7166666666666667,0.6166666666666667,0.8166666666666667,0.7,0.1251777172088623,0.001574230194091797
0.5,30,0.7533333333333333,0.077746025264604,13,0.8166666666666667,0.7166666666666667,0.6166666666666667,0.8166666666666667,0.8,0.1253035545349121,0.0015729904174804688
0.5,50,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.1251133918762207,0.001571512222290039
0.5,75,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12502942085266114,0.0015674591064453124
0.5,100,0.77,0.12884098726725124,1,0.9,0.6166666666666667,0.6166666666666667,0.8166666666666667,0.9,0.12491159439086914,0.0016512393951416016
