param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.001,0.1,5,0.5633333333333334,0.17204650534085253,691,0.43333333333333335,0.5333333333333333,0.9,0.45,0.5,0.48505239486694335,0.021023654937744142
sqrt,1,0.001,0.1,10,0.6533333333333333,0.13759844960366863,393,0.5333333333333333,0.6,0.9,0.5333333333333333,0.7,0.4890296936035156,0.02107086181640625
sqrt,1,0.001,0.1,20,0.5700000000000001,0.1077032961426901,657,0.65,0.5333333333333333,0.7333333333333334,0.43333333333333335,0.5,0.49368767738342284,0.02109684944152832
sqrt,1,0.001,0.1,50,0.6599999999999999,0.09809292646374775,370,0.6333333333333333,0.5166666666666667,0.6166666666666667,0.7333333333333334,0.8,0.5013314723968506,0.02115330696105957
sqrt,1,0.001,0.3,5,0.5633333333333334,0.17204650534085253,691,0.43333333333333335,0.5333333333333333,0.9,0.45,0.5,0.48944544792175293,0.021138858795166016
sqrt,1,0.001,0.3,10,0.6533333333333333,0.13759844960366863,393,0.5333333333333333,0.6,0.9,0.5333333333333333,0.7,0.49072747230529784,0.02110886573791504
sqrt,1,0.001,0.3,20,0.5700000000000001,0.1077032961426901,657,0.65,0.5333333333333333,0.7333333333333334,0.43333333333333335,0.5,0.4965540409088135,0.02129507064819336
sqrt,1,0.001,0.3,50,0.6599999999999999,0.09809292646374775,370,0.6333333333333333,0.5166666666666667,0.6166666666666667,0.7333333333333334,0.8,0.5025457382202149,0.021040916442871094
sqrt,1,0.001,0.5,5,0.5633333333333334,0.17204650534085253,691,0.43333333333333335,0.5333333333333333,0.9,0.45,0.5,0.4832862377166748,0.021218156814575194
sqrt,1,0.001,0.5,10,0.6533333333333333,0.13759844960366863,393,0.5333333333333333,0.6,0.9,0.5333333333333333,0.7,0.48960485458374026,0.021021366119384766
sqrt,1,0.001,0.5,20,0.5700000000000001,0.1077032961426901,657,0.65,0.5333333333333333,0.7333333333333334,0.43333333333333335,0.5,0.4957913875579834,0.021055841445922853
sqrt,1,0.001,0.5,50,0.6599999999999999,0.09809292646374775,370,0.6333333333333333,0.5166666666666667,0.6166666666666667,0.7333333333333334,0.8,0.5015740394592285,0.021047639846801757
sqrt,1,0.001,0.7,5,0.5633333333333334,0.17204650534085253,691,0.43333333333333335,0.5333333333333333,0.9,0.45,0.5,0.4842867374420166,0.020870256423950195
