param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score
0.001,0.1,5,0.37333333333333335,0.10780641085864152,185
0.001,0.1,10,0.48999999999999994,0.16786237749352229,153
0.001,0.1,20,0.4766666666666667,0.12229290885229428,169
0.001,0.1,50,0.5333333333333334,0.05868938953886335,130
0.001,0.3,5,0.37333333333333335,0.10780641085864152,185
0.001,0.3,10,0.48999999999999994,0.16786237749352229,153
0.001,0.3,20,0.4766666666666667,0.12229290885229428,169
0.001,0.3,50,0.5333333333333334,0.05868938953886335,130
0.001,0.5,5,0.37333333333333335,0.10780641085864152,185
0.001,0.5,10,0.48999999999999994,0.16786237749352229,153
0.001,0.5,20,0.4766666666666667,0.12229290885229428,169
0.001,0.5,50,0.5333333333333334,0.05868938953886335,130
0.001,0.7,5,0.37333333333333335,0.10780641085864152,185
0.001,0.7,10,0.48999999999999994,0.16786237749352229,153
0.001,0.7,20,0.4766666666666667,0.12229290885229428,169
0.001,0.7,50,0.5333333333333334,0.05868938953886335,130
0.001,0.9,5,0.37333333333333335,0.10780641085864152,185
0.001,0.9,10,0.48999999999999994,0.16786237749352229,153
0.001,0.9,20,0.4766666666666667,0.12229290885229428,169
0.001,0.9,50,0.5333333333333334,0.05868938953886335,130
0.00359381,0.1,5,0.37333333333333335,0.10780641085864152,185
0.00359381,0.1,10,0.48999999999999994,0.16786237749352229,153
0.00359381,0.1,20,0.4766666666666667,0.12229290885229428,169
0.00359381,0.1,50,0.5333333333333334,0.05868938953886335,130
0.00359381,0.3,5,0.37333333333333335,0.10780641085864152,185
0.00359381,0.3,10,0.48999999999999994,0.16786237749352229,153
0.00359381,0.3,20,0.4766666666666667,0.12229290885229428,169
0.00359381,0.3,50,0.5333333333333334,0.05868938953886335,130
0.00359381,0.5,5,0.37333333333333335,0.10780641085864152,185
0.00359381,0.5,10,0.48999999999999994,0.16786237749352229,153
0.00359381,0.5,20,0.4766666666666667,0.12229290885229428,169
0.00359381,0.5,50,0.5333333333333334,0.05868938953886335,130
0.00359381,0.7,5,0.37333333333333335,0.10780641085864152,185
0.00359381,0.7,10,0.48999999999999994,0.16786237749352229,153
0.00359381,0.7,20,0.4766666666666667,0.12229290885229428,169
0.00359381,0.7,50,0.5333333333333334,0.05868938953886335,130
0.00359381,0.9,5,0.37333333333333335,0.10780641085864152,185
0.00359381,0.9,10,0.48999999999999994,0.16786237749352229,153
0.00359381,0.9,20,0.4766666666666667,0.12229290885229428,169
0.00359381,0.9,50,0.5333333333333334,0.05868938953886335,130
0.0129155,0.1,5,0.5966666666666667,0.14506703431325962,116
0.0129155,0.1,10,0.6633333333333333,0.12445436468396312,67
0.0129155,0.1,20,0.6133333333333334,0.14039626459101795,106
0.0129155,0.1,50,0.6133333333333333,0.17807613852257442,107
0.0129155,0.3,5,0.37333333333333335,0.10780641085864152,185
0.0129155,0.3,10,0.48999999999999994,0.16786237749352229,153
0.0129155,0.3,20,0.4766666666666667,0.12229290885229428,169
0.0129155,0.3,50,0.5333333333333334,0.05868938953886335,130
0.0129155,0.5,5,0.37333333333333335,0.10780641085864152,185
0.0129155,0.5,10,0.48999999999999994,0.16786237749352229,153
0.0129155,0.5,20,0.4766666666666667,0.12229290885229428,169
0.0129155,0.5,50,0.5333333333333334,0.05868938953886335,130
0.0129155,0.7,5,0.37333333333333335,0.10780641085864152,185
0.0129155,0.7,10,0.48999999999999994,0.16786237749352229,153
0.0129155,0.7,20,0.4766666666666667,0.12229290885229428,169
0.0129155,0.7,50,0.5333333333333334,0.05868938953886335,130
0.0129155,0.9,5,0.37333333333333335,0.10780641085864152,185
0.0129155,0.9,10,0.48999999999999994,0.16786237749352229,153
0.0129155,0.9,20,0.4766666666666667,0.12229290885229428,169
0.0129155,0.9,50,0.5333333333333334,0.05868938953886335,130
0.0464159,0.1,5,0.7133333333333334,0.12036980056845192,26
0.0464159,0.1,10,0.7166666666666666,0.12516655570345725,21
0.0464159,0.1,20,0.7200000000000001,0.16613247725836153,10
0.0464159,0.1,50,0.65,0.12382783747337806,74
0.0464159,0.3,5,0.5866666666666667,0.19333333333333333,118
0.0464159,0.3,10,0.6499999999999999,0.06912147117775905,80
0.0464159,0.3,20,0.6733333333333333,0.07348469228349534,57
0.0464159,0.3,50,0.67,0.16478942792411033,58
0.0464159,0.5,5,0.5633333333333332,0.14996295838935988,126
0.0464159,0.5,10,0.5666666666666667,0.15740958604156793,124
0.0464159,0.5,20,0.5233333333333333,0.20805982045769647,147
0.0464159,0.5,50,0.5333333333333333,0.10055402085998903,146
0.0464159,0.7,5,0.37333333333333335,0.10780641085864152,185
0.0464159,0.7,10,0.48999999999999994,0.16786237749352229,153
0.0464159,0.7,20,0.4766666666666667,0.12229290885229428,169
0.0464159,0.7,50,0.5333333333333334,0.05868938953886335,130
0.0464159,0.9,5,0.37333333333333335,0.10780641085864152,185
0.0464159,0.9,10,0.48999999999999994,0.16786237749352229,153
0.0464159,0.9,20,0.4766666666666667,0.12229290885229428,169
0.0464159,0.9,50,0.5333333333333334,0.05868938953886335,130
0.16681,0.1,5,0.62,0.13474255287605158,102
0.16681,0.1,10,0.72,0.15398412616601462,12
0.16681,0.1,20,0.6233333333333333,0.13848385385227324,95
0.16681,0.1,50,0.7,0.09603240193925287,33
0.16681,0.3,5,0.6233333333333333,0.19165942015286735,95
0.16681,0.3,10,0.6100000000000001,0.1507757717053152,109
0.16681,0.3,20,0.68,0.13515423288475528,55
0.16681,0.3,50,0.6900000000000001,0.1231981240838422,43
0.16681,0.5,5,0.5933333333333334,0.1953913451967046,117
0.16681,0.5,10,0.7,0.07226494462892932,33
0.16681,0.5,20,0.7000000000000001,0.11595018087284058,32
0.16681,0.5,50,0.6533333333333333,0.1554205763583302,73
0.16681,0.7,5,0.5733333333333334,0.22425184255405545,122
0.16681,0.7,10,0.72,0.08259674462242578,12
0.16681,0.7,20,0.76,0.0402768199119819,2
0.16681,0.7,50,0.7033333333333334,0.10402991022884822,28
0.16681,0.9,5,0.6066666666666667,0.19905331502444823,111
0.16681,0.9,10,0.7766666666666667,0.06798692684790379,1
0.16681,0.9,20,0.7233333333333334,0.06463573143221771,7
